doid	name
Orphanet:166282	Familial sick sinus syndrome
Orphanet:166286	Porokeratotic eccrine ostial and dermal duct nevus
Orphanet:163746	Neurologic Waardenburg-Shah syndrome
Orphanet:684	Paramyotonia congenita of Von Eulenburg
Orphanet:163931	Acrodermatitis continua suppurativa of Hallopeau
Orphanet:163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type
Orphanet:163985	Hyperekplexia-epilepsy syndrome
Orphanet:163988	Developmental delay-deafness syndrome, Hildebrand type
Orphanet:165805	Familial mesial temporal lobe epilepsy with febrile seizures
Orphanet:803	Amyotrophic lateral sclerosis
Orphanet:166011	Multiple epiphyseal dysplasia, Beighton type
Orphanet:567	22q11.2 deletion syndrome
Orphanet:165994	Selective pituitary resistance to thyroid hormone
Orphanet:166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly
Orphanet:165991	Exercise-induced hyperinsulinism
Orphanet:383	X-linked mixed deafness with perilymphatic gusher
Orphanet:394	Classic homocystinuria
Orphanet:163596	Hb Bart's hydrops fetalis
Orphanet:2182	Hydrocephalus with stenosis of the aqueduct of Sylvius
Orphanet:163717	Benign familial mesial temporal lobe epilepsy
Orphanet:163721	Rolandic epilepsy-speech dyspraxia syndrome
Orphanet:163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome
Orphanet:163681	Cortical dysplasia-focal epilepsy syndrome
Orphanet:16	Blue cone monochromatism
Orphanet:644	NARP syndrome
Orphanet:637	Neurofibromatosis type 2
Orphanet:163696	Action myoclonus-renal failure syndrome
Orphanet:181	X-linked hypohidrotic ectodermal dysplasia
Orphanet:163693	2p21 microdeletion syndrome
Orphanet:752	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency
Orphanet:895	Waardenburg syndrome type 2
Orphanet:896	Waardenburg syndrome type 3
Orphanet:894	Waardenburg syndrome type 1
Orphanet:53	Albers-Schönberg osteopetrosis
Orphanet:169808	Mild hemophilia A
Orphanet:169802	Severe hemophilia A
Orphanet:169805	Moderately severe hemophilia A
Orphanet:540	Familial hemophagocytic lymphohistiocytosis
Orphanet:568	Microphthalmia, Lenz type
Orphanet:289	Ellis Van Creveld syndrome
Orphanet:1646	Partial chromosome Y deletion
Orphanet:169464	Primary CD59 deficiency
Orphanet:169615	Idiopathic central precocious puberty
Orphanet:169467	Recurrent Neisseria infections due to factor D deficiency
Orphanet:169799	Mild hemophilia B
Orphanet:169796	Moderately severe hemophilia B
Orphanet:169793	Severe hemophilia B
Orphanet:171430	Severe congenital nemaline myopathy
Orphanet:171433	Intermediate nemaline myopathy
Orphanet:171436	Typical nemaline myopathy
Orphanet:171439	Childhood-onset nemaline myopathy
Orphanet:171445	Muscle filaminopathy
Orphanet:1349	Maternally-inherited cardiomyopathy and hearing loss
Orphanet:861	Treacher-Collins syndrome
Orphanet:308	Unverricht-Lundborg disease
Orphanet:169079	Cernunnos-XLF deficiency
Orphanet:169100	Immunodeficiency due to CD25 deficiency
Orphanet:169082	Combined immunodeficiency due to CD3gamma deficiency
Orphanet:169085	Susceptibility to respiratory infections associated with CD8alpha chain mutation
Orphanet:753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency
Orphanet:168796	Heart-hand syndrome, Slovenian type
Orphanet:168953	Myeloid neoplasm associated with FGFR1 rearrangement
Orphanet:168947	Myeloid neoplasm associated with PDGFRA rearrangement
Orphanet:168940	Chronic eosinophilic leukemia
Orphanet:626	Large congenital melanocytic nevus
Orphanet:169154	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency
Orphanet:169150	Immunodeficiency due to a late component of complement deficiency
Orphanet:169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta
Orphanet:169157	T-B+ severe combined immunodeficiency due to CD45 deficiency
Orphanet:169147	Immunodeficiency due to a classical component pathway complement deficiency
Orphanet:169142	Recurrent infection due to specific granule deficiency
Orphanet:596	X-linked centronuclear myopathy
Orphanet:169186	Autosomal recessive centronuclear myopathy
Orphanet:169189	Autosomal dominant centronuclear myopathy
Orphanet:44	Neonatal adrenoleukodystrophy
Orphanet:1059	Blue rubber bleb nevus
Orphanet:168615	Hereditary persistence of alpha-fetoprotein
Orphanet:168612	Congenital deficiency in alpha-fetoprotein
Orphanet:168629	Autosomal thrombocytopenia with normal platelets
Orphanet:193	Cohen syndrome
Orphanet:168624	Familial scaphocephaly syndrome, McGillivray type
Orphanet:168583	Hereditary North American Indian childhood cirrhosis
Orphanet:168577	Hereditary cryohydrocytosis with reduced stomatin
Orphanet:168593	Sudden infant death-dysgenesis of the testes syndrome
Orphanet:168588	Hyperandrogenism due to cortisone reductase deficiency
Orphanet:168601	Congenital enteropathy due to enteropeptidase deficiency
Orphanet:168598	Brain demyelination due to methionine adenosyltransferase deficiency
Orphanet:168609	Mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure
Orphanet:168606	Seborrhea-like dermatitis with psoriasiform elements
Orphanet:1154	Arthrogryposis with oculomotor limitation and electroretinal anomalies
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome
Orphanet:168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome
Orphanet:168566	Fatal mitochondrial disease due to combined oxidative phosphorylation deficiency 3
Orphanet:168569	H syndrome
Orphanet:1065	Aniridia-cerebellar ataxia-intellectual disability syndrome
Orphanet:168454	Spondyloepimetaphyseal dysplasia, Geneviève type
Orphanet:1146	Digitotalar dysmorphism
Orphanet:1147	Sheldon-Hall syndrome
Orphanet:246	Postaxial acrofacial dysostosis
Orphanet:239	Dyggve-Melchior-Clausen disease
Orphanet:395	Homocystinuria due to methylene tetrahydrofolate reductase deficiency
Orphanet:45	Adenosine monophosphate deaminase deficiency
Orphanet:226	Dihydropteridine reductase deficiency
Orphanet:417	Neonatal severe primary hyperparathyroidism
Orphanet:2118	Hawkinsinuria
Orphanet:351	Galactosialidosis
Orphanet:2020	Congenital fiber-type disproportion myopathy
Orphanet:2053	Freeman-Sheldon syndrome
Orphanet:1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria
Orphanet:1880	Ebstein malformation
Orphanet:1885	Isolated ectopia lentis
Orphanet:2612	Linear nevus sebaceus syndrome
Orphanet:2635	Metatropic dysplasia
Orphanet:2801	Juvenile Paget disease
Orphanet:2785	Osteopetrosis with renal tubular acidosis
Orphanet:2744	Horizontal gaze palsy with progressive scoliosis
Orphanet:2746	Opsismodysplasia
Orphanet:2903	Familial spontaneous pneumothorax
Orphanet:718	Isolated Pierre Robin syndrome
Orphanet:2301	Congenital short bowel syndrome
Orphanet:2308	Jacobsen syndrome
Orphanet:2318	Joubert syndrome with oculorenal defect
Orphanet:180188	Isolated congenital breast hypoplasia/aplasia
Orphanet:2253	Foveal hypoplasia-presenile cataract syndrome
Orphanet:2300	Multiple intestinal atresia
Orphanet:477	KID syndrome
Orphanet:2343	Isolated cloverleaf skull syndrome
Orphanet:560	Marshall syndrome
Orphanet:570	Moebius syndrome
Orphanet:179494	Obesity due to leptin receptor gene deficiency
Orphanet:1020	Early-onset autosomal dominant Alzheimer disease
Orphanet:54	X-linked recessive ocular albinism
Orphanet:154	Familial isolated dilated cardiomyopathy
Orphanet:799	Schizencephaly
Orphanet:816	Sjögren-Larsson syndrome
Orphanet:3205	Sturge-Weber syndrome
Orphanet:178461	X-linked myopathy with postural muscle atrophy
Orphanet:178464	Hereditary proximal myopathy with early respiratory failure
Orphanet:178396	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation
Orphanet:178400	Distal myopathy with anterior tibial onset
Orphanet:178389	Osteopetrosis-hypogammaglobulinemia syndrome
Orphanet:178364	Syndromic microphthalmia type 5
Orphanet:715	Glycogen storage disease due to muscle phosphorylase kinase deficiency
Orphanet:178377	Osteosclerosis-developmental delay-craniosynostosis syndrome
Orphanet:178345	Aromatase excess syndrome
Orphanet:117	Behçet disease
Orphanet:177926	Symptomatic form of hemophilia A in female carriers
Orphanet:177929	Symptomatic form of hemophilia B in female carriers
Orphanet:177901	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1
Orphanet:177904	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2
Orphanet:177907	Prader-Willi syndrome due to translocation
Orphanet:177910	Prader-Willi syndrome due to imprinting mutation
Orphanet:178330	Heinz body anemia
Orphanet:178145	Moderate multiminicore disease with hand involvement
Orphanet:713	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency
Orphanet:57	Glycogen storage disease due to aldolase A deficiency
Orphanet:2334	Autosomal dominant keratitis
Orphanet:46	Adenylosuccinate lyase deficiency
Orphanet:171700	Diffuse panbronchiolitis
Orphanet:171703	Microcephaly-polymicrogyria-corpus callosum agenesis syndrome
Orphanet:171706	Short stature-delayed bone age due to thyroid hormone metabolism deficiency
Orphanet:171709	Male infertility due to globozoospermia
Orphanet:171714	Amish infantile epilepsy syndrome
Orphanet:171680	Lissencephaly due to TUBA1A mutation
Orphanet:171690	Metabolic myopathy due to lactate transporter defect
Orphanet:171866	Spondyloepimetaphyseal dysplasia, aggrecan type
Orphanet:171881	Cap myopathy
Orphanet:2512	Autosomal recessive primary microcephaly
Orphanet:171836	Amelogenesis imperfecta-gingival hyperplasia syndrome
Orphanet:171829	6q16 deletion syndrome
Orphanet:171848	Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome
Orphanet:200418	Immunodeficiency with factor I anomaly
Orphanet:200421	Immunodeficiency with factor H anomaly
Orphanet:486	Autosomal dominant severe congenital neutropenia
Orphanet:98	Autosomal recessive spastic ataxia of Charlevoix-Saguenay
Orphanet:330	Congenital factor XII deficiency
Orphanet:199340	Muscular dystrophy, Selcen type
Orphanet:199337	Pancreatic insufficiency-anemia-hyperostosis syndrome
Orphanet:199348	Thiamine-responsive encephalopathy
Orphanet:199326	Isolated autosomal dominant hypomagnesemia, Glaudemans type
Orphanet:199329	Congenital myopathy, Paradas type
Orphanet:199354	CARASIL
Orphanet:199351	Adult-onset dystonia-parkinsonism
Orphanet:199285	Hereditary hypercarotenemia and vitamin A deficiency
Orphanet:2102	GTP cyclohydrolase I deficiency
Orphanet:199302	Isolated cleft lip
Orphanet:1195	Congenital atransferrinemia
Orphanet:199306	Cleft lip/palate
Orphanet:926	Acatalasemia
Orphanet:199296	Congenital isolated ACTH deficiency
Orphanet:189427	Cushing syndrome due to macronodular adrenal hyperplasia
Orphanet:3129	Sarcosinemia
Orphanet:13	6-pyruvoyl-tetrahydropterin synthase deficiency
Orphanet:171	Primary sclerosing cholangitis
Orphanet:199241	Pulmonary capillary hemangiomatosis
Orphanet:189466	Familial isolated hypoparathyroidism due to impaired PTH secretion
Orphanet:17	Fatal infantile lactic acidosis with methylmalonic aciduria
Orphanet:3006	Pyridoxine-dependent epilepsy
Orphanet:3111	Rotor syndrome
Orphanet:1942	Myoclonic-astastic epilepsy
Orphanet:1329	Complete atrioventricular canal
Orphanet:1136	Arnold-Chiari malformation type II
Orphanet:2587	Myeloperoxidase deficiency
Orphanet:183707	Neutrophil immunodeficiency syndrome
Orphanet:2312	Transient familial neonatal hyperbilirubinemia
Orphanet:183678	Hermansky-Pudlak syndrome with neutropenia
Orphanet:183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency
Orphanet:183713	Pyogenic bacterial infections due to MyD88 deficiency
Orphanet:897	Waardenburg-Shah syndrome
Orphanet:3027	Caudal regression sequence
Orphanet:676	Hereditary chronic pancreatitis
Orphanet:642	Hereditary sensory and autonomic neuropathy type 4
Orphanet:638	Neurofibromatosis-Noonan syndrome
Orphanet:327	Congenital factor VII deficiency
Orphanet:373	Simpson-Golabi-Behmel syndrome
Orphanet:146	Differentiated thyroid carcinoma
Orphanet:86	Familial abdominal aortic aneurysm
Orphanet:48	Congenital bilateral absence of vas deferens
Orphanet:1473	Uveal coloboma-cleft lip and palate-intellectual disability
Orphanet:1344	Atrial standstill
Orphanet:709	Peters plus syndrome
Orphanet:776	X-linked intellectual disability with marfanoid habitus
Orphanet:871	Familial progressive cardiac conduction defect
Orphanet:1627	Deletion 5q35
Orphanet:569	Familial or sporadic hemiplegic migraine
Orphanet:1308	C syndrome
Orphanet:1552	Currarino triad
Orphanet:2615	Nakajo-Nishimura syndrome
Orphanet:624	Familial multiple nevi flammei
Orphanet:3000	Familial male-limited precocious puberty
Orphanet:2297	Insulin-resistance syndrome type A
Orphanet:921	Abruzzo-Erickson syndrome
Orphanet:31	Oxoglutaricaciduria
Orphanet:952	Acrofacial dysostosis, Weyers type
Orphanet:1762	Trisomy Xq28
Orphanet:1946	Amelo-cerebro-hypohidrotic syndrome
Orphanet:2604	Familial visceral myopathy
Orphanet:156	Carnitine palmitoyl transferase 1A deficiency
Orphanet:1071	Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
Orphanet:1052	Mosaic variegated aneuploidy syndrome
Orphanet:1040	Metaphyseal anadysplasia
Orphanet:994	Fetal akinesia deformation sequence
Orphanet:51	Aicardi-Goutières syndrome
Orphanet:970	Hereditary sensory and autonomic neuropathy type 2
Orphanet:969	Acromicric dysplasia
Orphanet:974	Adams-Oliver syndrome
Orphanet:972	Hereditary continuous muscle fiber activity
Orphanet:959	Acro-renal-ocular syndrome
Orphanet:965	Acromegaloid facial appearance syndrome
Orphanet:966	Hypertrichosis-acromegaloid facial appearance syndrome
Orphanet:64	Alström syndrome
Orphanet:139396	X-linked cerebral adrenoleukodystrophy
Orphanet:139399	Adrenomyeloneuropathy
Orphanet:139406	Encephalopathy due to prosaposin deficiency
Orphanet:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia
Orphanet:1001	2q37 microdeletion syndrome
Orphanet:1234	Bartsocas-Papas syndrome
Orphanet:1239	Behr syndrome
Orphanet:115	Congenital contractural arachnodactyly
Orphanet:137625	Glycogen storage disease due to muscle and heart glycogen synthase deficiency
Orphanet:137608	Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
Orphanet:1300	Autosomal dominant popliteal pterygium syndrome
Orphanet:137667	Capillary malformation-arteriovenous malformation syndrome
Orphanet:137634	Overgrowth-macrocephaly-facial dysmorphism syndrome
Orphanet:1276	Brachydactyly-arterial hypertension syndrome
Orphanet:1275	Brachydactyly-elbow wrist dysplasia syndrome
Orphanet:1266	Dermato-cardio-skeletal syndrome, Borrone type
Orphanet:137605	Legius syndrome
Orphanet:137834	Frank-Ter Haar syndrome
Orphanet:137831	X-linked intellectual disability-cerebellar hypoplasia syndrome
Orphanet:1170	Autosomal recessive cerebelloparenchymal disorder type 3
Orphanet:1175	X-linked progressive cerebellar ataxia
Orphanet:1180	Ataxia-hypogonadism-choroidal dystrophy syndrome
Orphanet:137871	Laminopathy type Decaudain-Vigouroux
Orphanet:1173	Cerebellar ataxia-hypogonadism syndrome
Orphanet:137681	Hepatoencephalopathy due to combined oxidative phosphorylation deficiency type 1
Orphanet:137675	Histiocytoid cardiomyopathy
Orphanet:137678	Czech dysplasia, metatarsal type
Orphanet:1145	Infantile-onset X-linked spinal muscular atrophy
Orphanet:137754	Neurological conditions associated with aminoacylase 1 deficiency
Orphanet:1149	Arthrogryposis-like syndrome
Orphanet:1215	Autosomal dominant optic atrophy plus syndrome
Orphanet:1216	Autosomal dominant congenital benign spinal muscular atrophy
Orphanet:137888	Auriculocondylar syndrome
Orphanet:137893	Male infertility due to large-headed multiflagellar polyploid spermatozoa
Orphanet:137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
Orphanet:137902	Isolated optic nerve hypoplasia
Orphanet:137908	Hypotonia with lactic acidemia and hyperammonemia
Orphanet:1190	Atelosteogenesis type I
Orphanet:1200	Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome
Orphanet:141258	Tessier number 4 facial cleft
Orphanet:1458	CODAS syndrome
Orphanet:1454	Joubert syndrome with hepatic defect
Orphanet:1429	Benign familial chorea
Orphanet:1426	Greenberg dysplasia
Orphanet:1490	Corneal dystrophy-perceptive deafness syndrome
Orphanet:155878	Submucosal cleft palate
Orphanet:141276	Commissural facial cleft
Orphanet:1466	COFS syndrome
Orphanet:141291	Cleft lip and alveolus
Orphanet:1410	Uncombable hair syndrome
Orphanet:1416	Familial calcium pyrophosphate deposition
Orphanet:1394	Cerebro-facio-thoracic dysplasia
Orphanet:141074	External auditory canal aplasia/hypoplasia
Orphanet:174	Metaphyseal chondrodysplasia, Schmid type
Orphanet:156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type
Orphanet:163	Hereditary hyperferritinemia with congenital cataracts
Orphanet:1393	Cerebro-costo-mandibular syndrome
Orphanet:157798	Hyperplastic polyposis syndrome
Orphanet:157801	Mesoaxial synostotic syndactyly with phalangeal reduction
Orphanet:1388	Catel-Manzke syndrome
Orphanet:1387	Cataract-intellectual disability-hypogonadism syndrome
Orphanet:157791	Epithelioid hemangioendothelioma
Orphanet:157794	Hereditary mixed polyposis syndrome
Orphanet:157769	Situs ambiguus
Orphanet:157716	Late infantile CACH syndrome
Orphanet:157719	Juvenile or adult CACH syndrome
Orphanet:157713	Congenital or early infantile CACH syndrome
Orphanet:1377	Cataract-microcornea syndrome
Orphanet:1338	Heart defect-tongue hamartoma-polysyndactyly syndrome
Orphanet:2856	Persistent Müllerian duct syndrome
Orphanet:1777	Temtamy syndrome
Orphanet:1772	45,X/46,XY mixed gonadal dysgenesis
Orphanet:1782	Dysosteosclerosis
Orphanet:139466	SERKAL syndrome
Orphanet:139471	Microphthalmia with brain and digit anomalies
Orphanet:139474	17q11.2 microduplication syndrome
Orphanet:1617	2q24 microdeletion syndrome
Orphanet:139485	Autosomal recessive ataxia due to ubiquinone deficiency
Orphanet:139491	Hemochromatosis type 4
Orphanet:139512	Neuropathy with hearing impairment
Orphanet:139525	Distal hereditary motor neuropathy type 2
Orphanet:1658	Absence of fingerprints-congenital milia syndrome
Orphanet:139536	Distal hereditary motor neuropathy type 5
Orphanet:139557	X-linked distal spinal muscular atrophy type 3
Orphanet:139552	Distal hereditary motor neuropathy, Jerash type
Orphanet:139583	X-linked hereditary sensory and autonomic neuropathy with deafness
Orphanet:139578	Hereditary sensory and autonomic neuropathy with spastic paraplegia
Orphanet:139589	Distal hereditary motor neuropathy type 7
Orphanet:140917	Stapes ankylosis with broad thumbs and toes
Orphanet:1545	Crisponi syndrome
Orphanet:140905	Hyperlipidemia due to hepatic triglyceride lipase deficiency
Orphanet:1540	Jackson-Weiss syndrome
Orphanet:140908	Brachydactyly type B2
Orphanet:140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome
Orphanet:140957	Autosomal dominant macrothrombocytopenia
Orphanet:140944	CLOVES syndrome
Orphanet:140941	Short stature due to primary acid-labile subunit deficiency
Orphanet:140927	Benign familial neonatal-infantile seizures
Orphanet:1553	Curry-Jones syndrome
Orphanet:140969	Saldino-Mainzer syndrome
Orphanet:140966	Palmoplantar keratoderma, Nagashima type
Orphanet:140963	Bilateral microtia-deafness-cleft palate syndrome
Orphanet:742	Prolidase deficiency
Orphanet:1571	Knobloch syndrome
Orphanet:1568	X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome
Orphanet:1497	X-linked complicated corpus callosum dysgenesis
Orphanet:140436	Primary intraosseous venous malformation
Orphanet:1509	Coxopodopatellar syndrome
Orphanet:1519	Hypertelorism, Teebi type
Orphanet:140481	Autosomal dominant slowed nerve conduction velocity
Orphanet:1529	Craniofacial-deafness-hand syndrome
Orphanet:1525	Cranio-osteoarthropathy
Orphanet:2209	Maternal phenylketonuria
Orphanet:1897	EEM syndrome
Orphanet:1807	Focal facial dermal dysplasia type III
Orphanet:1873	Jalili syndrome
Orphanet:1879	Melorheostosis with osteopoikilosis
Orphanet:1860	Thanatophoric dysplasia type 1
Orphanet:1802	Ghosal hematodiaphyseal dysplasia
Orphanet:2128	Isolated hemihyperplasia
Orphanet:2138	46,XX ovotesticular disorder of sex development
Orphanet:2143	Donnai-Barrow syndrome
Orphanet:2148	Lissencephaly type 1 due to doublecortin gene mutation
Orphanet:2114	Hip dysplasia, Beukes type
Orphanet:2117	Hartsfield-Bixler-Demyer syndrome
Orphanet:376	Gordon syndrome
Orphanet:158029	Sea-blue histiocytosis
Orphanet:2067	GAPO syndrome
Orphanet:157941	Huntington disease-like 1
Orphanet:2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
Orphanet:2078	Geroderma osteodysplastica
Orphanet:157949	Combined immunodeficiency with skin granulomas
Orphanet:2084	Glaucoma-ectopia-microspherophakia-stiff joints-short stature syndrome
Orphanet:157965	Ehlers-Danlos syndrome, spondylocheirodysplastic type
Orphanet:1826	Frontometaphyseal dysplasia
Orphanet:2059	Fryns syndrome
Orphanet:2026	Gingival fibromatosis-hypertrichosis syndrome
Orphanet:2028	Juvenile hyaline fibromatosis
Orphanet:158796	Classic mast cell leukemia
Orphanet:158799	Aleukemic mast cell leukemia
Orphanet:2044	Floating-Harbor syndrome
Orphanet:2036	Scalp-ear-nipple syndrome
Orphanet:158769	Plaque-form urticaria pigmentosa
Orphanet:158766	Typical urticaria pigmentosa
Orphanet:158687	Lethal acantholytic epidermolysis bullosa
Orphanet:158684	Epidermolysis bullosa simplex with pyloric atresia
Orphanet:158681	Epidermolysis bullosa simplex with circinate migratory erythema
Orphanet:158676	Dystrophic epidermolysis bullosa, nails only
Orphanet:158673	Acral dystrophic epidermolysis bullosa
Orphanet:158668	Epidermolysis bullosa simplex due to plakophilin deficiency
Orphanet:158793	Lymphoadenopathic mastocytosis with eosinophilia
Orphanet:158778	Isolated bone marrow mastocytosis
Orphanet:158775	Smouldering systemic mastocytosis
Orphanet:158772	Nodular urticaria pigmentosa
Orphanet:1980	Bilateral striopallidodentate calcinosis
Orphanet:2348	Familial partial lipodystrophy, Dunnigan type
Orphanet:247768	Müllerian aplasia and hyperandrogenism
Orphanet:247790	FTH1-related iron overload
Orphanet:247798	MUTYH-related attenuated familial adenomatous polyposis
Orphanet:247794	Juvenile cataract-microcornea-renal glucosuria syndrome
Orphanet:247815	Autosomal recessive ataxia due to PEX10 deficiency
Orphanet:247806	APC-related attenuated familial adenomatous polyposis
Orphanet:2340	Keratosis follicularis spinulosa decalvans
Orphanet:247691	Retinal vasculopathy and cerebral leukoencephalopathy
Orphanet:247685	Odontohypophosphatasia
Orphanet:2342	Haim-Munk syndrome
Orphanet:247585	Citrullinemia type II
Orphanet:247598	Neonatal intrahepatic cholestasis due to citrin deficiency
Orphanet:247604	Juvenile primary lateral sclerosis
Orphanet:247623	Perinatal lethal hypophosphatasia
Orphanet:247638	Prenatal benign hypophosphatasia
Orphanet:494	Keratoderma hereditarium mutilans
Orphanet:247511	Autosomal dominant secondary polycythemia
Orphanet:247522	Primary ciliary dyskinesia-retinitis pigmentosa syndrome
Orphanet:247546	Acute neonatal citrullinemia type I
Orphanet:247573	Adult-onset citrullinemia type I
Orphanet:2407	LOC syndrome
Orphanet:248408	Familial hypodysfibrinogenemia
Orphanet:2396	Encephalocraniocutaneous lipomatosis
Orphanet:248340	Isolated delta-storage pool disease
Orphanet:248111	Juvenile Huntington disease
Orphanet:2387	Leukonychia totalis
Orphanet:2379	Early-onset parkinsonism-intellectual disability syndrome
Orphanet:247820	Ectodermal dysplasia-syndactyly syndrome
Orphanet:2378	Laurin-Sandrow syndrome
Orphanet:247868	NLRP12-associated hereditary periodic fever syndrome
Orphanet:2451	Mucocutaneous venous malformations
Orphanet:244305	Dominant hypophosphatemia with nephrolithiasis or osteoporosis
Orphanet:244283	Biliary atresia with splenic malformation syndrome
Orphanet:244310	RFT1-CDG
Orphanet:244242	HELLP syndrome
Orphanet:244275	De novo thrombotic microangiopathy after kidney transplantation
Orphanet:243343	Dimethylglycine dehydrogenase deficiency
Orphanet:243367	Acute fatty liver of pregnancy
Orphanet:247353	Generalized pustular psoriasis
Orphanet:247262	Hyperphosphatasia-intellectual disability syndrome
Orphanet:2484	Melnick-Needles syndrome
Orphanet:247198	Progressive cerebello-cerebral atrophy
Orphanet:2473	McKusick-Kaufman syndrome
Orphanet:559	Marinesco-Sjögren syndrome
Orphanet:2462	Shprintzen-Goldberg syndrome
Orphanet:2461	Marden-Walker syndrome
Orphanet:251630	Anaplastic oligodendroglioma
Orphanet:251636	Ependymoma
Orphanet:2176	Infantile systemic hyalinosis
Orphanet:251656	Oligoastrocytoma
Orphanet:251663	Anaplastic oligoastrocytoma
Orphanet:251671	Angiocentric glioma
Orphanet:2190	Congenital hydronephrosis
Orphanet:251589	Anaplastic astrocytoma
Orphanet:251612	Pilocytic astrocytoma
Orphanet:2169	Methylcobalamin deficiency type cblE
Orphanet:2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
Orphanet:2199	Epidermolytic palmoplantar keratoderma
Orphanet:251863	Desmoplastic/nodular medulloblastoma
Orphanet:251858	Medulloblastoma with extensive nodularity
Orphanet:2198	Palmoplantar keratoderma-esophageal carcinoma syndrome
Orphanet:2202	Palmoplantar keratoderma-deafness syndrome
Orphanet:251028	2q33.1 microdeletion syndrome
Orphanet:251061	7q31 microdeletion syndrome
Orphanet:251066	8p11.2 deletion syndrome
Orphanet:251071	8p23.1 microdeletion syndrome
Orphanet:2273	Ichthyosis follicularis-alopecia-photophobia syndrome
Orphanet:139	CHILD syndrome
Orphanet:2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland
Orphanet:250984	Autosomal recessive Stickler syndrome
Orphanet:250977	AICA-ribosiduria
Orphanet:250923	Isolated aniridia
Orphanet:250972	Polymicrogyria with optic nerve hypoplasia
Orphanet:2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome
Orphanet:251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome
Orphanet:251383	CK syndrome
Orphanet:251370	Sickle cell-hemoglobin D disease syndrome
Orphanet:251375	Sickle cell-hemoglobin E disease syndrome
Orphanet:251359	Sickle cell-beta-thalassemia disease syndrome
Orphanet:251365	Sickle cell-hemoglobin C disease syndrome
Orphanet:251510	46,XY partial gonadal dysgenesis
Orphanet:251393	Localized junctional epidermolysis bullosa, non-Herlitz type
Orphanet:2307	IVIC syndrome
Orphanet:251295	Pigmented paravenous retinochoroidal atrophy
Orphanet:251290	Parietal foramina with cleidocranial dysplasia
Orphanet:251282	Autosomal dominant spastic ataxia type 1
Orphanet:251274	Familial hyperaldosteronism type III
Orphanet:251262	Familial osteochondritis dissecans
Orphanet:251347	Ataxia-telangiectasia-like disorder
Orphanet:2286	Solitary median maxillary central incisor syndrome
Orphanet:254857	Lethal infantile mitochondrial myopathy
Orphanet:254864	Mitochondrial myopathy with reversible cytochrome C oxidase deficiency
Orphanet:2671	Neu-Laxova syndrome
Orphanet:254930	Combined oxidative phosphorylation defect type 7
Orphanet:254925	Combined oxidative phosphorylation defect type 4
Orphanet:254920	Combined oxidative phosphorylation defect type 2
Orphanet:254913	Isolated ATP synthase deficiency
Orphanet:255182	Pyruvate dehydrogenase E3-binding protein deficiency
Orphanet:2701	Noonan syndrome-like disorder with loose anagen hair
Orphanet:255138	Pyruvate dehydrogenase E1-beta deficiency
Orphanet:255132	Adult-onset autosomal recessive sideroblastic anemia
Orphanet:254886	Autosomal recessive progressive external ophthalmoplegia
Orphanet:254881	Spinocerebellar ataxia with epilepsy
Orphanet:254875	Mitochondrial DNA depletion syndrome, myopathic form
Orphanet:254905	Isolated cytochrome C oxidase deficiency
Orphanet:254902	Renal tubulopathy-encephalopathy-liver failure syndrome
Orphanet:254898	Deafness-encephaloneuropathy-obesity-valvulopathy syndrome
Orphanet:254892	Autosomal dominant progressive external ophthalmoplegia
Orphanet:2712	Oculofaciocardiodental syndrome
Orphanet:2717	Oculotrichoanal syndrome
Orphanet:255210	Maternally-inherited Leigh syndrome
