orphanet_code	orphanet_term	hp_code	hp_term
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0002514	Cerebral calcification
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0002664	Neoplasm
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0002721	Immunodeficiency
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0002745	Oral leukoplakia
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0004322	Short stature
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0004334	Dermal atrophy
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0005528	Bone marrow hypocellularity
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0007392	Excessive wrinkled skin
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0007440	Generalized hyperpigmentation
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0008404	Nail dystrophy
Orphanet:3322	Hoyeraal-Hreidarsson syndrome	HP:0011358	Generalized hypopigmentation of hair
Orphanet:79474	Atypical Werner syndrome	HP:0000035	Abnormality of the testis
Orphanet:79474	Atypical Werner syndrome	HP:0000135	Hypogonadism
Orphanet:79474	Atypical Werner syndrome	HP:0000144	Decreased fertility
Orphanet:79474	Atypical Werner syndrome	HP:0000233	Thin vermilion border
Orphanet:79474	Atypical Werner syndrome	HP:0000275	Narrow face
Orphanet:79474	Atypical Werner syndrome	HP:0000347	Micrognathia
Orphanet:79474	Atypical Werner syndrome	HP:0000444	Convex nasal ridge
Orphanet:79474	Atypical Werner syndrome	HP:0000519	Congenital cataract
Orphanet:79474	Atypical Werner syndrome	HP:0000546	Retinal degeneration
Orphanet:79474	Atypical Werner syndrome	HP:0000765	Abnormality of the thorax
Orphanet:79474	Atypical Werner syndrome	HP:0000819	Diabetes mellitus
Orphanet:79474	Atypical Werner syndrome	HP:0000822	Hypertension
Orphanet:79474	Atypical Werner syndrome	HP:0000823	Delayed puberty
Orphanet:79474	Atypical Werner syndrome	HP:0000831	Insulin-resistant diabetes mellitus
Orphanet:79474	Atypical Werner syndrome	HP:0000905	Progressive clavicular acroosteolysis
Orphanet:79474	Atypical Werner syndrome	HP:0000842	Hyperinsulinemia
Orphanet:79474	Atypical Werner syndrome	HP:0000869	Secondary amenorrhea
Orphanet:79474	Atypical Werner syndrome	HP:0000934	Chondrocalcinosis
Orphanet:79474	Atypical Werner syndrome	HP:0000939	Osteoporosis
Orphanet:79474	Atypical Werner syndrome	HP:0000962	Hyperkeratosis
Orphanet:79474	Atypical Werner syndrome	HP:0000963	Thin skin
Orphanet:79474	Atypical Werner syndrome	HP:0001015	Prominent superficial veins
Orphanet:79474	Atypical Werner syndrome	HP:0009771	Osteolytic defects of the phalanges of the hand
Orphanet:79474	Atypical Werner syndrome	HP:0001376	Limitation of joint mobility
Orphanet:79474	Atypical Werner syndrome	HP:0001385	Hip dysplasia
Orphanet:79474	Atypical Werner syndrome	HP:0001397	Hepatic steatosis
Orphanet:79474	Atypical Werner syndrome	HP:0001508	Failure to thrive
Orphanet:79474	Atypical Werner syndrome	HP:0004322	Short stature
Orphanet:79474	Atypical Werner syndrome	HP:0001595	Abnormality of the hair
Orphanet:79474	Atypical Werner syndrome	HP:0001596	Alopecia
Orphanet:79474	Atypical Werner syndrome	HP:0001601	Laryngomalacia
Orphanet:79474	Atypical Werner syndrome	HP:0001608	Abnormality of the voice
Orphanet:79474	Atypical Werner syndrome	HP:0001634	Mitral valve prolapse
Orphanet:79474	Atypical Werner syndrome	HP:0001635	Congestive heart failure
Orphanet:79474	Atypical Werner syndrome	HP:0001650	Aortic valve stenosis
Orphanet:79474	Atypical Werner syndrome	HP:0001677	Coronary artery disease
Orphanet:79474	Atypical Werner syndrome	HP:0001763	Pes planus
Orphanet:79474	Atypical Werner syndrome	HP:0001808	Fragile nails
Orphanet:79474	Atypical Werner syndrome	HP:0001838	Rocker bottom foot
Orphanet:79474	Atypical Werner syndrome	HP:0002155	Hypertriglyceridemia
Orphanet:79474	Atypical Werner syndrome	HP:0002211	White forelock
Orphanet:79474	Atypical Werner syndrome	HP:0002216	Premature graying of hair
Orphanet:79474	Atypical Werner syndrome	HP:0002231	Sparse body hair
Orphanet:79474	Atypical Werner syndrome	HP:0002669	Osteosarcoma
Orphanet:79474	Atypical Werner syndrome	HP:0002858	Meningioma
Orphanet:79474	Atypical Werner syndrome	HP:0003074	Hyperglycemia
Orphanet:79474	Atypical Werner syndrome	HP:0003076	Glycosuria
Orphanet:79474	Atypical Werner syndrome	HP:0003202	Skeletal muscle atrophy
Orphanet:79474	Atypical Werner syndrome	HP:0008981	Calf muscle hypertrophy
Orphanet:79474	Atypical Werner syndrome	HP:0003738	Exercise-induced myalgia
Orphanet:79474	Atypical Werner syndrome	HP:0003777	Pili torti
Orphanet:79474	Atypical Werner syndrome	HP:0004054	Sclerosis of hand bone
Orphanet:79474	Atypical Werner syndrome	HP:0004279	Short palm
Orphanet:79474	Atypical Werner syndrome	HP:0004325	Decreased body weight
Orphanet:79474	Atypical Werner syndrome	HP:0004349	Reduced bone mineral density
Orphanet:79474	Atypical Werner syndrome	HP:0004361	Abnormality of circulating leptin level
Orphanet:79474	Atypical Werner syndrome	HP:0004380	Aortic valve calcification
Orphanet:79474	Atypical Werner syndrome	HP:0004414	Abnormality of the pulmonary artery
Orphanet:79474	Atypical Werner syndrome	HP:0004950	Peripheral arterial disease
Orphanet:79474	Atypical Werner syndrome	HP:0005109	Abnormality of the Achilles tendon
Orphanet:79474	Atypical Werner syndrome	HP:0005177	Premature arteriosclerosis
Orphanet:79474	Atypical Werner syndrome	HP:0005328	Progeroid facial appearance
Orphanet:79474	Atypical Werner syndrome	HP:0005978	Type II diabetes mellitus
Orphanet:79474	Atypical Werner syndrome	HP:0007509	Patchy hypo- and hyperpigmentation
Orphanet:79474	Atypical Werner syndrome	HP:0007495	Prematurely aged appearance
Orphanet:79474	Atypical Werner syndrome	HP:0007618	Subcutaneous calcification
Orphanet:79474	Atypical Werner syndrome	HP:0007703	Abnormal retinal pigmentation
Orphanet:79474	Atypical Werner syndrome	HP:0008065	Aplasia/Hypoplasia of the skin
Orphanet:79474	Atypical Werner syndrome	HP:0008069	Neoplasm of the skin
Orphanet:79474	Atypical Werner syndrome	HP:0008209	Premature ovarian failure
Orphanet:79474	Atypical Werner syndrome	HP:0008283	Fasting hyperinsulinemia
Orphanet:79474	Atypical Werner syndrome	HP:0008419	Intervertebral disc degeneration
Orphanet:79474	Atypical Werner syndrome	HP:0009064	Generalized lipodystrophy
Orphanet:79474	Atypical Werner syndrome	HP:0009726	Renal neoplasm
Orphanet:79474	Atypical Werner syndrome	HP:0010721	Abnormal hair whorl
Orphanet:79474	Atypical Werner syndrome	HP:0011001	Increased bone mineral density
Orphanet:79474	Atypical Werner syndrome	HP:0011362	Abnormal hair quantity
Orphanet:79474	Atypical Werner syndrome	HP:0040019	Finger clinodactyly
Orphanet:79474	Atypical Werner syndrome	HP:0100013	Neoplasm of the breast
Orphanet:79474	Atypical Werner syndrome	HP:0100031	Neoplasm of the thyroid gland
Orphanet:79474	Atypical Werner syndrome	HP:0100526	Neoplasm of the lung
Orphanet:79474	Atypical Werner syndrome	HP:0100578	Lipoatrophy
Orphanet:79474	Atypical Werner syndrome	HP:0100585	Teleangiectasia of the skin
Orphanet:79474	Atypical Werner syndrome	HP:0100615	Ovarian neoplasm
Orphanet:79474	Atypical Werner syndrome	HP:0100649	Neoplasm of the oral cavity
Orphanet:79474	Atypical Werner syndrome	HP:0100659	Abnormality of the cerebral vasculature
Orphanet:79474	Atypical Werner syndrome	HP:0100679	Lack of skin elasticity
Orphanet:79474	Atypical Werner syndrome	HP:0100833	Neoplasm of the small intestine
Orphanet:79474	Atypical Werner syndrome	HP:0100840	Aplasia/Hypoplasia of the eyebrow
Orphanet:79474	Atypical Werner syndrome	HP:0200042	Skin ulcer
Orphanet:1562	Dacryocystitis-osteopoikilosis syndrome	HP:0000620	Dacrocystitis
Orphanet:1562	Dacryocystitis-osteopoikilosis syndrome	HP:0000632	Lacrimation abnormality
Orphanet:1562	Dacryocystitis-osteopoikilosis syndrome	HP:0010739	Osteopoikilosis
Orphanet:1562	Dacryocystitis-osteopoikilosis syndrome	HP:0011001	Increased bone mineral density
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000154	Wide mouth
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000311	Round face
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000368	Low-set, posteriorly rotated ears
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000414	Bulbous nose
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000823	Delayed puberty
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0001250	Seizures
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0001263	Global developmental delay
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0001513	Obesity
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0002002	Deep philtrum
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0002353	EEG abnormality
Orphanet:2092	Focal dermal hypoplasia	HP:0000003	Multicystic kidney dysplasia
Orphanet:2092	Focal dermal hypoplasia	HP:0000023	Inguinal hernia
Orphanet:2092	Focal dermal hypoplasia	HP:0000085	Horseshoe kidney
Orphanet:2092	Focal dermal hypoplasia	HP:0000126	Hydronephrosis
Orphanet:2092	Focal dermal hypoplasia	HP:0000164	Abnormality of the teeth
Orphanet:2092	Focal dermal hypoplasia	HP:0000307	Pointed chin
Orphanet:2092	Focal dermal hypoplasia	HP:0000324	Facial asymmetry
Orphanet:2092	Focal dermal hypoplasia	HP:0000365	Hearing impairment
Orphanet:2092	Focal dermal hypoplasia	HP:0000369	Low-set ears
Orphanet:2092	Focal dermal hypoplasia	HP:0000370	Abnormality of the middle ear
Orphanet:2092	Focal dermal hypoplasia	HP:0000446	Narrow nasal bridge
Orphanet:2092	Focal dermal hypoplasia	HP:0000486	Strabismus
Orphanet:2092	Focal dermal hypoplasia	HP:0000567	Chorioretinal coloboma
Orphanet:2092	Focal dermal hypoplasia	HP:0000568	Microphthalmos
Orphanet:2092	Focal dermal hypoplasia	HP:0000612	Iris coloboma
Orphanet:2092	Focal dermal hypoplasia	HP:0000682	Abnormality of dental enamel
Orphanet:2092	Focal dermal hypoplasia	HP:0000773	Short ribs
Orphanet:2092	Focal dermal hypoplasia	HP:0000776	Congenital diaphragmatic hernia
Orphanet:2092	Focal dermal hypoplasia	HP:0000894	Short clavicles
Orphanet:2092	Focal dermal hypoplasia	HP:0000963	Thin skin
Orphanet:2092	Focal dermal hypoplasia	HP:0001000	Abnormality of skin pigmentation
Orphanet:2092	Focal dermal hypoplasia	HP:0001018	Abnormal palmar dermatoglyphics
Orphanet:2092	Focal dermal hypoplasia	HP:0001083	Ectopia lentis
Orphanet:2092	Focal dermal hypoplasia	HP:0001161	Hand polydactyly
Orphanet:2092	Focal dermal hypoplasia	HP:0001171	Split hand
Orphanet:2092	Focal dermal hypoplasia	HP:0001482	Subcutaneous nodule
Orphanet:2092	Focal dermal hypoplasia	HP:0001537	Umbilical hernia
Orphanet:2092	Focal dermal hypoplasia	HP:0001539	Omphalocele
Orphanet:2092	Focal dermal hypoplasia	HP:0001540	Diastasis recti
Orphanet:2092	Focal dermal hypoplasia	HP:0001596	Alopecia
Orphanet:2092	Focal dermal hypoplasia	HP:0001597	Abnormality of the nail
Orphanet:2092	Focal dermal hypoplasia	HP:0001629	Ventricular septal defect
Orphanet:2092	Focal dermal hypoplasia	HP:0001643	Patent ductus arteriosus
Orphanet:2092	Focal dermal hypoplasia	HP:0001671	Abnormality of the cardiac septa
Orphanet:2092	Focal dermal hypoplasia	HP:0001770	Toe syndactyly
Orphanet:2092	Focal dermal hypoplasia	HP:0001839	Split foot
Orphanet:2092	Focal dermal hypoplasia	HP:0002020	Gastroesophageal reflux
Orphanet:2092	Focal dermal hypoplasia	HP:0002027	Abdominal pain
Orphanet:2092	Focal dermal hypoplasia	HP:0002247	Duodenal atresia
Orphanet:2092	Focal dermal hypoplasia	HP:0002414	Spina bifida
Orphanet:2092	Focal dermal hypoplasia	HP:0002650	Scoliosis
Orphanet:2092	Focal dermal hypoplasia	HP:0004334	Dermal atrophy
Orphanet:2092	Focal dermal hypoplasia	HP:0004930	Abnormality of the pulmonary vasculature
Orphanet:2092	Focal dermal hypoplasia	HP:0005930	Abnormality of epiphysis morphology
Orphanet:2092	Focal dermal hypoplasia	HP:0006101	Finger syndactyly
Orphanet:2092	Focal dermal hypoplasia	HP:0006482	Abnormality of dental morphology
Orphanet:2092	Focal dermal hypoplasia	HP:0006554	Acute hepatic failure
Orphanet:2092	Focal dermal hypoplasia	HP:0006703	Aplasia/Hypoplasia of the lungs
Orphanet:2092	Focal dermal hypoplasia	HP:0007676	Hypoplasia of the iris
Orphanet:2092	Focal dermal hypoplasia	HP:0007957	Corneal opacity
Orphanet:2092	Focal dermal hypoplasia	HP:0008065	Aplasia/Hypoplasia of the skin
Orphanet:2092	Focal dermal hypoplasia	HP:0008678	Renal hypoplasia/aplasia
Orphanet:2092	Focal dermal hypoplasia	HP:0008839	Hypoplastic pelvis
Orphanet:2092	Focal dermal hypoplasia	HP:0009124	Abnormality of adipose tissue
Orphanet:2092	Focal dermal hypoplasia	HP:0009804	Reduced number of teeth
Orphanet:2092	Focal dermal hypoplasia	HP:0010783	Erythema
Orphanet:2092	Focal dermal hypoplasia	HP:0010807	Open bite
Orphanet:2092	Focal dermal hypoplasia	HP:0011847	Giant cell tumor of bone
Orphanet:2092	Focal dermal hypoplasia	HP:0012733	Macule
Orphanet:2092	Focal dermal hypoplasia	HP:0012740	Papilloma
Orphanet:2092	Focal dermal hypoplasia	HP:0045026	Abnormality of the mediastinum
Orphanet:2092	Focal dermal hypoplasia	HP:0100490	Camptodactyly of finger
Orphanet:2092	Focal dermal hypoplasia	HP:0100543	Cognitive impairment
Orphanet:2092	Focal dermal hypoplasia	HP:0100559	Lower limb asymmetry
Orphanet:2092	Focal dermal hypoplasia	HP:0100560	Upper limb asymmetry
Orphanet:2092	Focal dermal hypoplasia	HP:0100585	Teleangiectasia of the skin
Orphanet:2092	Focal dermal hypoplasia	HP:0100670	Rough bone trabeculation
Orphanet:2092	Focal dermal hypoplasia	HP:0100790	Hernia
Orphanet:2092	Focal dermal hypoplasia	HP:0200036	Skin nodule
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0000212	Gingival overgrowth
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0000347	Micrognathia
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0000691	Microdontia
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0000704	Periodontitis
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0000974	Hyperextensible skin
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0001034	Hypermelanotic macule
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0001075	Atrophic scars
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0004322	Short stature
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0005692	Joint hyperflexibility
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0006323	Premature loss of primary teeth
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type	HP:0006349	Agenesis of permanent teeth
Orphanet:1885	Isolated ectopia lentis	HP:0000272	Malar flattening
Orphanet:1885	Isolated ectopia lentis	HP:0000303	Mandibular prognathia
Orphanet:1885	Isolated ectopia lentis	HP:0000505	Visual impairment
Orphanet:1885	Isolated ectopia lentis	HP:0000518	Cataract
Orphanet:1885	Isolated ectopia lentis	HP:0000639	Nystagmus
Orphanet:1885	Isolated ectopia lentis	HP:0000646	Amblyopia
Orphanet:1885	Isolated ectopia lentis	HP:0000822	Hypertension
Orphanet:1885	Isolated ectopia lentis	HP:0001083	Ectopia lentis
Orphanet:1885	Isolated ectopia lentis	HP:0001387	Joint stiffness
Orphanet:1885	Isolated ectopia lentis	HP:0009918	Ectopia pupillae
Orphanet:1885	Isolated ectopia lentis	HP:0100543	Cognitive impairment
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000003	Multicystic kidney dysplasia
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000062	Ambiguous genitalia
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000175	Cleft palate
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000252	Microcephaly
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000286	Epicanthus
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000325	Triangular face
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000340	Sloping forehead
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000347	Micrognathia
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000348	High forehead
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000365	Hearing impairment
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000368	Low-set, posteriorly rotated ears
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000445	Wide nose
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000457	Depressed nasal ridge
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000478	Abnormality of the eye
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000494	Downslanted palpebral fissures
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000501	Glaucoma
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000504	Abnormality of vision
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000518	Cataract
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000568	Microphthalmos
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000821	Hypothyroidism
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000924	Abnormality of the skeletal system
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0000929	Abnormality of the skull
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001000	Abnormality of skin pigmentation
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001249	Intellectual disability
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001250	Seizures
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001252	Muscular hypotonia
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001263	Global developmental delay
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001305	Dandy-Walker malformation
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001360	Holoprosencephaly
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001510	Growth delay
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001511	Intrauterine growth retardation
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001541	Ascites
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001561	Polyhydramnios
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001631	Defect in the atrial septum
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001659	Aortic regurgitation
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001679	Abnormality of the aorta
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001680	Coarctation of aorta
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0001682	Subaortic stenosis
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002007	Frontal bossing
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002101	Abnormal lung lobation
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002104	Apnea
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002119	Ventriculomegaly
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002247	Duodenal atresia
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002564	Malformation of the heart and great vessels
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002664	Neoplasm
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002667	Nephroblastoma (Wilms tumor)
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002797	Osteolysis
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002817	Abnormality of the upper limb
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002859	Rhabdomyosarcoma
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0002863	Myelodysplasia
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0003003	Colon cancer
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0003560	Muscular dystrophy
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0004209	Clinodactyly of the 5th finger
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0004322	Short stature
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0006721	Acute lymphatic leukemia
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0007360	Aplasia/Hypoplasia of the cerebellum
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0007370	Aplasia/Hypoplasia of the corpus callosum
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0007565	Multiple cafe-au-lait spots
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0007957	Corneal opacity
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0010880	Increased nuchal translucency
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0010978	Abnormality of immune system physiology
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0012126	Stomach cancer
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0100650	Vaginal neoplasm
Orphanet:1052	Mosaic variegated aneuploidy syndrome	HP:0200008	Intestinal polyposis
Orphanet:916	Aase-Smith syndrome	HP:0000175	Cleft palate
Orphanet:916	Aase-Smith syndrome	HP:0000211	Trismus
Orphanet:916	Aase-Smith syndrome	HP:0000377	Abnormality of the pinna
Orphanet:916	Aase-Smith syndrome	HP:0000486	Strabismus
Orphanet:916	Aase-Smith syndrome	HP:0001238	Slender finger
Orphanet:916	Aase-Smith syndrome	HP:0001305	Dandy-Walker malformation
Orphanet:916	Aase-Smith syndrome	HP:0001387	Joint stiffness
Orphanet:916	Aase-Smith syndrome	HP:0001762	Talipes equinovarus
Orphanet:916	Aase-Smith syndrome	HP:0002650	Scoliosis
Orphanet:916	Aase-Smith syndrome	HP:0002664	Neoplasm
Orphanet:916	Aase-Smith syndrome	HP:0002828	Multiple joint contractures
Orphanet:916	Aase-Smith syndrome	HP:0003272	Abnormality of the hip bone
Orphanet:916	Aase-Smith syndrome	HP:0006501	Aplasia/Hypoplasia of the radius
Orphanet:916	Aase-Smith syndrome	HP:0100490	Camptodactyly of finger
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0000772	Abnormality of the ribs
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0000776	Congenital diaphragmatic hernia
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001172	Abnormality of the thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001177	Preaxial hand polydactyly
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001199	Triphalangeal thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001250	Seizures
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001522	Death in infancy
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001631	Defect in the atrial septum
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001643	Patent ductus arteriosus
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001646	Abnormality of the aortic valve
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001647	Bicuspid aortic valve
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001680	Coarctation of aorta
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0001772	Talipes equinovalgus
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002093	Respiratory insufficiency
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002101	Abnormal lung lobation
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002119	Ventriculomegaly
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0002414	Spina bifida
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0003422	Vertebral segmentation defect
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0005180	Tricuspid regurgitation
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0006695	Atrioventricular canal defect
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0006703	Aplasia/Hypoplasia of the lungs
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0007598	Bilateral single transverse palmar creases
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0009623	Proximal placement of thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0009778	Short thumb
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0009882	Short distal phalanx of finger
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0010772	Anomalous pulmonary venous return
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome	HP:0011039	Abnormality of the helix
Orphanet:1681	Diprosopus	HP:0000175	Cleft palate
Orphanet:1681	Diprosopus	HP:0000271	Abnormality of the face
Orphanet:1681	Diprosopus	HP:0000366	Abnormality of the nose
Orphanet:1681	Diprosopus	HP:0000478	Abnormality of the eye
Orphanet:1681	Diprosopus	HP:0000504	Abnormality of vision
Orphanet:1681	Diprosopus	HP:0001671	Abnormality of the cardiac septa
Orphanet:1681	Diprosopus	HP:0002323	Anencephaly
Orphanet:1681	Diprosopus	HP:0007703	Abnormal retinal pigmentation
Orphanet:1681	Diprosopus	HP:0008572	External ear malformation
Orphanet:1681	Diprosopus	HP:0100335	Non-midline cleft lip
Orphanet:93298	Achondrogenesis type 1B	HP:0000256	Macrocephaly
Orphanet:93298	Achondrogenesis type 1B	HP:0000343	Long philtrum
Orphanet:93298	Achondrogenesis type 1B	HP:0000347	Micrognathia
Orphanet:93298	Achondrogenesis type 1B	HP:0000463	Anteverted nares
Orphanet:93298	Achondrogenesis type 1B	HP:0000470	Short neck
Orphanet:93298	Achondrogenesis type 1B	HP:0000474	Thickened nuchal skin fold
Orphanet:93298	Achondrogenesis type 1B	HP:0000476	Cystic hygroma
Orphanet:93298	Achondrogenesis type 1B	HP:0000772	Abnormality of the ribs
Orphanet:93298	Achondrogenesis type 1B	HP:0000774	Narrow chest
Orphanet:93298	Achondrogenesis type 1B	HP:0001537	Umbilical hernia
Orphanet:93298	Achondrogenesis type 1B	HP:0001561	Polyhydramnios
Orphanet:93298	Achondrogenesis type 1B	HP:0001762	Talipes equinovarus
Orphanet:93298	Achondrogenesis type 1B	HP:0001773	Short foot
Orphanet:93298	Achondrogenesis type 1B	HP:0001789	Hydrops fetalis
Orphanet:93298	Achondrogenesis type 1B	HP:0002007	Frontal bossing
Orphanet:93298	Achondrogenesis type 1B	HP:0002564	Malformation of the heart and great vessels
Orphanet:93298	Achondrogenesis type 1B	HP:0002983	Micromelia
