orphanet_code	orphanet_term
Orphanet:2643	Microcephalic primordial dwarfism, Toriello type
Orphanet:1530	Craniosynostosis-cataract syndrome
Orphanet:1527	Craniosynostosis, Philadelphia type
Orphanet:228410	Polyvalvular heart disease syndrome
Orphanet:77261	Gaucher disease type 3
Orphanet:1517	Hypertrichotic osteochondrodysplasia, Cantu type
Orphanet:1570	Symbrachydactyly of hands and feet
Orphanet:79284	Methylmalonic acidemia with homocystinuria type cblF
Orphanet:2574	Moynahan syndrome
Orphanet:79324	ALG12-CDG
Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency
Orphanet:261204	16p11.2p12.2 microduplication syndrome
Orphanet:376	Gordon syndrome
Orphanet:29	Mevalonic aciduria
Orphanet:86893	Nodular lymphocyte predominant Hodgkin lymphoma
Orphanet:77	Aniridia
Orphanet:1237	Beemer-Ertbruggen syndrome
Orphanet:2110	Hallux varus-preaxial polysyndactyly syndrome
Orphanet:79095	Congenital bile acid synthesis defect type 4
Orphanet:667	Autosomal recessive malignant osteopetrosis
Orphanet:3322	Hoyeraal-Hreidarsson syndrome
Orphanet:79474	Atypical Werner syndrome
Orphanet:1562	Dacryocystitis-osteopoikilosis syndrome
Orphanet:2139	Hernández-Aguirre Negrete syndrome
Orphanet:2092	Focal dermal hypoplasia
Orphanet:75392	Ehlers-Danlos syndrome, periodontitis type
Orphanet:1885	Isolated ectopia lentis
Orphanet:1052	Mosaic variegated aneuploidy syndrome
Orphanet:916	Aase-Smith syndrome
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome
Orphanet:1681	Diprosopus
Orphanet:93298	Achondrogenesis type 1B
Orphanet:86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome
Orphanet:1451	CINCA syndrome
Orphanet:85162	Facial onset sensory and motor neuronopathy
Orphanet:2749	Oromandibular-limb hypogenesis syndrome
Orphanet:95719	Thyroid hemiagenesis
Orphanet:309108	Pancreatic colipase deficiency
Orphanet:729	Polycythemia vera
Orphanet:772	Infantile Refsum disease
Orphanet:1164	Allergic bronchopulmonary aspergillosis
Orphanet:238578	Familial clubfoot due to 17q23.1q23.2 microduplication
Orphanet:808	Seckel syndrome
Orphanet:2668	Nephropathy-deafness-hyperparathyroidism syndrome
Orphanet:2318	Joubert syndrome with oculorenal defect
Orphanet:163	Hereditary hyperferritinemia with congenital cataracts
Orphanet:2812	Parana hard-skin syndrome
Orphanet:79301	Congenital bile acid synthesis defect type 1
Orphanet:3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome
Orphanet:412	Hyperlipoproteinemia type 3
Orphanet:955	Acroosteolysis dominant type
Orphanet:50918	Kikuchi-Fujimoto disease
Orphanet:251071	8p23.1 microdeletion syndrome
Orphanet:2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
Orphanet:27	Vitamin B12-unresponsive methylmalonic acidemia
Orphanet:319487	Familial papillary or follicular thyroid carcinoma
Orphanet:89937	Autosomal dominant hypophosphatemic rickets
Orphanet:158673	Acral dystrophic epidermolysis bullosa
Orphanet:1837	Ulna metaphyseal dysplasia syndrome
Orphanet:2143	Donnai-Barrow syndrome
Orphanet:665	Albright hereditary osteodystrophy
Orphanet:2119	HEC syndrome
Orphanet:2497	Upper limb mesomelic dysplasia
Orphanet:587	Muir-Torre syndrome
Orphanet:2634	Mesomelic dwarfism, Reinhardt-Pfeiffer type
Orphanet:1035	Encephalopathy due to beta-mercaptolactate-cysteine disulfiduria
Orphanet:79330	GCS1-CDG
Orphanet:1194	TMEM70-related mitochondrial encephalo-cardio-myopathy
Orphanet:1452	Cleidocranial dysplasia
Orphanet:1819	Epimetaphyseal skeletal dysplasia
Orphanet:79292	Fish-eye disease
Orphanet:251066	8p11.2 deletion syndrome
Orphanet:2033	Multifocal muscular fibrosis-obstructed vessels syndrome
Orphanet:666	Osteogenesis imperfecta
Orphanet:87876	Sialidosis type 2
Orphanet:157973	Congenital muscular dystrophy due to LMNA mutation
Orphanet:34217	Naxos disease
Orphanet:1974	Autosomal recessive facio-digito-genital syndrome
Orphanet:3156	Senior-Loken syndrome
Orphanet:127	Borjeson-Forssman-Lehmann syndrome
Orphanet:93328	Autosomal dominant omodysplasia
Orphanet:66518	Short fifth metacarpals-insulin resistance syndrome
Orphanet:52047	Braddock syndrome
Orphanet:235	Dubowitz syndrome
Orphanet:2057	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome
Orphanet:2261	Hypospadias-intellectual disability, Goldblatt type syndrome
Orphanet:399	Huntington disease
Orphanet:90652	Otopalatodigital syndrome type 2
Orphanet:2098	Acromesomelic dysplasia, Grebe type
Orphanet:444	Marie Unna hereditary hypotrichosis
Orphanet:585	Multiple sulfatase deficiency
Orphanet:1422	Chondrodysplasia-disorder of sex development syndrome
Orphanet:85283	X-linked intellectual disability, Miles-Carpenter type
Orphanet:1366	Autosomal recessive palmoplantar keratoderma and congenital alopecia
Orphanet:1777	Temtamy syndrome
Orphanet:573	Monilethrix
Orphanet:2632	Langer mesomelic dysplasia
Orphanet:157215	Hereditary hypophosphatemic rickets with hypercalciuria
Orphanet:2300	Multiple intestinal atresia
Orphanet:101076	X-linked Charcot-Marie-Tooth disease type 2
Orphanet:168593	Sudden infant death-dysgenesis of the testes syndrome
Orphanet:1266	Dermato-cardio-skeletal syndrome, Borrone type
Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome
Orphanet:289548	Inherited isolated adrenal insufficiency due to CYP11A1 deficiency
Orphanet:661	Ondine syndrome
Orphanet:231183	Usher syndrome type 3
Orphanet:1143	Neurogenic arthrogryposis multiplex congenita
Orphanet:158022	Progressive nodular histiocytosis
Orphanet:238446	15q11q13 microduplication syndrome
Orphanet:3145	Nephrogenic diabetes insipidus-intracranial calcification syndrome
Orphanet:2233	Hypogonadism-mitral valve prolapse-intellectual disability syndrome
Orphanet:675	Annular pancreas
Orphanet:48918	Focal myositis
Orphanet:329475	Spastic paraplegia-Paget disease of bone syndrome
Orphanet:286	Ehlers-Danlos syndrome, vascular type
Orphanet:1836	Mesomelic dysplasia, Kantaputra type
Orphanet:93473	Hurler syndrome
Orphanet:538	Lymphangioleiomyomatosis
Orphanet:829	Adult-onset Still disease
Orphanet:69028	Syndrome with brachydactyly
Orphanet:168984	CLAPO syndrome
Orphanet:1150	Arthrogryposis multiplex congenita-whistling face syndrome
Orphanet:2069	Gastrocutaneous syndrome
Orphanet:99734	Myotonia fluctuans
Orphanet:2635	Metatropic dysplasia
Orphanet:268249	Mycophenolate mofetil embryopathy
Orphanet:170	Woolly hair
Orphanet:2655	Thanatophoric dysplasia
Orphanet:1426	Greenberg dysplasia
Orphanet:85289	X-linked intellectual disability, Vitale type
Orphanet:93314	Spondylometaphyseal dysplasia, Kozlowski type
Orphanet:782	Axenfeld-Rieger syndrome
Orphanet:1807	Focal facial dermal dysplasia type III
Orphanet:254351	Distal 7q11.23 microdeletion syndrome
Orphanet:492	Proliferating trichilemmal cyst
Orphanet:452	X-linked lissencephaly with abnormal genitalia
Orphanet:300373	Familial infantile gigantism
Orphanet:2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome
Orphanet:633	Laron syndrome
Orphanet:99735	Myotonia permanens
Orphanet:98697	Genetic keratinization disorder associated with ocular features
Orphanet:2972	Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome
Orphanet:388	Hirschsprung disease
Orphanet:2107	Hall-Riggs syndrome
Orphanet:85329	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome
Orphanet:1849	Infundibulopelvic stenosis-multicystic kidney syndrome
Orphanet:293355	Methylmalonic acidemia without homocystinuria
Orphanet:1764	Familial dysautonomia
Orphanet:2130	Hemimelia
Orphanet:3378	Trisomy 13
Orphanet:99928	Placental site trophoblastic tumor
Orphanet:2722	Odonto-onycho dysplasia-alopecia syndrome
Orphanet:337	Fibrodysplasia ossificans progressiva
Orphanet:64755	Becker nevus syndrome
Orphanet:2745	Opitz G/BBB syndrome
Orphanet:58	Alexander disease
Orphanet:261524	Paternal uniparental disomy of chromosome X
Orphanet:69087	Naegeli-Franceschetti-Jadassohn syndrome
Orphanet:79276	Acute intermittent porphyria
Orphanet:50942	Keratosis palmoplantaris striata
Orphanet:85278	Christianson syndrome
Orphanet:2781	Osteopetrosis
Orphanet:2345	Isolated Klippel-Feil syndrome
Orphanet:46059	Lathosterolosis
Orphanet:1980	Bilateral striopallidodentate calcinosis
Orphanet:2673	Neurofaciodigitorenal syndrome
Orphanet:71291	Hereditary vascular retinopathy
Orphanet:2611	Linear verrucous nevus syndrome
Orphanet:169079	Cernunnos-XLF deficiency
Orphanet:1811	Odontomicronychial dysplasia
Orphanet:281	Monosomy 5p
Orphanet:248	Autosomal recessive hypohidrotic ectodermal dysplasia
Orphanet:79402	Generalized junctional epidermolysis bullosa, non-Herlitz type
Orphanet:2010	Cleft palate-stapes fixation-oligodontia syndrome
Orphanet:79478	Griscelli disease type 3
Orphanet:1278	Brachydactyly-preaxial hallux varus syndrome
Orphanet:1300	Autosomal dominant popliteal pterygium syndrome
Orphanet:143	Parathyroid carcinoma
Orphanet:3311	Infantile symmetrical thalamic degeneration
Orphanet:97229	Riboflavin transporter deficiency
Orphanet:1894	Ectrodactyly-spina bifida-cardiopathy syndrome
Orphanet:231580	Primary unilateral adrenal hyperplasia
Orphanet:3454	Intellectual disability-developmental delay-contractures syndrome
Orphanet:324703	ABetaL34V amyloidosis
Orphanet:1891	Intellectual disability-spasticity-ectrodactyly syndrome
Orphanet:2479	Megalocornea-intellectual disability syndrome
Orphanet:228402	2q23.1 microdeletion syndrome
Orphanet:1770	XY type gonadal dysgenesis-associated anomalies syndrome
Orphanet:2414	Congenital pulmonary lymphangiectasia
Orphanet:79156	Seizures-intellectual disability due to hydroxylysinuria syndrome
Orphanet:96167	Recombinant 8 syndrome
Orphanet:90348	Autosomal dominant cutis laxa
Orphanet:1658	Absence of fingerprints-congenital milia syndrome
Orphanet:3079	Intellectual disability, Buenos-Aires type
Orphanet:3449	Weill-Marchesani syndrome
Orphanet:685	Hereditary spastic paraplegia
Orphanet:52056	Ulnar/fibula ray defect-brachydactyly syndrome
Orphanet:1643	Xp22.3 microdeletion syndrome
Orphanet:84090	Fibronectin glomerulopathy
Orphanet:60030	Loeys-Dietz syndrome
Orphanet:99817	Non-polyposis Turcot syndrome
Orphanet:481	Kennedy disease
Orphanet:71270	Auriculoocular anomalies-cleft lip syndrome
Orphanet:174	Metaphyseal chondrodysplasia, Schmid type
Orphanet:1707	Distal trisomy 15q
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome
Orphanet:79141	Hereditary painful callosities
Orphanet:290	Congenital rubella syndrome
Orphanet:180	Choroideremia
Orphanet:654	Nephroblastoma
Orphanet:168491	Late infantile neuronal ceroid lipofuscinosis
Orphanet:276556	Hyperinsulinism due to UCP2 deficiency
Orphanet:261211	16p11.2p12.2 microdeletion syndrome
Orphanet:1465	Coffin-Siris syndrome
Orphanet:774	Hereditary hemorrhagic telangiectasia
Orphanet:2291	Congenital velopharyngeal incompetence
Orphanet:1794	Oculomaxillofacial dysostosis
Orphanet:85336	X-linked neurodegenerative syndrome, Hamel type
Orphanet:3360	Trichodermal syndrome-intellectual disability syndrome
Orphanet:30925	Hereditary central diabetes insipidus
Orphanet:1040	Metaphyseal anadysplasia
Orphanet:1155	Arthrogryposis due to muscular dystrophy
Orphanet:251014	2q31.1 microdeletion syndrome
Orphanet:168555	Spondylometaphyseal dysplasia, A4 type
Orphanet:99330	49,XYYYY syndrome
Orphanet:1354	Heart defects-limb shortening syndrome
Orphanet:85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
Orphanet:3316	Thomas syndrome
Orphanet:3346	Tracheal agenesis
Orphanet:1185	Spinocerebellar ataxia-dysmorphism syndrome
Orphanet:1328	Camurati-Engelmann disease
Orphanet:2228	Hypodontia-dysplasia of nails syndrome
Orphanet:598	Multiminicore myopathy
Orphanet:994	Fetal akinesia deformation sequence
Orphanet:55881	Adamantinoma
Orphanet:314389	Xq12-q13.3 duplication syndrome
Orphanet:909	Cerebrotendinous xanthomatosis
Orphanet:404	Familial hyperaldosteronism type II
Orphanet:2289	Neuronal intranuclear inclusion disease
Orphanet:560	Marshall syndrome
Orphanet:1916	Diethylstilbestrol syndrome
Orphanet:397	Giant cell arteritis
Orphanet:626	Large congenital melanocytic nevus
Orphanet:1170	Autosomal recessive cerebelloparenchymal disorder type 3
Orphanet:1338	Heart defect-tongue hamartoma-polysyndactyly syndrome
Orphanet:50944	Schöpf-Schulz-Passarge syndrome
Orphanet:750	Pseudoachondroplasia
Orphanet:100976	Bathing suit ichthyosis
Orphanet:1350	Heart-hand syndrome type 2
Orphanet:1243	Best vitelliform macular dystrophy
Orphanet:245	Nager syndrome
Orphanet:3027	Caudal regression sequence
Orphanet:41	Dyschromatosis symmetrica hereditaria
Orphanet:2523	Microcephaly-brain defect-spasticity-hypernatremia syndrome
Orphanet:166024	Multiple epiphyseal dysplasia, Al-Gazali type
Orphanet:2067	GAPO syndrome
Orphanet:2889	Pili torti
Orphanet:2822	Autosomal recessive spastic paraplegia type 11
Orphanet:96263	48,XXXY syndrome
Orphanet:314795	SHOX-related short stature
Orphanet:183713	Pyogenic bacterial infections due to MyD88 deficiency
Orphanet:99827	Crimean-Congo hemorrhagic fever
Orphanet:2315	Johanson-Blizzard syndrome
Orphanet:100026	Gamma-heavy chain disease
Orphanet:314911	Severe Canavan disease
Orphanet:1803	Thoracomelic dysplasia
Orphanet:2378	Laurin-Sandrow syndrome
Orphanet:1307	Distal limb deficiencies-micrognathia syndrome
Orphanet:738	Porphyria
Orphanet:71519	Psychogenic movement disorders
Orphanet:90646	Deafness-hypogonadism syndrome
Orphanet:1074	Ankyloblepharon filiforme-imperforate anus syndrome
Orphanet:2466	MASA syndrome
Orphanet:2075	Genito-palato-cardiac syndrome
Orphanet:2617	Bird headed-dwarfism, Montreal type
Orphanet:3301	Tetraamelia-multiple malformations syndrome
Orphanet:2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome
Orphanet:1540	Jackson-Weiss syndrome
Orphanet:293	Congenital herpes virus infection
Orphanet:178478	Infant botulism
Orphanet:974	Adams-Oliver syndrome
Orphanet:238769	1q44 microdeletion syndrome
Orphanet:1313	Infantile choroidocerebral calcification syndrome
Orphanet:718	Isolated Pierre Robin syndrome
Orphanet:900	Granulomatosis with polyangiitis
Orphanet:893	WAGR syndrome
Orphanet:2310	Absence deformity of leg-cataract syndrome
Orphanet:1856	Spondyloperipheral dysplasia-short ulna syndrome
Orphanet:2572	Spastic ataxia-corneal dystrophy syndrome
Orphanet:2990	Autosomal recessive multiple pterygium syndrome
Orphanet:2894	Pilotto syndrome
Orphanet:2204	Dysplastic cortical hyperostosis
Orphanet:1506	Thin ribs-tubular bones-dysmorphism syndrome
Orphanet:1799	Familial developmental dysphasia
Orphanet:764	Pyomyositis
Orphanet:65282	Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome
Orphanet:3074	Intellectual disability-short stature-hypertelorism syndrome
Orphanet:251623	Pituicytoma
Orphanet:1388	Catel-Manzke syndrome
Orphanet:85280	X-linked intellectual disability-cubitus valgus-dysmorphism syndrome
Orphanet:1437	Ring chromosome 1
Orphanet:87	Apert syndrome
Orphanet:79129	Trichodysplasia-amelogenesis imperfecta syndrome
Orphanet:3090	Congenital pulmonary venous return anomaly
Orphanet:801	Scleroderma
Orphanet:231393	Beta-thalassemia-X-linked thrombocytopenia syndrome
Orphanet:296	Enchondromatosis
Orphanet:90350	Autosomal recessive cutis laxa type 2
Orphanet:48104	Pyoderma gangrenosum
Orphanet:702	Pelizaeus-Merzbacher disease
Orphanet:500	Noonan syndrome with multiple lentigines
Orphanet:1672	Diencephalic syndrome
Orphanet:3033	Renal tubular dysgenesis
Orphanet:178481	Intestinal botulism
Orphanet:2616	3M syndrome
Orphanet:2456	Familial supernumerary nipples
Orphanet:220295	Xeroderma pigmentosum-Cockayne syndrome complex
Orphanet:1515	Cranioectodermal dysplasia
Orphanet:229	Familial aortic dissection
Orphanet:2026	Gingival fibromatosis-hypertrichosis syndrome
Orphanet:35	Propionic acidemia
Orphanet:71276	Silent sinus syndrome
Orphanet:193	Cohen syndrome
Orphanet:731	Autosomal recessive polycystic kidney disease
Orphanet:2597	Mitochondrial myopathy-lactic acidosis-deafness syndrome
Orphanet:1798	Dysostosis, Stanescu type
Orphanet:90291	Systemic sclerosis
Orphanet:2292	Congenital bowing of long bones
Orphanet:1429	Benign familial chorea
Orphanet:2297	Insulin-resistance syndrome type A
Orphanet:221008	Rothmund-Thomson syndrome type 1
Orphanet:99027	Adult-onset autosomal dominant leukodystrophy
Orphanet:280785	Bullous diffuse cutaneous mastocytosis
Orphanet:314478	Ovarian fibrothecoma
Orphanet:3447	Weaver syndrome
Orphanet:435	Ito hypomelanosis
Orphanet:2156	Hirsutism-skeletal dysplasia-intellectual disability syndrome
Orphanet:2686	Cyclic neutropenia
Orphanet:199276	Familial multiple lipomatosis
Orphanet:2807	Papilloma of choroid plexus
Orphanet:2916	Postaxial polydactyly-dental and vertebral anomalies syndrome
Orphanet:77301	Monosomy 9q22.3
Orphanet:39	Acromelanosis
Orphanet:577	Mucolipidosis type III
Orphanet:83	Antley-Bixler syndrome
Orphanet:325124	Testicular agenesis
Orphanet:1505	Short rib-polydactyly syndrome
Orphanet:1259	Blepharoptosis-myopia-ectopia lentis syndrome
Orphanet:564	Meckel syndrome
Orphanet:228116	Hughes-Stovin syndrome
Orphanet:2609	Isolated complex I deficiency
Orphanet:85322	X-linked intellectual disability, Pai type
Orphanet:1765	Dyschondrosteosis-nephritis syndrome
Orphanet:261	Emery-Dreifuss muscular dystrophy
Orphanet:2970	Prune belly syndrome
Orphanet:2560	Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome
Orphanet:67048	3-methylglutaconic aciduria type 4
Orphanet:2190	Congenital hydronephrosis
Orphanet:2897	Pityriasis rubra pilaris
Orphanet:399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation
Orphanet:346	Quinquaud's folliculitis decalvans
Orphanet:2678	Neurofibromatosis type 6
Orphanet:284804	Ocular albinism
Orphanet:3390	Proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome
Orphanet:2746	Opsismodysplasia
Orphanet:1133	AREDYLD syndrome
Orphanet:1420	Lethal chondrodysplasia, Moerman type
Orphanet:86909	Myoclonic epilepsy of infancy
Orphanet:63862	Schisis association
Orphanet:436	Hypophosphatasia
Orphanet:2878	Phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome
Orphanet:2695	Bifid nose
Orphanet:85414	Systemic-onset juvenile idiopathic arthritis
Orphanet:33577	Nodular non-suppurative panniculitis
Orphanet:238606	Primary orthostatic tremor
Orphanet:226	Dihydropteridine reductase deficiency
Orphanet:3319	Congenital amegakaryocytic thrombocytopenia
Orphanet:910	Xeroderma pigmentosum
Orphanet:3188	Congenital pulmonary veins atresia or stenosis
Orphanet:2598	Mitochondrial myopathy and sideroblastic anemia
Orphanet:1806	Ectodermal dysplasia-blindness syndrome
Orphanet:1525	Cranio-osteoarthropathy
Orphanet:230839	Ehlers-Danlos syndrome due to tenascin-X deficiency
Orphanet:379	Chronic granulomatous disease
Orphanet:2522	Microcephaly-cervical spine fusion anomalies syndrome
Orphanet:1488	Cooper-Jabs syndrome
Orphanet:261272	17q12 microduplication syndrome
Orphanet:67041	Hyaluronidase deficiency
Orphanet:214	Cystinuria
Orphanet:49827	Thiamine-responsive megaloblastic anemia syndrome
Orphanet:64741	Pulmonary blastoma
Orphanet:94065	15q24 microdeletion syndrome
Orphanet:217340	17q21.31 microduplication  syndrome
Orphanet:94068	Spondyloepiphyseal dysplasia congenita
Orphanet:169090	Combined immunodeficiency due to CRAC channel dysfunction
Orphanet:166119	Isolated osteopoikilosis
Orphanet:2185	Congenital hydrocephalus
Orphanet:2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome
Orphanet:2104	Dysmorphism-pectus carinatum-joint laxity syndrome
Orphanet:1727	22q11.2 microduplication syndrome
Orphanet:100100	Thymic tumor
Orphanet:2373	Congenital laryngomalacia
Orphanet:2050	Cole-Carpenter syndrome
Orphanet:753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency
Orphanet:569	Familial or sporadic hemiplegic migraine
Orphanet:1256	Blepharophimosis-radioulnar synostosis syndrome
Orphanet:79238	Galactose epimerase deficiency
Orphanet:1547	Cryptomicrotia-brachydactyly-excess fingertip arch syndrome
Orphanet:85282	MEHMO syndrome
Orphanet:85199	Craniosynostosis-anal anomalies-porokeratosis syndrome
Orphanet:535	Cutaneous lupus erythematosus
Orphanet:839	Congenital nephrotic syndrome, Finnish type
Orphanet:3380	Trisomy 18
Orphanet:48652	Monosomy 22q13
Orphanet:75325	Osteosclerosis-ichthyosis-premature ovarian failure syndrome
Orphanet:1492	Corpus callosum agenesis-double urinary collecting system syndrome
Orphanet:371	Glycogen storage disease due to muscle phosphofructokinase deficiency
Orphanet:352723	Attenuated Chédiak-Higashi syndrome
Orphanet:1867	Bullous dystrophy, macular type
Orphanet:3250	Proximal symphalangism
Orphanet:1652	Dent disease
Orphanet:90794	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
Orphanet:341	Viral hemorrhagic fever
Orphanet:48686	Primary effusion lymphoma
Orphanet:63440	Isolated oxycephaly
Orphanet:79102	Thyrotoxic periodic paralysis
Orphanet:922	Familial nasal acilia
Orphanet:228384	5q14.3 microdeletion syndrome
Orphanet:828	Stickler syndrome
Orphanet:2166	Holoprosencephaly-postaxial polydactyly syndrome
Orphanet:1088	Short stature-heart defect-craniofacial anomalies syndrome
Orphanet:163634	Maffucci syndrome
Orphanet:2930	Cronkhite-Canada syndrome
Orphanet:2869	Peutz-Jeghers syndrome
Orphanet:229717	Isolated agammaglobulinemia
Orphanet:90674	Isolated thyroid-stimulating hormone deficiency
Orphanet:231568	Generalized dominant dystrophic epidermolysis bullosa
Orphanet:48	Congenital bilateral absence of vas deferens
Orphanet:2815	Spastic paraparesis-deafness syndrome
Orphanet:1656	Dermatitis herpetiformis
Orphanet:79408	Severe generalized recessive dystrophic epidermolysis bullosa
Orphanet:46487	Acquired epidermolysis bullosa
Orphanet:93258	Pfeiffer syndrome type 1
Orphanet:65684	Monomelic amyotrophy
Orphanet:2165	Holoprosencephaly-caudal dysgenesis syndrome
Orphanet:617	Congenital primary megaureter
Orphanet:817	Peeling skin syndrome
Orphanet:70	Proximal spinal muscular atrophy
Orphanet:83469	Desmoplastic small round cell tumor
Orphanet:97330	Thoracic outlet syndrome
Orphanet:3121	Ruvalcaba syndrome
Orphanet:99873	Hand-Schüller-Christian disease
Orphanet:217385	17p13.3 microduplication syndrome
Orphanet:1178	Ataxia-tapetoretinal degeneration syndrome
Orphanet:1412	Tarsal-carpal coalition syndrome
Orphanet:779	Reynolds syndrome
Orphanet:2444	Congenital pulmonary airway malformation
Orphanet:110	Bardet-Biedl syndrome
Orphanet:845	Tay-Sachs disease
Orphanet:99776	Mosaic trisomy 9
Orphanet:2662	Keipert syndrome
Orphanet:418	Congenital adrenal hyperplasia
Orphanet:184	Cherubism
Orphanet:1297	Branchio-oculo-facial syndrome
Orphanet:291	Fetal varicella syndrome
Orphanet:1818	Ectodermal dysplasia, trichoodontoonychial type
Orphanet:261318	Trisomy 20p
Orphanet:530	Lipoid proteinosis
Orphanet:16	Blue cone monochromatism
Orphanet:809	Mixed connective tissue disease
Orphanet:1705	Distal trisomy 14q
Orphanet:25	Glutaryl-CoA dehydrogenase deficiency
Orphanet:202	Crandall syndrome
Orphanet:368	Glycogen storage disease due to muscle glycogen phosphorylase deficiency
Orphanet:177	Rhizomelic chondrodysplasia punctata
Orphanet:91347	TSH-secreting pituitary adenoma
Orphanet:30	Hereditary orotic aciduria
Orphanet:1865	Dyssegmental dysplasia, Silverman-Handmaker type
Orphanet:3103	Roberts syndrome
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency
Orphanet:97279	Insulinoma
Orphanet:48818	Aceruloplasminemia
Orphanet:1912	Fetal hydantoin syndrome
Orphanet:867	Familial multiple trichoepithelioma
Orphanet:32	Glutathione synthetase deficiency
Orphanet:96125	Distal monosomy 6p
Orphanet:95714	Primary congenital hypothyroidism without thyroid developmental anomaly
Orphanet:253	Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia
Orphanet:33408	Bullous lichen planus
Orphanet:351	Galactosialidosis
Orphanet:2796	Pachydermoperiostosis
Orphanet:99876	Ehlers-Danlos syndrome type 7B
Orphanet:1636	Distal monosomy 7q36
Orphanet:1436	Skeletal dysplasia-intellectual disability syndrome
Orphanet:3105	Robinow-like syndrome
Orphanet:93406	Syndactyly type 5
Orphanet:2047	Flynn-Aird syndrome
Orphanet:98850	Aggressive systemic mastocytosis
Orphanet:33574	Gamma-glutamylcysteine synthetase deficiency
Orphanet:280779	Cutaneous collagenous vasculopathy
Orphanet:562	McCune-Albright syndrome
Orphanet:250994	1q21.1 microduplication syndrome
Orphanet:36258	Buerger disease
Orphanet:140966	Palmoplantar keratoderma, Nagashima type
Orphanet:85284	BRESEK syndrome
Orphanet:90301	Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
Orphanet:929	Achalasia-microcephaly syndrome
Orphanet:93352	Spondyloepimetaphyseal dysplasia, Shohat type
Orphanet:125	Bloom syndrome
Orphanet:191	Cockayne syndrome
Orphanet:99885	Permanent neonatal diabetes mellitus
Orphanet:545	Follicular lymphoma
Orphanet:1409	Woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome
Orphanet:2246	Cerebellar hypoplasia-tapetoretinal degeneration syndrome
Orphanet:2114	Hip dysplasia, Beukes type
Orphanet:85276	X-linked intellectual disability, Armfield type
Orphanet:99000	Adult-onset foveomacular vitelliform dystrophy
Orphanet:261476	Monosomy Xp21
Orphanet:763	Pycnodysostosis
Orphanet:99978	Klatskin tumor
Orphanet:35173	X-linked dominant chondrodysplasia punctata
Orphanet:85277	X-linked intellectual disability, Cantagrel type
Orphanet:207	Crouzon disease
Orphanet:31709	Infantile convulsions and choreoathetosis
Orphanet:238750	4q21 microdeletion syndrome
Orphanet:2704	Ochoa syndrome
Orphanet:1041	Hydrops fetalis
Orphanet:2964	Autosomal dominant prognathism
Orphanet:163596	Hb Bart's hydrops fetalis
Orphanet:60040	Megalencephaly-capillary malformation-polymicrogyria syndrome
Orphanet:300605	Juvenile amyotrophic lateral sclerosis
Orphanet:69735	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome
Orphanet:71267	Dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome
Orphanet:1928	Congenital lobar emphysema
Orphanet:3019	Ramon syndrome
Orphanet:1006	Alopecia antibody deficiency
Orphanet:397685	Familial  hyperprolactinemia
Orphanet:261337	Distal 22q11.2 microduplication syndrome
Orphanet:79283	Methylmalonic acidemia with homocystinuria, type cblD
Orphanet:84085	Hinman syndrome
Orphanet:2591	Infantile myofibromatosis
Orphanet:2331	Kawasaki disease
Orphanet:976	Adenine phosphoribosyltransferase deficiency
Orphanet:108	Babesiosis
Orphanet:3000	Familial male-limited precocious puberty
Orphanet:3162	Sézary syndrome
Orphanet:79333	COG7-CDG
Orphanet:3104	Robin sequence-oligodactyly syndrome
Orphanet:85325	X-linked intellectual disability, Stevenson type
Orphanet:107	BOR syndrome
Orphanet:1509	Coxopodopatellar syndrome
Orphanet:272	Congenital muscular dystrophy, Fukuyama type
Orphanet:2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
