hp_code	hp_term	mesh_code
HP:0001269	Hemiparesis	MESH:D010291
HP:0001621	Weak voice	MESH:D014832
HP:0001289	Confusion	MESH:D003221
HP:0010535	Sleep apnea	MESH:D012891
HP:0001765	Hammertoe	MESH:D037801
HP:0003510	Severe short stature	MESH:D004392
HP:0100590	Rectal fistula	MESH:D012003
HP:0012028	Hepatocellular adenoma	MESH:D018248
HP:0000557	Buphthalmos	MESH:D006871
HP:0100255	Metaphyseal dysplasia	MESH:C536252
HP:0001102	Angioid streaks of the retina	MESH:D000793
HP:0001658	Myocardial infarction	MESH:D009203
HP:0002322	Resting tremor	MESH:D014202
HP:0003003	Colon cancer	MESH:D003110
HP:0012384	Rhinitis	MESH:D012220
HP:0100518	Dysuria	MESH:D053159
HP:0003193	Allergic rhinitis	MESH:D065631
HP:0002756	Pathologic fracture	MESH:D005598
HP:0002615	Hypotension	MESH:D007022
HP:0012189	Hodgkin lymphoma	MESH:D006689
HP:0100021	Cerebral palsy	MESH:D002547
HP:0008419	Intervertebral disc degeneration	MESH:D055959
HP:0003401	Paresthesia	MESH:D010292
HP:0000961	Cyanosis	MESH:D003490
HP:0000979	Purpura	MESH:D011693
HP:0100012	Neoplasm of the eye	MESH:D005134
HP:0010458	Female pseudohermaphroditism	MESH:D058489
HP:0007850	Retinal vascular proliferation	MESH:D015861
HP:0010807	Open bite	MESH:D024343
HP:0007378	Neoplasm of the gastrointestinal tract	MESH:D005770
HP:0011947	Respiratory tract infection	MESH:D012141
HP:0004325	Decreased body weight	MESH:D013851
HP:0004325	Decreased body weight	MESH:D015431
HP:0003750	Increased muscle fatiguability	MESH:D018763
HP:0000978	Bruising susceptibility	MESH:D004438
HP:0001635	Congestive heart failure	MESH:D006333
HP:0012188	Hyperemesis gravidarum	MESH:D006939
HP:0002691	Platybasia	MESH:D010985
HP:0006695	Atrioventricular canal defect	MESH:D004694
HP:0006695	Atrioventricular canal defect	MESH:C562831
HP:0002539	Cortical dysplasia	MESH:D054220
HP:0100749	Chest pain	MESH:D002637
HP:0005294	Arterial dissection	MESH:D000784
HP:0000951	Abnormality of the skin	MESH:D012871
HP:0000951	Abnormality of the skin	MESH:D012868
HP:0000876	Oligomenorrhea	MESH:D009839
HP:0001907	Thromboembolism	MESH:D016769
HP:0001907	Thromboembolism	MESH:D013923
HP:0000248	Brachycephaly	MESH:D003398
HP:0004430	Severe combined immunodeficiency	MESH:D016511
HP:0001822	Hallux valgus	MESH:D000071378
HP:0001822	Hallux valgus	MESH:D006215
HP:0005110	Atrial fibrillation	MESH:D001281
HP:0001392	Abnormality of the liver	MESH:D008107
HP:0002634	Arteriosclerosis	MESH:D001161
HP:0001716	Wolff-Parkinson-White syndrome	MESH:D014927
HP:0100827	Lymphocytosis	MESH:D008218
HP:0005200	Retroperitoneal fibrosis	MESH:D012185
HP:0004375	Neoplasm of the nervous system	MESH:D009423
HP:0100014	Epiretinal membrane	MESH:D019773
HP:0000704	Periodontitis	MESH:D005882
HP:0000704	Periodontitis	MESH:D010518
HP:0000704	Periodontitis	MESH:D010510
HP:0011068	Odontoma	MESH:D009810
HP:0006748	Adrenal pheochromocytoma	MESH:D010673
HP:0030451	Mesenteric cyst	MESH:D008639
HP:0005547	Myeloproliferative disorder	MESH:D009196
HP:0004808	Acute myeloid leukemia	MESH:D015470
HP:0011747	Abnormality of the anterior pituitary	MESH:D010900
HP:0001511	Intrauterine growth retardation	MESH:D007236
HP:0001511	Intrauterine growth retardation	MESH:D005317
HP:0100646	Thyroiditis	MESH:D013966
HP:0007209	Facial paralysis	MESH:D005158
HP:0000121	Nephrocalcinosis	MESH:D009397
HP:0000126	Hydronephrosis	MESH:D006869
HP:0000076	Vesicoureteral reflux	MESH:D014718
HP:0001587	Primary ovarian failure	MESH:D016649
HP:0010780	Hyperacusis	MESH:D012001
HP:0007707	Congenital primary aphakia	MESH:C537786
HP:0002102	Pleuritis	MESH:D010998
HP:0001676	Palpitations (with pheochromocytoma)	NA
HP:0005313	Arterial fibromuscular dysplasia	MESH:D005352
HP:0005972	Respiratory acidosis	MESH:D000142
HP:0000201	Pierre-Robin sequence	MESH:D010855
HP:0002143	Abnormality of the spinal cord	MESH:D013118
HP:0007920	Congenital chorioretinal dystrophy	NA
HP:0010815	Nevus sebaceous	MESH:D054000
HP:0000969	Edema	MESH:D004487
HP:0000405	Conductive hearing impairment	MESH:D006314
HP:0001342	Cerebral hemorrhage	MESH:D020300
HP:0001342	Cerebral hemorrhage	MESH:D002543
HP:0001989	Fetal akinesia sequence	MESH:C536647
HP:0000554	Uveitis	MESH:D014605
HP:0000575	Scotoma	MESH:D009898
HP:0000575	Scotoma	MESH:D012607
HP:0100634	Neuroendocrine neoplasm	MESH:D018358
HP:0100648	Neoplasm of the tongue	MESH:D014062
HP:0010310	Chylothorax	MESH:D002916
HP:0007677	Vitelliform maculopathy	MESH:D057826
HP:0001172	Abnormality of the thumb	MESH:C536903
HP:0002204	Pulmonary embolism	MESH:D011655
HP:0012871	Varicocele	MESH:D014646
HP:0008188	Thyroid dysgenesis	MESH:D050033
HP:0010784	Uterine neoplasm	MESH:D014594
HP:0002013	Vomiting	MESH:D014839
HP:0000616	Miosis	MESH:D015877
HP:0001946	Ketosis	MESH:D007662
HP:0004950	Peripheral arterial disease	MESH:D058729
HP:0004950	Peripheral arterial disease	MESH:D016491
HP:0040113	Old-aged sensorineural hearing impairment	MESH:D011304
HP:0001343	Kernicterus	MESH:D007647
HP:0005101	High-frequency hearing impairment	MESH:D006316
HP:0100503	Vitamin B1 deficiency	MESH:D013832
HP:0003789	Minicore (multicore) myopathy	MESH:C564969
HP:0001480	Freckling	MESH:D008548
HP:0000796	Urethral obstruction	MESH:D014524
HP:0002515	Waddling gait	MESH:D020233
HP:0009829	Phocomelia	MESH:D004480
HP:0005979	Metabolic ketoacidosis	MESH:D007662
HP:0100541	Femoral hernia	MESH:D006550
HP:0001276	Hypertonia	MESH:D009122
HP:0100787	Prostate neoplasm	MESH:D011471
HP:0007018	Attention deficit hyperactivity disorder	MESH:D001289
HP:0006824	Cranial nerve paralysis	MESH:D003389
HP:0001838	Rocker bottom foot	MESH:C536345
HP:0001838	Rocker bottom foot	MESH:D005413
HP:0012315	Histiocytoma	MESH:D051642
HP:0100817	Renovascular hypertension	MESH:D006978
HP:0002105	Hemoptysis	MESH:D006469
HP:0000835	Adrenal hypoplasia	MESH:C538429
HP:0002367	Visual hallucinations	MESH:D006212
HP:0002900	Hypokalemia	MESH:D007008
HP:0100532	Scleritis	MESH:D015423
HP:0009125	Lipodystrophy	MESH:D008060
HP:0009800	Maternal diabetes	MESH:D016640
HP:0012288	Neoplasm of head and neck	MESH:D006258
HP:0012424	Chorioretinitis	MESH:D002825
HP:0009726	Renal neoplasm	MESH:D007680
HP:0001199	Triphalangeal thumb	MESH:C573898
HP:0030424	Epididymal cyst	MESH:D013088
HP:0003119	Abnormality of lipid metabolism	MESH:D050171
HP:0011024	Abnormality of the gastrointestinal tract	MESH:D004066
HP:0011024	Abnormality of the gastrointestinal tract	MESH:D005767
HP:0002317	Unsteady gait	MESH:D020233
HP:0006970	Periventricular leukomalacia	MESH:D007969
HP:0002463	Language impairment	MESH:D007806
HP:0012032	Lipoma	MESH:D008067
HP:0000980	Pallor	MESH:D010167
HP:0002277	Horner syndrome	MESH:D006732
HP:0000044	Hypogonadotrophic hypogonadism	MESH:D007006
HP:0100273	Neoplasm of the colon	MESH:D003110
HP:0001997	Gout	MESH:D015210
HP:0001997	Gout	MESH:D006073
HP:0000790	Hematuria	MESH:D006417
HP:0001908	Hypoplastic anemia	MESH:D000741
HP:0001260	Dysarthria	MESH:D004401
HP:0002064	Spastic gait	MESH:D020233
HP:0001969	Tubulointerstitial abnormality	MESH:D009395
HP:0000859	Hyperaldosteronism	MESH:D006929
HP:0005523	Lymphoproliferative disorder	MESH:D008232
HP:0200042	Skin ulcer	MESH:D012883
HP:0001738	Exocrine pancreatic insufficiency	MESH:D010188
HP:0002451	Limb dystonia	MESH:D004421
HP:0010448	Colonic atresia	MESH:C562562
HP:0002497	Spastic ataxia	MESH:C564815
HP:0001402	Hepatocellular carcinoma	MESH:D006528
HP:0002110	Bronchiectasis	MESH:D001987
HP:0001659	Aortic regurgitation	MESH:D001022
HP:0002592	Gastric ulcer	MESH:D013276
HP:0002667	Nephroblastoma	MESH:D009396
HP:0001357	Plagiocephaly	MESH:D049068
HP:0001357	Plagiocephaly	MESH:D059041
HP:0005521	Disseminated intravascular coagulation	MESH:D004211
HP:0006682	Ventricular extrasystoles	MESH:D018879
HP:0002269	Abnormality of neuronal migration	MESH:D054081
HP:0001397	Hepatic steatosis	MESH:D005234
HP:0004840	Hypochromic microcytic anemia	MESH:C536357
HP:0000528	Anophthalmia	MESH:D000853
HP:0001519	Disproportionate tall stature	MESH:D054119
HP:0000037	Male pseudohermaphroditism	MESH:D058490
HP:0007957	Corneal opacity	MESH:D003318
HP:0010566	Hamartoma	MESH:D006222
HP:0006753	Neoplasm of the stomach	MESH:D013274
HP:0001971	Hypersplenism	MESH:D006971
HP:0001310	Dysmetria	MESH:D002524
HP:0002037	Inflammation of the large intestine	MESH:D015212
HP:0003470	Paralysis	MESH:D010243
HP:0000483	Astigmatism	MESH:D001251
HP:0002748	Rickets	MESH:D012279
HP:0100743	Neoplasm of the rectum	MESH:D012004
HP:0001100	Heterochromia iridis	MESH:C538115
HP:0100805	Precocious menopause	MESH:D008594
HP:0001760	Abnormality of the foot	MESH:D005530
HP:0002757	Recurrent fractures	MESH:D000069076
HP:0001014	Angiokeratoma	MESH:D000794
HP:0001622	Premature birth	MESH:D047928
HP:0001626	Abnormality of the cardiovascular system	MESH:D002318
HP:0001626	Abnormality of the cardiovascular system	MESH:D018376
HP:0006747	Ganglioneuroblastoma	MESH:D018305
HP:0001083	Ectopia lentis	MESH:D007906
HP:0001083	Ectopia lentis	MESH:D004479
HP:0001004	Lymphedema	MESH:D008209
HP:0100847	Palmoplantar pustulosis	MESH:D011565
HP:0000551	Abnormality of color vision	MESH:D003117
HP:0000995	Melanocytic nevus	MESH:D009508
HP:0001036	Parakeratosis	MESH:D010241
HP:0100753	Schizophrenia	MESH:D012559
HP:0004387	Enterocolitis	MESH:D004760
HP:0000802	Impotence	MESH:D007172
HP:0001332	Dystonia	MESH:D004421
HP:0001643	Patent ductus arteriosus	MESH:D004374
HP:0000613	Photophobia	MESH:D020795
HP:0000836	Hyperthyroidism	MESH:D006980
HP:0001994	Renal Fanconi syndrome	MESH:D005198
HP:0001806	Onycholysis	MESH:D054039
HP:0006315	Single median maxillary incisor	MESH:C537342
HP:0009059	Congenital generalized lipodystrophy	MESH:D052497
HP:0000703	Dentinogenesis imperfecta	MESH:D003811
HP:0000263	Oxycephaly	MESH:D003398
HP:0009775	Amniotic constriction ring	MESH:C535821
HP:0009775	Amniotic constriction ring	MESH:D000652
HP:0100786	Hypersomnia	MESH:D006970
HP:0008064	Ichthyosis	MESH:D007057
HP:0002066	Gait ataxia	MESH:D020234
HP:0000221	Furrowed tongue	MESH:D014063
HP:0000822	Hypertension	MESH:D006973
HP:0003394	Muscle cramps	MESH:D009120
HP:0200008	Intestinal polyposis	MESH:D044483
HP:0030005	Capillary leak	MESH:D019559
HP:0010788	Testicular neoplasm	MESH:D013736
HP:0001718	Mitral stenosis	MESH:D008946
HP:0012034	Liposarcoma	MESH:D008080
HP:0003057	Tetraamelia	MESH:C536498
HP:0001347	Hyperreflexia	MESH:D012021
HP:0000016	Urinary retention	MESH:D016055
HP:0003834	Shoulder dislocation	MESH:D012783
HP:0002612	Congenital hepatic fibrosis	MESH:C562378
HP:0100845	Anaphylactic shock	MESH:D000707
HP:0000699	Diastema	MESH:D003970
HP:0012741	Unilateral cryptorchidism	MESH:D003456
HP:0004439	Craniofacial dysostosis	MESH:D003394
HP:0011333	Asymmetric crying face	MESH:C535349
HP:0100796	Orchitis	MESH:D009920
HP:0012237	Urocanic aciduria	MESH:C536479
HP:0002827	Hip dislocation	MESH:D006617
HP:0000580	Pigmentary retinopathy	MESH:D012174
HP:0200022	Choroid plexus papilloma	MESH:D020288
HP:0001623	Breech presentation	MESH:D001946
HP:0000577	Exotropia	MESH:D005099
HP:0002108	Spontaneous pneumothorax	MESH:D011030
HP:0012265	Ciliary dyskinesia	MESH:D002925
HP:0012533	Allodynia	MESH:D006930
HP:0000953	Hyperpigmentation of the skin	MESH:D017495
HP:0010307	Stridor	MESH:D012135
HP:0000225	Gingival bleeding	MESH:D005884
HP:0000739	Anxiety	MESH:D001007
HP:0001081	Cholelithiasis	MESH:D002769
HP:0100537	Fasciitis	MESH:D005208
HP:0003298	Spina bifida occulta	MESH:D016136
HP:0003737	Mitochondrial myopathy	MESH:D017240
HP:0006530	Interstitial pulmonary disease	MESH:D017563
HP:0001279	Syncope	MESH:D013575
HP:0006554	Acute hepatic failure	MESH:D017114
HP:0001002	Decreased subcutaneous fat	NA
HP:0000787	Nephrolithiasis	MESH:D053040
HP:0009914	Cyclopia	MESH:C562573
HP:0100252	Diaphyseal dysplasia	MESH:D003966
HP:0010550	Paraplegia	MESH:D010264
HP:0002171	Gliosis	MESH:D005911
HP:0012636	Retinal vein occlusion	MESH:D012170
HP:0002902	Hyponatremia	MESH:D007010
HP:0002895	Papillary thyroid carcinoma	MESH:C536915
HP:0002608	Celiac disease	MESH:D002446
HP:0002870	Obstructive sleep apnea	MESH:D020181
HP:0004942	Aortic aneurysm	MESH:D001014
HP:0040160	Generalized osteoporosis	MESH:D010024
HP:0200044	Porokeratosis	MESH:D017499
HP:0006536	Obstructive lung disease	MESH:D008173
HP:0009830	Peripheral neuropathy	MESH:D010523
HP:0000988	Skin rash	MESH:D005076
HP:0100026	Arteriovenous malformation	MESH:D001165
HP:0007565	Multiple cafe-au-lait spots	MESH:C537421
HP:0000003	Multicystic kidney dysplasia	MESH:D021782
HP:0002070	Limb ataxia	MESH:D001259
HP:0002355	Difficulty walking	MESH:D051346
HP:0002035	Rectal prolapse	MESH:D012005
HP:0001051	Seborrheic dermatitis	MESH:D012628
HP:0000843	Hyperparathyroidism	MESH:D006961
HP:0001677	Coronary artery disease	MESH:D003324
HP:0003201	Rhabdomyolysis	MESH:D012206
HP:0002779	Tracheomalacia	MESH:D055090
HP:0000618	Blindness	MESH:D001766
HP:0008202	Prolactin deficiency	MESH:C562708
HP:0004315	IgG deficiency	MESH:D017099
HP:0010305	Absence of the sacrum	MESH:C537221
HP:0000589	Coloboma	MESH:D003103
HP:0000473	Torticollis	MESH:D014103
HP:0200136	Oral-pharyngeal dysphagia	MESH:D003680
HP:0002020	Gastroesophageal reflux	MESH:D006356
HP:0002020	Gastroesophageal reflux	MESH:D005764
HP:0002180	Neurodegeneration	MESH:D009410
HP:0002180	Neurodegeneration	MESH:D019636
HP:0000657	Oculomotor apraxia	MESH:C537423
HP:0009372	Type A2 brachydactyly	MESH:C537089
HP:0002797	Osteolysis	MESH:D010014
HP:0003228	Hypernatremia	MESH:D006955
HP:0010516	Thymus hyperplasia	MESH:D013952
HP:0012246	Oculomotor nerve palsy	MESH:D015840
HP:0002126	Polymicrogyria	MESH:D065706
HP:0100777	Exostoses	MESH:D005096
HP:0000742	Self-mutilation	MESH:D012652
HP:0002345	Action tremor	MESH:D014202
HP:0000610	Abnormality of the choroid	MESH:D015862
HP:0001653	Mitral regurgitation	MESH:D008944
HP:0011716	Junctional ectopic tachycardia	MESH:D013613
HP:0005863	Type E brachydactyly	MESH:C566194
HP:0004936	Venous thrombosis	MESH:D020246
HP:0000679	Taurodontia	MESH:C536946
HP:0000130	Abnormality of the uterus	MESH:C562565
HP:0030357	Small cell lung carcinoma	MESH:D055752
HP:0002910	Elevated hepatic transaminases	MESH:D008107
HP:0012184	Hyperalphalipoproteinemia	MESH:C564591
HP:0000135	Hypogonadism	MESH:D007006
HP:0009827	Amelia	MESH:D004480
HP:0000495	Recurrent corneal erosions	MESH:D003320
HP:0006731	Follicular thyroid carcinoma	MESH:D018263
HP:0002410	Aqueductal stenosis	MESH:D006849
HP:0003256	Abnormality of the coagulation cascade	MESH:D001778
HP:0000510	Rod-cone dystrophy	MESH:D012174
HP:0012393	Allergy	MESH:D006967
HP:0008207	Primary adrenal insufficiency	MESH:D000224
HP:0000620	Dacryocystitis	MESH:D003607
HP:0007443	Partial albinism	MESH:D016116
HP:0100608	Metrorrhagia	MESH:D008796
HP:0005403	T lymphocytopenia	MESH:C536783
HP:0002884	Hepatoblastoma	MESH:D018197
HP:0001945	Fever	MESH:D005334
HP:0002789	Tachypnea	MESH:D059246
HP:0006000	Ureteral obstruction	MESH:D014517
HP:0011662	Tricuspid atresia	MESH:D018785
HP:0002019	Constipation	MESH:D003248
HP:0002878	Respiratory failure	MESH:D012131
HP:0000590	Progressive external ophthalmoplegia	MESH:D017246
HP:0004313	Decreased antibody level in blood	MESH:D000361
HP:0030050	Narcolepsy	MESH:D009290
HP:0005318	Cerebral vasculitis	MESH:D020293
HP:0003641	Hemoglobinuria	MESH:D006456
HP:0001065	Striae distensae	MESH:D057896
HP:0100602	Preeclampsia	MESH:D011225
HP:0100582	Nasal polyposis	MESH:D009298
HP:0007803	Monochromacy	MESH:D003117
HP:0007803	Monochromacy	MESH:C536128
HP:0000967	Petechiae	MESH:D011693
HP:0000708	Behavioral abnormality	MESH:D001526
HP:0000708	Behavioral abnormality	MESH:D000066553
HP:0004383	Hypoplastic left heart	MESH:D018636
HP:0008209	Premature ovarian failure	MESH:D008594
HP:0100665	Angioedema	MESH:D000799
HP:0002521	Hypsarrhythmia	MESH:D013036
HP:0000741	Apathy	MESH:D057565
HP:0011349	Abducens palsy	MESH:C564661
HP:0011349	Abducens palsy	MESH:D020434
HP:0100962	Shyness	MESH:D012792
HP:0001618	Dysphonia	MESH:D055154
HP:0006744	Adrenocortical carcinoma	MESH:D018268
HP:0012798	Pulmonary lymphangiomyomatosis	MESH:D018192
HP:0001048	Cavernous hemangioma	MESH:D006392
HP:0001695	Cardiac arrest	MESH:D006323
HP:0003124	Hypercholesterolemia	MESH:D006937
HP:0012043	Pendular nystagmus	MESH:D009759
HP:0002099	Asthma	MESH:D001249
HP:0009919	Retinoblastoma	MESH:D012175
HP:0009919	Retinoblastoma	MESH:D019572
HP:0003041	Humeroradial synostosis	MESH:C535284
HP:0030880	Raynaud phenomenon	MESH:D011928
HP:0000659	Peters anomaly	MESH:C537884
HP:0000973	Cutis laxa	MESH:C531660
HP:0000973	Cutis laxa	MESH:D003483
HP:0002745	Oral leukoplakia	MESH:D007971
HP:0002745	Oral leukoplakia	MESH:D007972
HP:0003535	3-Methylglutaconic aciduria	MESH:C579867
HP:0001385	Hip dysplasia	MESH:D006618
HP:0002865	Medullary thyroid carcinoma	MESH:C536914
HP:0001723	Restrictive cardiomyopathy	MESH:D002313
HP:0001374	Congenital hip dislocation	MESH:D006618
HP:0003335	Low gonadotropins (secondary hypogonadism)	NA
HP:0005561	Abnormality of bone marrow cell morphology	MESH:D001855
HP:0001654	Abnormality of the heart valves	MESH:D006349
HP:0000943	Dysostosis multiplex	MESH:D008059
HP:0002242	Abnormality of the intestine	MESH:D007410
HP:0002248	Hematemesis	MESH:D006396
HP:0000722	Obsessive-compulsive behavior	MESH:D003192
HP:0000722	Obsessive-compulsive behavior	MESH:D009771
HP:0100704	Cortical visual impairment	MESH:D019575
HP:0011069	Increased number of teeth	MESH:D014096
HP:0012344	Morphea	MESH:D012594
HP:0007728	Congenital miosis	MESH:C537550
HP:0002500	Abnormality of the cerebral white matter	MESH:D049292
HP:0011803	Bifid nose	MESH:C535441
HP:0000410	Mixed hearing impairment	MESH:D046089
HP:0000639	Nystagmus	MESH:D009759
HP:0000028	Cryptorchidism	MESH:D003456
HP:0001166	Arachnodactyly	MESH:D054119
HP:0012763	Paroxysmal dyspnea	MESH:D004418
HP:0002445	Tetraplegia	MESH:D011782
HP:0010529	Echolalia	MESH:D004454
HP:0012478	Temporomandibular joint ankylosis	MESH:C536957
HP:0100829	Galactorrhea	MESH:D005687
HP:0100006	Neoplasm of the central nervous system	MESH:D016543
HP:0030692	Brain neoplasm	MESH:D001932
HP:0004438	Hyperostosis frontalis interna	MESH:D006957
HP:0001082	Cholecystitis	MESH:D002764
HP:0000718	Aggressive behavior	MESH:D000374
HP:0012192	Cutaneous T-cell lymphoma	MESH:D016410
HP:0011153	Focal motor seizures	MESH:D020938
HP:0003095	Septic arthritis	MESH:D001170
HP:0003072	Hypercalcemia	MESH:D006934
HP:0002300	Mutism	MESH:D009155
HP:0000619	Impaired convergence	MESH:D015835
HP:0000976	Eczematoid dermatitis	MESH:D004485
HP:0005145	Coronary artery stenosis	MESH:D023921
HP:0001712	Left ventricular hypertrophy	MESH:D017379
HP:0006780	Parathyroid carcinoma	MESH:D010282
HP:0100760	Clubbing of toes	MESH:D003025
HP:0100650	Vaginal neoplasm	MESH:D014625
HP:0001339	Lissencephaly	MESH:D054082
HP:0001101	Iritis	MESH:D007500
HP:0100785	Insomnia	MESH:D007319
HP:0002588	Duodenal ulcer	MESH:D004381
HP:0002563	Constrictive pericarditis	MESH:D010494
HP:0007437	Multiple cutaneous leiomyomas	MESH:C535516
HP:0000735	Impaired social interactions	MESH:D000067404
HP:0010450	Esophageal stenosis	MESH:D004940
HP:0007087	Involuntary jerking movements	NA
HP:0002088	Abnormality of lung morphology	MESH:D008171
HP:0006775	Multiple myeloma	MESH:D009101
HP:0006775	Multiple myeloma	MESH:D010954
HP:0003607	4-Hydroxyphenylacetic aciduria	MESH:C535315
HP:0001297	Stroke	MESH:D020521
HP:0011098	Speech apraxia	MESH:D001072
HP:0000544	External ophthalmoplegia	MESH:D009886
HP:0000544	External ophthalmoplegia	MESH:D017246
HP:0100790	Hernia	MESH:D006547
HP:0002267	Exaggerated startle response	MESH:D000071017
HP:0004602	Cervical vertebral fusion (C2/C3)	MESH:D007714
HP:0010636	Schizencephaly	MESH:D065707
HP:0001177	Preaxial hand polydactyly	MESH:C536332
HP:0100718	Uterine rupture	MESH:D014597
HP:0000526	Aniridia	MESH:D015783
HP:0006297	Hypoplasia of dental enamel	MESH:D003744
HP:0000486	Strabismus	MESH:D013285
HP:0002857	Genu valgum	MESH:D056304
HP:0000238	Hydrocephalus	MESH:D006849
HP:0002373	Febrile seizures	MESH:D003294
HP:0005696	Postaxial polydactyly type A	MESH:C562429
HP:0000388	Otitis media	MESH:D010033
HP:0000211	Trismus	MESH:D014313
HP:0000131	Uterine leiomyoma	MESH:D007889
HP:0100806	Sepsis	MESH:D018805
HP:0100264	Proximal symphalangism	MESH:C536223
HP:0011167	Focal tonic seizures	MESH:D020938
HP:0002307	Drooling	MESH:D012798
HP:0004490	Calvarial hyperostosis	MESH:C537963
HP:0011508	Macular hole	MESH:D012167
HP:0001889	Megaloblastic anemia	MESH:D000749
HP:0004320	Vaginal fistula	MESH:D014624
HP:0012068	Aspartylglucosaminuria	MESH:D054880
HP:0002044	Zollinger-Ellison syndrome	MESH:D015043
HP:0001644	Dilated cardiomyopathy	MESH:D002311
HP:0000224	Decreased taste sensation	MESH:D000370
HP:0002273	Tetraparesis	MESH:D011782
HP:0000062	Ambiguous genitalia	MESH:D012734
HP:0002021	Pyloric stenosis	MESH:D011707
HP:0002150	Hypercalciuria	MESH:D053565
HP:0002650	Scoliosis	MESH:D013121
HP:0012227	Urethral stricture	MESH:D014525
HP:0100526	Neoplasm of the lung	MESH:D008175
HP:0000597	Ophthalmoparesis	MESH:D009886
HP:0100617	Testicular seminoma	MESH:D018239
HP:0002859	Rhabdomyosarcoma	MESH:D012208
HP:0010446	Tricuspid stenosis	MESH:D014264
HP:0100716	Self-injurious behavior	MESH:D016728
HP:0002728	Chronic mucocutaneous candidiasis	MESH:D002178
HP:0000324	Facial asymmetry	MESH:D005146
HP:0002858	Meningioma	MESH:D008579
HP:0000828	Abnormality of the parathyroid gland	MESH:D010279
HP:0000729	Autistic behavior	MESH:D000067877
HP:0001959	Polydipsia	MESH:D059606
HP:0000034	Hydrocele testis	MESH:D006848
HP:0030828	Wheezing	MESH:D012135
HP:0030153	Cholangiocarcinoma	MESH:D018281
HP:0000175	Cleft palate	MESH:D002972
HP:0100520	Oliguria	MESH:D009846
HP:0009771	Osteolytic defects of the phalanges of the hand	MESH:D030981
HP:0100730	Bronchogenic cyst	MESH:D001994
HP:0002245	Meckel diverticulum	MESH:D008467
HP:0001071	Angiokeratoma corporis diffusum	MESH:D000795
HP:0000982	Palmoplantar keratoderma	MESH:D007645
HP:0002893	Pituitary adenoma	MESH:D010911
HP:0002067	Bradykinesia	MESH:D018476
HP:0002132	Porencephaly	MESH:D065708
HP:0001890	Autoimmune hemolytic anemia	MESH:D000744
HP:0100673	Vaginal hydrocele	MESH:D006848
HP:0100843	Glioblastoma	MESH:D005909
HP:0002015	Dysphagia	MESH:D003680
HP:0006579	Prolonged neonatal jaundice	MESH:D007567
HP:0010958	Bilateral renal agenesis	MESH:C536482
HP:0000547	Tapetoretinal degeneration	MESH:D012174
HP:0001360	Holoprosencephaly	MESH:D016142
HP:0030434	Pilomatrixoma	MESH:D018296
HP:0011704	Sick sinus syndrome	MESH:D012804
HP:0001660	Truncus arteriosus	MESH:D014338
HP:0011798	Renal oncocytoma	MESH:C537750
HP:0000815	Hypergonadotropic hypogonadism	MESH:D007006
HP:0000164	Abnormality of the teeth	MESH:D014071
HP:0001006	Hypotrichosis	MESH:D007039
HP:0001045	Vitiligo	MESH:D014820
HP:0010459	True hermaphroditism	MESH:D050090
HP:0000855	Insulin resistance	MESH:D007333
HP:0003765	Psoriasis	MESH:D011565
HP:0000137	Abnormality of the ovary	MESH:D010049
HP:0012490	Panniculitis	MESH:D015434
HP:0001371	Flexion contracture	MESH:D003286
HP:0000891	Cervical ribs	MESH:D057070
HP:0002890	Thyroid carcinoma	MESH:D013964
HP:0100027	Recurrent pancreatitis	MESH:D050500
HP:0001944	Dehydration	MESH:D003681
HP:0001762	Talipes equinovarus	MESH:D003025
HP:0030683	Vaginitis	MESH:D014627
HP:0007011	Fourth cranial nerve palsy	MESH:D020432
HP:0003220	Abnormality of chromosome stability	MESH:D019457
HP:0004953	Abdominal aortic aneurysm	MESH:D017544
HP:0003343	Glutathione synthetase deficiency	MESH:C536835
HP:0011505	Cystoid macular edema	MESH:D008269
HP:0000217	Xerostomia	MESH:D014987
HP:0002871	Central apnea	MESH:D020182
HP:0000154	Wide mouth	MESH:D008265
HP:0001264	Spastic diplegia	MESH:D002547
HP:0003233	Hypoalphalipoproteinemia	MESH:D052456
HP:0100028	Ectopic thyroid	MESH:D050033
HP:0100577	Urinary bladder inflammation	MESH:D003556
HP:0010301	Spinal dysraphism	MESH:D009436
HP:0000833	Glucose intolerance	MESH:D018149
HP:0011675	Arrhythmia	MESH:C562490
HP:0011675	Arrhythmia	MESH:D001145
HP:0030049	Brain abscess	MESH:D001922
HP:0000823	Delayed puberty	MESH:D011628
HP:0012108	Primary open angle glaucoma	MESH:C562750
HP:0003034	Diaphyseal sclerosis	MESH:D003966
HP:0030404	Glucagonoma	MESH:D005935
HP:0100546	Carotid artery stenosis	MESH:D016893
HP:0010625	Anterior pituitary dysgenesis	MESH:D010903
HP:0002905	Hyperphosphatemia	MESH:D054559
HP:0002613	Biliary cirrhosis	MESH:D008105
HP:0100813	Testicular torsion	MESH:D013086
HP:0000123	Nephritis	MESH:D009393
HP:0000992	Cutaneous photosensitivity	MESH:D010787
HP:0002836	Bladder exstrophy	MESH:D001746
HP:0001085	Papilledema	MESH:D010211
HP:0100280	Crohn's disease	MESH:D003424
HP:0002635	Atheromatosis	MESH:D050197
HP:0002583	Colitis	MESH:D003092
HP:0005203	Spontaneous esophageal perforation	MESH:C536571
HP:0040075	Hypopituitarism	MESH:D007018
