orphanet_code	orphanet_term	orphanet_gene_id	gene_orphanumber	gene_name	gene_type	gene_symbol	dga_type	dga_status
DOID:10584	Retinitis pigmentosa	15135	117992	photoreceptor disc component	gene with protein product	PRCD	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15149	118056	pre-mRNA processing factor 3	gene with protein product	PRPF3	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15150	118061	pre-mRNA processing factor 31	gene with protein product	PRPF31	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15151	118066	pre-mRNA processing factor 8	gene with protein product	PRPF8	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15152	118070	peripherin 2	gene with protein product	PRPH2	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15194	118250	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	gene with protein product	RDH12	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15205	118295	retinal G protein coupled receptor	gene with protein product	RGR	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15211	118315	rhodopsin	gene with protein product	RHO	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15213	118326	retinaldehyde binding protein 1	gene with protein product	RLBP1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15220	118358	retinal outer segment membrane protein 1	gene with protein product	ROM1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15222	118367	RP1, axonemal microtubule associated	gene with protein product	RP1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15223	118370	retinitis pigmentosa 2 (X-linked recessive)	gene with protein product	RP2	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15224	118373	retinitis pigmentosa 9 (autosomal dominant)	gene with protein product	RP9	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15225	118376	RPE65, retinoid isomerohydrolase	gene with protein product	RPE65	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15226	118381	retinitis pigmentosa GTPase regulator	gene with protein product	RPGR	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15240	118449	S-antigen visual arrestin	gene with protein product	SAG	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15354	118982	Bardet-Biedl syndrome 2	gene with protein product	BBS2	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15368	119029	bestrophin 1	gene with protein product	BEST1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15389	119122	carbonic anhydrase 4	gene with protein product	CA4	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15434	119354	ceramide kinase like	gene with protein product	CERKL	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15671	120323	tetratricopeptide repeat domain 8	gene with protein product	TTC8	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15675	120341	tubby like protein 1	gene with protein product	TULP1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15702	120447	usherin	gene with protein product	USH2A	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15755	120653	clarin 1	gene with protein product	CLRN1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15757	120664	cyclic nucleotide gated channel alpha 1	gene with protein product	CNGA1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15798	120803	crumbs 1, cell polarity complex component	gene with protein product	CRB1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15803	120822	cone-rod homeobox	gene with protein product	CRX	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	15949	121421	ADP ribosylation factor like GTPase 6	gene with protein product	ARL6	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16075	121938	fascin actin-bundling protein 2, retinal	gene with protein product	FSCN2	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16197	122412	heparan-alpha-glucosaminide N-acetyltransferase	gene with protein product	HGSNAT	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16259	122649	inosine monophosphate dehydrogenase 1	gene with protein product	IMPDH1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16391	123198	MER proto-oncogene, tyrosine kinase	gene with protein product	MERTK	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16571	123912	nuclear receptor subfamily 2 group E member 3	gene with protein product	NR2E3	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16575	123930	neural retina leucine zipper	gene with protein product	NRL	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16586	123982	OFD1, centriole and centriolar satellite protein	gene with protein product	OFD1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16627	124146	phosphodiesterase 6A	gene with protein product	PDE6A	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	16628	124149	phosphodiesterase 6B	gene with protein product	PDE6B	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	17199	158388	semaphorin 4A	gene with protein product	SEMA4A	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	17332	159434	cyclic nucleotide gated channel beta 1	gene with protein product	CNGB1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	17333	159443	TOP1 binding arginine/serine rich protein	gene with protein product	TOPORS	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	17406	159821	prominin 1	gene with protein product	PROM1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	17754	168360	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	gene with protein product	LRAT	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	17882	169936	eyes shut homolog (Drosophila)	gene with protein product	EYS	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	17986	176228	isocitrate dehydrogenase 3 (NAD(+)) beta	gene with protein product	IDH3B	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	18063	178826	spermatogenesis associated 7	gene with protein product	SPATA7	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	18431	201095	guanylate cyclase activator 1B	gene with protein product	GUCA1B	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	18464	201546	kelch like family member 7	gene with protein product	KLHL7	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	18963	221348	small nuclear ribonucleoprotein U5 subunit 200	gene with protein product	SNRNP200	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	19227	233016	chromosome 2 open reading frame 71	gene with protein product	C2ORF71	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	19310	238998	phosphodiesterase 6G	gene with protein product	PDE6G	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	19311	239001	interphotoreceptor matrix proteoglycan 2	gene with protein product	IMPG2	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	19328	239962	family with sequence similarity 161 member A	gene with protein product	FAM161A	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	19329	239967	zinc finger protein 513	gene with protein product	ZNF513	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	19485	244385	cadherin related family member 1	gene with protein product	CDHR1	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	19828	259361	dehydrodolichyl diphosphate synthase subunit	gene with protein product	DHDDS	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	20147	266150	pre-mRNA processing factor 6	gene with protein product	PRPF6	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	20313	274231	male germ cell associated kinase	gene with protein product	MAK	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	20695	288959	retinol binding protein 3	gene with protein product	RBP3	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	20696	288971	chromosome 8 open reading frame 37	gene with protein product	C8ORF37	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	21155	302892	intraflagellar transport 140	gene with protein product	IFT140	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	22228	357738	zinc finger protein 408	gene with protein product	ZNF408	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:10584	Retinitis pigmentosa	22276	363162	ADP ribosylation factor like GTPase 2 binding protein	gene with protein product	ARL2BP	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	22421	368150	NIMA related kinase 2	gene with protein product	NEK2	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:10584	Retinitis pigmentosa	22531	371219	intraflagellar transport 172	gene with protein product	IFT172	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	22799	400463	tubby bipartite transcription factor	gene with protein product	TUB	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:10584	Retinitis pigmentosa	22812	400687	kizuna centrosomal protein	gene with protein product	KIZ	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:10584	Retinitis pigmentosa	22816	401123	solute carrier family 7 member 14	gene with protein product	SLC7A14	Disease-causing germline mutation(s) in	Assessed
DOID:10584	Retinitis pigmentosa	22891	403096	pre-mRNA processing factor 4	gene with protein product	PRPF4	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:10584	Retinitis pigmentosa	23882	461232	ATP/GTP binding protein like 5	gene with protein product	AGBL5	Disease-causing germline mutation(s) in	Assessed
DOID:0050635	Alternating hemiplegia of childhood	15391	119129	calcium voltage-gated channel subunit alpha1 A	gene with protein product	CACNA1A	Candidate gene tested in	Not yet assessed
DOID:0050635	Alternating hemiplegia of childhood	15966	121497	ATPase Na+/K+ transporting subunit alpha 2	gene with protein product	ATP1A2	Disease-causing germline mutation(s) in	Assessed
DOID:0050635	Alternating hemiplegia of childhood	15967	121501	ATPase Na+/K+ transporting subunit alpha 3	gene with protein product	ATP1A3	Disease-causing germline mutation(s) in	Assessed
DOID:0050635	Alternating hemiplegia of childhood	18733	212892	solute carrier family 1 member 3	gene with protein product	SLC1A3	Candidate gene tested in	Not yet assessed
DOID:3659	Sialuria	16150	122207	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	gene with protein product	GNE	Disease-causing germline mutation(s) in	Assessed
DOID:0090019	Sitosterolemia	15059	117683	ATP binding cassette subfamily G member 5	gene with protein product	ABCG5	Disease-causing germline mutation(s) in	Assessed
DOID:0090019	Sitosterolemia	15060	117685	ATP binding cassette subfamily G member 8	gene with protein product	ABCG8	Disease-causing germline mutation(s) in	Assessed
DOID:12132	Granulomatosis with polyangiitis	15157	118087	proteinase 3	gene with protein product	PRTN3	Major susceptibility factor in	Assessed
DOID:12132	Granulomatosis with polyangiitis	15818	120878	cytotoxic T-lymphocyte associated protein 4	gene with protein product	CTLA4	Major susceptibility factor in	Assessed
DOID:12132	Granulomatosis with polyangiitis	21583	317445	protein tyrosine phosphatase, non-receptor type 22	gene with protein product	PTPN22	Major susceptibility factor in	Assessed
DOID:12132	Granulomatosis with polyangiitis	22272	362495	major histocompatibility complex, class II, DP beta 1	gene with protein product	HLA-DPB1	Major susceptibility factor in	Assessed
DOID:0060372	Parkinsonian-pyramidal syndrome	15532	119763	synuclein alpha	gene with protein product	SNCA	Disease-causing germline mutation(s) in	Assessed
DOID:0060372	Parkinsonian-pyramidal syndrome	18162	181111	F-box protein 7	gene with protein product	FBXO7	Disease-causing germline mutation(s) in	Assessed
DOID:14723	Beta-ketothiolase deficiency	15069	117724	acetyl-CoA acetyltransferase 1	gene with protein product	ACAT1	Disease-causing germline mutation(s) in	Assessed
DOID:0050448	White sponge nevus	18167	181135	keratin 4	gene with protein product	KRT4	Disease-causing germline mutation(s) in	Assessed
DOID:0050448	White sponge nevus	18168	181140	keratin 13	gene with protein product	KRT13	Disease-causing germline mutation(s) in	Assessed
DOID:0110794	Autosomal dominant spastic paraplegia type 42	18122	180215	solute carrier family 33 member 1	gene with protein product	SLC33A1	Disease-causing germline mutation(s) in	Assessed
DOID:0060855	Renal pseudohypoaldosteronism type 1	16573	123920	nuclear receptor subfamily 3 group C member 2	gene with protein product	NR3C2	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060854	Generalized pseudohypoaldosteronism type 1	15256	118532	sodium channel epithelial 1 alpha subunit	gene with protein product	SCNN1A	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060854	Generalized pseudohypoaldosteronism type 1	15257	118536	sodium channel epithelial 1 beta subunit	gene with protein product	SCNN1B	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060854	Generalized pseudohypoaldosteronism type 1	15258	118539	sodium channel epithelial 1 gamma subunit	gene with protein product	SCNN1G	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:11335	Sarcoidosis	16202	122427	major histocompatibility complex, class II, DR beta 1	gene with protein product	HLA-DRB1	Major susceptibility factor in	Assessed
DOID:11335	Sarcoidosis	20798	291915	butyrophilin like 2	gene with protein product	BTNL2	Major susceptibility factor in	Assessed
DOID:0060483	MEDNIK syndrome	18005	178120	adaptor related protein complex 1 sigma 1 subunit	gene with protein product	AP1S1	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:6419	Tetralogy of Fallot	15741	120598	zinc finger protein, FOG family member 2	gene with protein product	ZFPM2	Major susceptibility factor in	Not yet assessed
DOID:6419	Tetralogy of Fallot	16104	122035	GATA binding protein 4	gene with protein product	GATA4	Major susceptibility factor in	Not yet assessed
DOID:6419	Tetralogy of Fallot	16278	122719	jagged 1	gene with protein product	JAG1	Major susceptibility factor in	Not yet assessed
DOID:6419	Tetralogy of Fallot	16549	123797	NK2 homeobox 5	gene with protein product	NKX2-5	Major susceptibility factor in	Not yet assessed
DOID:6419	Tetralogy of Fallot	16800	138503	gap junction protein alpha 5	gene with protein product	GJA5	Major susceptibility factor in	Assessed
DOID:6419	Tetralogy of Fallot	17359	159562	NK2 homeobox 6	gene with protein product	NKX2-6	Major susceptibility factor in	Assessed
DOID:6419	Tetralogy of Fallot	17681	166892	growth differentiation factor 1	gene with protein product	GDF1	Major susceptibility factor in	Not yet assessed
DOID:6419	Tetralogy of Fallot	19344	240691	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	gene with protein product	CITED2	Major susceptibility factor in	Not yet assessed
DOID:6419	Tetralogy of Fallot	20796	291853	GATA binding protein 6	gene with protein product	GATA6	Major susceptibility factor in	Not yet assessed
DOID:6419	Tetralogy of Fallot	21188	304191	GATA binding protein 5	gene with protein product	GATA5	Major susceptibility factor in	Not yet assessed
DOID:12308	Dubin-Johnson syndrome	15054	117652	ATP binding cassette subfamily C member 2	gene with protein product	ABCC2	Disease-causing germline mutation(s) in	Assessed
DOID:2508	Takayasu arteritis	16200	122422	major histocompatibility complex, class I, B	gene with protein product	HLA-B	Major susceptibility factor in	Assessed
DOID:2508	Takayasu arteritis	16254	122629	interleukin 12B	gene with protein product	IL12B	Major susceptibility factor in	Assessed
DOID:2508	Takayasu arteritis	22254	360280	MLX, MAX dimerization protein	gene with protein product	MLX	Major susceptibility factor in	Assessed
DOID:0060484	EAST syndrome	18371	189344	potassium voltage-gated channel subfamily J member 10	gene with protein product	KCNJ10	Disease-causing germline mutation(s) in	Assessed
DOID:0060641	Endocrine-cerebro-osteodysplasia syndrome	18454	201496	intestinal cell kinase	gene with protein product	ICK	Disease-causing germline mutation(s) in	Assessed
DOID:4773	Congenital mesoblastic nephroma	16866	139165	ETS variant 6	gene with protein product	ETV6	Part of a fusion gene in	Assessed
DOID:4773	Congenital mesoblastic nephroma	19504	246681	neurotrophic receptor tyrosine kinase 3	gene with protein product	NTRK3	Part of a fusion gene in	Assessed
DOID:10632	Wolfram syndrome	15721	120514	wolframin ER transmembrane glycoprotein	gene with protein product	WFS1	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:10632	Wolfram syndrome	17668	166722	CDGSH iron sulfur domain 2	gene with protein product	CISD2	Disease-causing germline mutation(s) in	Assessed
DOID:4249	Gerstmann-Straussler-Scheinker syndrome	15142	118023	prion protein	gene with protein product	PRNP	Disease-causing germline mutation(s) in	Assessed
DOID:0050433	Fatal familial insomnia	15142	118023	prion protein	gene with protein product	PRNP	Disease-causing germline mutation(s) in	Assessed
DOID:0060394	15q13.3 microdeletion syndrome	20105	264663	cholinergic receptor nicotinic alpha 7 subunit	gene with protein product	CHRNA7	Role in the phenotype of	Assessed
DOID:2217	Bernard-Soulier syndrome	16157	122237	glycoprotein Ib platelet alpha subunit	gene with protein product	GP1BA	Disease-causing germline mutation(s) in	Assessed
DOID:2217	Bernard-Soulier syndrome	16158	122241	glycoprotein Ib platelet beta subunit	gene with protein product	GP1BB	Disease-causing germline mutation(s) in	Assessed
DOID:2217	Bernard-Soulier syndrome	16159	122244	glycoprotein IX platelet	gene with protein product	GP9	Disease-causing germline mutation(s) in	Assessed
DOID:14218	Dihydropyrimidine dehydrogenase deficiency	15887	121171	dihydropyrimidine dehydrogenase	gene with protein product	DPYD	Disease-causing germline mutation(s) in	Assessed
DOID:0060350	Adenine phosphoribosyltransferase deficiency	15943	121400	adenine phosphoribosyltransferase	gene with protein product	APRT	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050720	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	15310	118789	solute carrier family 25 member 15	gene with protein product	SLC25A15	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0090030	Corticosteroid-binding globulin deficiency	18442	201291	serpin family A member 6	gene with protein product	SERPINA6	Disease-causing germline mutation(s) in	Assessed
DOID:0060280	Primary pigmented nodular adrenocortical disease	15139	118010	protein kinase cAMP-dependent type I regulatory subunit alpha	gene with protein product	PRKAR1A	Disease-causing germline mutation(s) in	Assessed
DOID:0060280	Primary pigmented nodular adrenocortical disease	17881	169910	phosphodiesterase 11A	gene with protein product	PDE11A	Disease-causing germline mutation(s) in	Assessed
DOID:0060280	Primary pigmented nodular adrenocortical disease	19022	226016	phosphodiesterase 8B	gene with protein product	PDE8B	Disease-causing germline mutation(s) in	Assessed
DOID:0060280	Primary pigmented nodular adrenocortical disease	22913	404135	protein kinase cAMP-activated catalytic subunit alpha	gene with protein product	PRKACA	Role in the phenotype of	Assessed
DOID:0050561	Lennox-Gastaut syndrome	15250	118489	sodium voltage-gated channel alpha subunit 1	gene with protein product	SCN1A	Disease-causing germline mutation(s) in	Assessed
DOID:0050561	Lennox-Gastaut syndrome	17370	159621	gamma-aminobutyric acid type A receptor beta3 subunit	gene with protein product	GABRB3	Disease-causing germline mutation(s) in	Assessed
DOID:0050561	Lennox-Gastaut syndrome	19563	248276	mitogen-activated protein kinase 10	gene with protein product	MAPK10	Candidate gene tested in	Not yet assessed
DOID:0050561	Lennox-Gastaut syndrome	22267	361114	chromodomain helicase DNA binding protein 2	gene with protein product	CHD2	Disease-causing germline mutation(s) in	Assessed
DOID:0050561	Lennox-Gastaut syndrome	23223	426934	dynamin 1	gene with protein product	DNM1	Disease-causing germline mutation(s) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	15252	118500	sodium voltage-gated channel alpha subunit 2	gene with protein product	SCN2A	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	15313	118803	solute carrier family 25 member 22	gene with protein product	SLC25A22	Disease-causing germline mutation(s) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	15424	119297	cyclin dependent kinase like 5	gene with protein product	CDKL5	Disease-causing germline mutation(s) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	15955	121437	aristaless related homeobox	gene with protein product	ARX	Disease-causing germline mutation(s) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	17592	165976	calcium/calmodulin dependent serine protein kinase	gene with protein product	CASK	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	17663	166683	syntaxin binding protein 1	gene with protein product	STXBP1	Disease-causing germline mutation(s) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	19137	229787	polynucleotide kinase 3'-phosphatase	gene with protein product	PNKP	Disease-causing germline mutation(s) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	22304	363440	G protein subunit alpha o1	gene with protein product	GNAO1	Disease-causing germline mutation(s) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	22946	404743	phosphatidylinositol glycan anchor biosynthesis class Q	gene with protein product	PIGQ	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050709	Early infantile epileptic encephalopathy	23215	426073	salt inducible kinase 1	gene with protein product	SIK1	Disease-causing germline mutation(s) in	Assessed
DOID:308	Early myoclonic encephalopathy	15313	118803	solute carrier family 25 member 22	gene with protein product	SLC25A22	Disease-causing germline mutation(s) in	Assessed
DOID:308	Early myoclonic encephalopathy	23215	426073	salt inducible kinase 1	gene with protein product	SIK1	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	15252	118500	sodium voltage-gated channel alpha subunit 2	gene with protein product	SCN2A	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	15424	119297	cyclin dependent kinase like 5	gene with protein product	CDKL5	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	15955	121437	aristaless related homeobox	gene with protein product	ARX	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	19197	231527	phosphatidylinositol glycan anchor biosynthesis class A	gene with protein product	PIGA	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	19240	235187	spectrin alpha, non-erythrocytic 1	gene with protein product	SPTAN1	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	19817	258534	phospholipase C beta 1	gene with protein product	PLCB1	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050562	West syndrome	20146	266126	glutamate ionotropic receptor NMDA type subunit 2B	gene with protein product	GRIN2B	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:0050562	West syndrome	20650	285223	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	gene with protein product	ST3GAL3	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	23215	426073	salt inducible kinase 1	gene with protein product	SIK1	Disease-causing germline mutation(s) in	Assessed
DOID:0050562	West syndrome	23945	461782	GUF1 homolog, GTPase	gene with protein product	GUF1	Disease-causing germline mutation(s) in	Assessed
DOID:0110275	Autosomal recessive limb-girdle muscular dystrophy type 2A	15398	119172	calpain 3	gene with protein product	CAPN3	Disease-causing germline mutation(s) in	Assessed
DOID:12236	Primary biliary cholangitis	16255	122634	interleukin 12 receptor subunit beta 1	gene with protein product	IL12RB1	Major susceptibility factor in	Not yet assessed
DOID:12236	Primary biliary cholangitis	19314	239862	Spi-B transcription factor	gene with protein product	SPIB	Major susceptibility factor in	Not yet assessed
DOID:12236	Primary biliary cholangitis	19315	239865	interleukin 12A	gene with protein product	IL12A	Major susceptibility factor in	Not yet assessed
DOID:12236	Primary biliary cholangitis	19316	239872	interferon regulatory factor 5	gene with protein product	IRF5	Major susceptibility factor in	Not yet assessed
DOID:12236	Primary biliary cholangitis	19317	239874	transportin 3	gene with protein product	TNPO3	Major susceptibility factor in	Not yet assessed
DOID:12236	Primary biliary cholangitis	19318	239881	membrane metalloendopeptidase like 1	gene with protein product	MMEL1	Major susceptibility factor in	Not yet assessed
DOID:12236	Primary biliary cholangitis	21576	317398	tumor necrosis factor superfamily member 15	gene with protein product	TNFSF15	Major susceptibility factor in	Assessed
DOID:12236	Primary biliary cholangitis	21577	317410	POU class 2 associating factor 1	gene with protein product	POU2AF1	Major susceptibility factor in	Assessed
DOID:13375	Giant cell arteritis	21583	317445	protein tyrosine phosphatase, non-receptor type 22	gene with protein product	PTPN22	Major susceptibility factor in	Assessed
DOID:14116	Multiple symmetric lipomatosis	16394	123207	mitofusin 2	gene with protein product	MFN2	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:11512	Budd-Chiari syndrome	16014	121673	coagulation factor V	gene with protein product	F5	Major susceptibility factor in	Not yet assessed
DOID:11512	Budd-Chiari syndrome	16279	122727	Janus kinase 2	gene with protein product	JAK2	Major susceptibility factor in	Not yet assessed
DOID:2154	Nephroblastoma	15128	117961	POU class 6 homeobox 2	gene with protein product	POU6F2	Major susceptibility factor in	Assessed
DOID:2154	Nephroblastoma	15731	120549	Wilms tumor 1	gene with protein product	WT1	Disease-causing somatic mutation(s) in	Assessed
DOID:2154	Nephroblastoma	15731	120549	Wilms tumor 1	gene with protein product	WT1	Major susceptibility factor in	Assessed
DOID:2154	Nephroblastoma	16427	123340	H19, imprinted maternally expressed transcript (non-protein coding)	Non-coding RNA	H19	Role in the phenotype of	Assessed
DOID:2154	Nephroblastoma	20826	293019	DIS3 like 3'-5' exoribonuclease 2	gene with protein product	DIS3L2	Major susceptibility factor in	Assessed
DOID:2154	Nephroblastoma	23626	449638	RE1 silencing transcription factor	gene with protein product	REST	Major susceptibility factor in	Assessed
DOID:399	Tuberculosis	17203	158401	solute carrier family 11 member 1	gene with protein product	SLC11A1	Major susceptibility factor in	Not yet assessed
DOID:9212	Pityriasis rubra pilaris	21197	304694	caspase recruitment domain family member 14	gene with protein product	CARD14	Disease-causing germline mutation(s) in	Assessed
DOID:3261	Autosomal dominant hyper-IgE syndrome	16805	138523	signal transducer and activator of transcription 3	gene with protein product	STAT3	Disease-causing germline mutation(s) in	Assessed
DOID:4626	Hydranencephaly	20548	281616	nudE neurodevelopment protein 1	gene with protein product	NDE1	Disease-causing germline mutation(s) in	Assessed
DOID:14415	Legg-Calvé-Perthes disease	15769	120710	collagen type II alpha 1 chain	gene with protein product	COL2A1	Disease-causing germline mutation(s) in	Assessed
DOID:0050569	Seckel syndrome	15333	118896	ATR serine/threonine kinase	gene with protein product	ATR	Disease-causing germline mutation(s) in	Assessed
DOID:0050569	Seckel syndrome	15432	119336	centromere protein J	gene with protein product	CENPJ	Disease-causing germline mutation(s) in	Assessed
DOID:0050569	Seckel syndrome	17281	159181	pericentrin	gene with protein product	PCNT	Candidate gene tested in	Not yet assessed
DOID:0050569	Seckel syndrome	19341	240669	centrosomal protein 152	gene with protein product	CEP152	Disease-causing germline mutation(s) in	Assessed
DOID:0050569	Seckel syndrome	20823	292698	RB binding protein 8, endonuclease	gene with protein product	RBBP8	Disease-causing germline mutation(s) in	Assessed
DOID:0050569	Seckel syndrome	21613	318853	ATR interacting protein	gene with protein product	ATRIP	Disease-causing germline mutation(s) in	Assessed
DOID:0050569	Seckel syndrome	23091	419081	centromere protein E	gene with protein product	CENPE	Disease-causing germline mutation(s) in	Not yet assessed
DOID:0050569	Seckel syndrome	23133	422336	polo like kinase 4	gene with protein product	PLK4	Disease-causing germline mutation(s) (loss of function) in	Not yet assessed
DOID:0050569	Seckel syndrome	23603	448855	TRAF interacting protein	gene with protein product	TRAIP	Disease-causing germline mutation(s) (loss of function) in	Assessed
