hp_code	hp_term	mesh_code
HP:0003763	Bruxism	MESH:D002012
HP:0100654	Retrobulbar optic neuritis	MESH:D009902
HP:0000939	Osteoporosis	MESH:D010024
HP:0002242	Abnormality of the intestine	MESH:D007410
HP:0000520	Proptosis	MESH:D005094
HP:0004602	Cervical C2/C3 vertebral fusion	MESH:D007714
HP:0002202	Pleural effusion	MESH:D010996
HP:0006918	Diffuse cerebral sclerosis	MESH:D002549
HP:0006988	Alobar holoprosencephaly	MESH:D016142
HP:0003239	Phosphoethanolaminuria	MESH:C562646
HP:0000796	Urethral obstruction	MESH:D014524
HP:0001254	Lethargy	MESH:D053609
HP:0001653	Mitral regurgitation	MESH:D008944
HP:0000969	Edema	MESH:D004487
HP:0009792	Teratoma	MESH:D013724
HP:0007475	Congenital bullous ichthyosiform erythroderma	MESH:D017488
HP:0200026	Ocular pain	MESH:D058447
HP:0010980	Hyperlipoproteinemia	MESH:D006951
HP:0000506	Telecanthus	MESH:C562941
HP:0004749	Atrial flutter	MESH:D001282
HP:0011068	Odontoma	MESH:D009810
HP:0010536	Central sleep apnea	MESH:D020182
HP:0001901	Polycythemia	MESH:D011086
HP:0100647	Graves disease	MESH:D006111
HP:0000265	Mastoiditis	MESH:D008417
HP:0000679	Taurodontia	MESH:C536946
HP:0002586	Peritonitis	MESH:D010538
HP:0100774	Hyperostosis	MESH:D015576
HP:0012218	Alveolar soft part sarcoma	MESH:D018234
HP:0045041	Lactate dehydrogenase B deficiency	MESH:C563641
HP:0001250	Seizures	MESH:D012640
HP:0001250	Seizures	MESH:D004827
HP:0011622	Inlet ventricular septal defect	MESH:C535974
HP:0002206	Pulmonary fibrosis	MESH:D011658
HP:0030883	Femoroacetabular Impingement	MESH:D057925
HP:0400007	Polymenorrhea	MESH:D008599
HP:0030716	Acrania	MESH:D009436
HP:0000971	Abnormality of the sweat gland	MESH:D013543
HP:0005990	Thyroid hypoplasia	MESH:D050033
HP:0010786	Urinary tract neoplasm	MESH:D014571
HP:0001742	Nasal obstruction	MESH:D015508
HP:0011536	Right atrial isomerism	MESH:D059446
HP:0000224	Decreased taste sensation	MESH:D000370
HP:0005323	Hemifacial hypertrophy	MESH:D005621
HP:0005323	Hemifacial hypertrophy	MESH:C563014
HP:0010871	Sensory ataxia	MESH:D001259
HP:0012399	Pressure ulcer	MESH:D003668
HP:0000538	Pseudopapilledema	MESH:C562401
HP:0012221	Pretibial blistering	MESH:C535494
HP:0012121	Panuveitis	MESH:D015864
HP:0007957	Corneal opacity	MESH:D003318
HP:0030016	Dyspareunia	MESH:D004414
HP:0011110	Tonsillitis	MESH:D014069
HP:0006802	Abnormal anterior horn cell morphology	MESH:D016472
HP:0001543	Gastroschisis	MESH:D020139
HP:0002961	Dysgammaglobulinemia	MESH:D004406
HP:0007716	Intraocular melanoma	MESH:C536494
HP:0010906	Hyperhistidinemia	MESH:C538320
HP:0011848	Abdominal colic	MESH:D003085
HP:0008341	Distal renal tubular acidosis	MESH:D000141
HP:0100881	Congenital mesoblastic nephroma	MESH:D018201
HP:0012395	Seasonal allergy	MESH:D006255
HP:0004912	Hypophosphatemic rickets	MESH:D063730
HP:0001638	Cardiomyopathy	MESH:D009202
HP:0000230	Gingivitis	MESH:D005891
HP:0100678	Premature skin wrinkling	MESH:D015595
HP:0008181	Abetalipoproteinemia	MESH:D000012
HP:0100626	Chronic hepatic failure	MESH:D058625
HP:0012159	Internal carotid artery dissection	MESH:D020215
HP:0100743	Neoplasm of the rectum	MESH:D012004
HP:0002037	Inflammation of the large intestine	MESH:D015212
HP:0001884	Talipes calcaneovalgus	MESH:D005413
HP:0000526	Aniridia	MESH:D015783
HP:0000132	Menorrhagia	MESH:D008595
HP:0001618	Dysphonia	MESH:D055154
HP:0012019	Lens luxation	MESH:D007906
HP:0001159	Syndactyly	MESH:D013576
HP:0004415	Pulmonary artery stenosis	MESH:D000071079
HP:0001339	Lissencephaly	MESH:D054082
HP:0002373	Febrile seizures	MESH:D003294
HP:0001640	Cardiomegaly	MESH:D006332
HP:0002510	Spastic tetraplegia	MESH:D011782
HP:0001682	Subaortic stenosis	MESH:D001020
HP:0011999	Paranoia	MESH:D010259
HP:0002463	Language impairment	MESH:D007806
HP:0010822	Scintillating scotoma	MESH:D012607
HP:0002131	Episodic ataxia	MESH:C580065
HP:0000410	Mixed hearing impairment	MESH:D046089
HP:0005948	Cystic lung disease	MESH:C563237
HP:0100665	Angioedema	MESH:D000799
HP:0100843	Glioblastoma	MESH:D005909
HP:0010770	Pilonidal fistula	MESH:D010864
HP:0003034	Diaphyseal sclerosis	MESH:D003966
HP:0002607	Bowel incontinence	MESH:D005242
HP:0000980	Pallor	MESH:D010167
HP:0001276	Hypertonia	MESH:D009122
HP:0008970	Scapulohumeral muscular dystrophy	MESH:C562932
HP:0002174	Postural tremor	MESH:D014202
HP:0012317	Sacroiliac arthritis	MESH:C563037
HP:0000956	Acanthosis nigricans	MESH:D000052
HP:0003737	Mitochondrial myopathy	MESH:D017240
HP:0002655	Spondyloepiphyseal dysplasia	MESH:D010009
HP:0200120	Chronic active hepatitis	MESH:D006521
HP:0010959	Congenital cystic adenomatoid malformation of the lung	MESH:D015615
HP:0000820	Abnormality of the thyroid gland	MESH:D013959
HP:0030711	Hydrocolpos	MESH:D052202
HP:0003607	4-Hydroxyphenylacetic aciduria	MESH:C535315
HP:0002148	Hypophosphatemia	MESH:D017674
HP:0004418	Thrombophlebitis	MESH:D013924
HP:0001331	Absent septum pellucidum	MESH:C535562
HP:0000597	Ophthalmoparesis	MESH:D009886
HP:0000818	Abnormality of the endocrine system	MESH:D004700
HP:0010886	Osteochondritis Dissecans	MESH:D010008
HP:0004388	Microcolon	MESH:C562563
HP:0010544	Vertical nystagmus	MESH:D009759
HP:0001269	Hemiparesis	MESH:D010291
HP:0000843	Hyperparathyroidism	MESH:D006961
HP:0002229	Alopecia areata	MESH:D000506
HP:0004755	Supraventricular tachycardia	MESH:D013617
HP:0200043	Verrucae	MESH:D014860
HP:0011892	Vitamin K deficiency	MESH:D014813
HP:0012618	Urachal cyst	MESH:D014496
HP:0011947	Respiratory tract infection	MESH:D012141
HP:0045047	HbS hemoglobin	MESH:D006451
HP:0001706	Endocardial fibroelastosis	MESH:D004695
HP:0030078	Lung adenocarcinoma	MESH:C538231
HP:0030160	Cervicitis	MESH:D002575
HP:0006744	Adrenocortical carcinoma	MESH:D018268
HP:0001601	Laryngomalacia	MESH:D055092
HP:0030432	Chondroblastoma	MESH:D002804
HP:0001278	Orthostatic hypotension	MESH:D007024
HP:0100633	Esophagitis	MESH:D004941
HP:0012315	Histiocytoma	MESH:D051642
HP:0001662	Bradycardia	MESH:D001919
HP:0001604	Vocal cord paresis	MESH:D014826
HP:0100808	Gastric diverticulum	MESH:D013273
HP:0009771	Osteolytic defects of the phalanges of the hand	MESH:D030981
HP:0100012	Neoplasm of the eye	MESH:D005134
HP:0004746	Glomerular subendothelial electron-dense deposits	MESH:D015432
HP:0007185	Loss of consciousness	MESH:D014474
HP:0003057	Tetraamelia	MESH:C536498
HP:0012416	Hypercapnia	MESH:D006935
HP:0012538	Gluten intolerance	MESH:D002446
HP:0002657	Spondylometaphyseal dysplasia	MESH:C537501
HP:0005293	Venous insufficiency	MESH:D014689
HP:0002650	Scoliosis	MESH:D013121
HP:0003220	Abnormality of chromosome stability	MESH:D019457
HP:0003326	Myalgia	MESH:D063806
HP:0100013	Neoplasm of the breast	MESH:D001943
HP:0100723	Gastrointestinal stroma tumor	MESH:D046152
HP:0000656	Ectropion	MESH:D004483
HP:0000026	Male hypogonadism	MESH:D005058
HP:0000752	Hyperactivity	MESH:D006948
HP:0005505	Refractory anemia	MESH:D000753
HP:0002300	Mutism	MESH:D009155
HP:0000510	Rod-cone dystrophy	MESH:D012174
HP:0007099	Arnold-Chiari type I malformation	MESH:D001139
HP:0006699	Premature atrial contractions	MESH:D018880
HP:0000988	Skin rash	MESH:D005076
HP:0000750	Delayed speech and language development	MESH:D007805
HP:0002748	Rickets	MESH:D012279
HP:0100497	Vitamin B3 deficiency	MESH:D010383
HP:0000603	Central scotoma	MESH:D012607
HP:0010532	Paroxysmal vertigo	MESH:D014717
HP:0006775	Multiple myeloma	MESH:D009101
HP:0006775	Multiple myeloma	MESH:D010954
HP:0000978	Bruising susceptibility	MESH:D004438
HP:0100651	Type I diabetes mellitus	MESH:D003922
HP:0002970	Genu varum	MESH:D056305
HP:0011100	Intestinal atresia	MESH:D007409
HP:0003761	Calcinosis	MESH:D002114
HP:0100658	Cellulitis	MESH:D017192
HP:0100658	Cellulitis	MESH:D002481
HP:0001683	Ectopia cordis	MESH:D054083
HP:0000083	Renal insufficiency	MESH:D051437
HP:0030403	Spontaneous platelet aggregation	MESH:C566800
HP:0100010	Spinal meningioma	MESH:D008579
HP:0011160	Gustatory auras	MESH:D006212
HP:0100522	Thymoma	MESH:D013945
HP:0012329	Tufted angioma	MESH:C536924
HP:0010474	Bladder stones	MESH:D001744
HP:0012672	Akinetic mutism	MESH:D000405
HP:0001402	Hepatocellular carcinoma	MESH:D006528
HP:0007939	Blue cone monochromacy	MESH:C536238
HP:0004383	Hypoplastic left heart	MESH:D018636
HP:0011171	Simple febrile seizures	MESH:D003294
HP:0001631	Atrial septal defect	MESH:D006344
HP:0001395	Hepatic fibrosis	MESH:D008103
HP:0004841	Reduced factor XII activity	MESH:D005175
HP:0001587	Primary ovarian failure	MESH:D016649
HP:0001982	Sea-blue histiocytosis	MESH:D012618
HP:0012062	Bone cyst	MESH:D001845
HP:0012196	Cheyne-Stokes respiration	MESH:D002639
HP:0005952	Decreased pulmonary function	MESH:D012131
HP:0002821	Neuropathic arthropathy	MESH:D001177
HP:0000616	Miosis	MESH:D015877
HP:0005890	Hyperostosis cranialis interna	MESH:C564168
HP:0100867	Duodenal stenosis	MESH:C535720
HP:0000982	Palmoplantar keratoderma	MESH:D007645
HP:0004392	Prune belly	MESH:D011535
HP:0002273	Tetraparesis	MESH:D011782
HP:0002247	Duodenal atresia	MESH:C535720
HP:0002380	Fasciculations	MESH:D005207
HP:0010562	Keloids	MESH:D007627
HP:0100264	Proximal symphalangism	MESH:C536223
HP:0000973	Cutis laxa	MESH:C531660
HP:0000973	Cutis laxa	MESH:D003483
HP:0011153	Focal motor seizures	MESH:D020938
HP:0010548	Percussion myotonia	MESH:D009222
HP:0000107	Renal cyst	MESH:D052177
HP:0010526	Dysgraphia	MESH:D000381
HP:0000483	Astigmatism	MESH:D001251
HP:0030068	Olfactory esthesioneuroblastoma	MESH:D018304
HP:0030521	Bitemporal hemianopia	MESH:D006423
HP:0100027	Recurrent pancreatitis	MESH:D050500
HP:0002897	Parathyroid adenoma	MESH:D010282
HP:0006749	Malignant gastrointestinal tract tumors	MESH:D005770
HP:0001518	Small for gestational age	MESH:D007230
HP:0030408	Pineoblastoma	MESH:D010871
HP:0002570	Steatorrhea	MESH:D045602
HP:0001541	Ascites	MESH:D001201
HP:0005428	Severe recurrent varicella	MESH:C563458
HP:0001100	Heterochromia iridis	MESH:C538115
HP:0030784	Anomia	MESH:D000849
HP:0001658	Myocardial infarction	MESH:D009203
HP:0100792	Acantholysis	MESH:D000051
HP:0001363	Craniosynostosis	MESH:D003398
HP:0012325	Chronic myelomonocytic leukemia	MESH:D015477
HP:0003076	Glycosuria	MESH:D006029
HP:0002132	Porencephaly	MESH:D065708
HP:0005526	Lymphoid leukemia	MESH:D007945
HP:0011332	Hemifacial hypoplasia	MESH:D006053
HP:0100769	Synovitis	MESH:D013585
HP:0010448	Colonic atresia	MESH:C562562
HP:0030148	Heart murmur	MESH:D006337
HP:0002900	Hypokalemia	MESH:D007008
HP:0100746	Macrodactyly of finger	MESH:C537720
HP:0002898	Embryonal neoplasm	MESH:D009373
HP:0005863	Type E brachydactyly	MESH:C566194
HP:0009800	Maternal diabetes	MESH:D016640
HP:0001919	Acute kidney injury	MESH:D058186
HP:0002251	Aganglionic megacolon	MESH:D006627
HP:0002251	Aganglionic megacolon	MESH:D008531
HP:0009760	Antecubital pterygium	MESH:C566738
HP:0012534	Dysesthesia	MESH:D010292
HP:0004845	Acute monocytic leukemia	MESH:D007948
HP:0002077	Migraine with aura	MESH:D020325
HP:0010524	Agnosia	MESH:D000377
HP:0002519	Hypnagogic hallucinations	MESH:D006212
HP:0100575	Neoplasm of the gallbladder	MESH:D005706
HP:0000876	Oligomenorrhea	MESH:D009839
HP:0009125	Lipodystrophy	MESH:D008060
HP:0008256	Adrenocortical adenoma	MESH:D018246
HP:0005986	Limitation of neck motion	MESH:D009127
HP:0000576	Centrocecal scotoma	MESH:D012607
HP:0002343	Normal pressure hydrocephalus	MESH:D006850
HP:0011604	Aortopulmonary window	MESH:D001028
HP:0012636	Retinal vein occlusion	MESH:D012170
HP:0001095	Hypertensive retinopathy	MESH:D058437
HP:0010522	Dyslexia	MESH:D004410
HP:0002102	Pleuritis	MESH:D010998
HP:0030248	Mesenteric venous thrombosis	MESH:D065666
HP:0002076	Migraine	MESH:D008881
HP:0000620	Dacryocystitis	MESH:D003607
HP:0000970	Anhidrosis	MESH:D007007
HP:0002197	Generalized seizures	MESH:D012640
HP:0008660	Renotubular dysgenesis	MESH:C537048
HP:0100883	Chorangioma	MESH:D006391
HP:0006689	Bacterial endocarditis	MESH:D004697
HP:0001789	Hydrops fetalis	MESH:D015160
HP:0001913	Granulocytopenia	MESH:D000380
HP:0012254	Ewing&apos;s sarcoma	MESH:D012512
HP:0012154	Anhedonia	MESH:D059445
HP:0040181	Chapped lip	MESH:D019557
HP:0004864	Refractory sideroblastic anemia	MESH:D000756
HP:0003302	Spondylolisthesis	MESH:D013168
HP:0012740	Papilloma	MESH:D010212
HP:0007263	Spinocerebellar atrophy	MESH:D020754
HP:0001260	Dysarthria	MESH:D004401
HP:0000556	Retinal dystrophy	MESH:D058499
HP:0000278	Retrognathia	MESH:D063173
HP:0030426	Ossifying fibroma	MESH:D018214
HP:0000028	Cryptorchidism	MESH:D003456
HP:0001945	Fever	MESH:D005334
HP:0008288	Nonketotic hyperglycinemia	MESH:D020158
HP:0000027	Azoospermia	MESH:D053713
HP:0000828	Abnormality of the parathyroid gland	MESH:D010279
HP:0030067	Peripheral primitive neuroectodermal neoplasm	MESH:D018241
HP:0007188	Congenital facial diplegia	MESH:C531747
HP:0100263	Distal symphalangism	MESH:C566099
HP:0005321	Mandibulofacial dysostosis	MESH:D008342
HP:0007268	Aprosencephaly	MESH:D000757
HP:0008000	Decreased corneal reflex	MESH:D012021
HP:0100632	Pulmonary sequestration	MESH:D001998
HP:0000501	Glaucoma	MESH:D005901
HP:0006782	Malignant eosinophil proliferation	MESH:C565054
HP:0012578	Membranous nephropathy	MESH:D015433
HP:0012441	Sphincter of Oddi dyskinesia	MESH:D046628
HP:0001888	Lymphopenia	MESH:D008231
HP:0011095	Overjet	MESH:D057887
HP:0008711	Benign prostatic hyperplasia	MESH:D011470
HP:0006824	Cranial nerve paralysis	MESH:D003389
HP:0011445	Athetoid cerebral palsy	MESH:D002547
HP:0010891	Morbus Scheuermann	MESH:D012544
HP:0011736	Primary hyperaldosteronism	MESH:D006929
HP:0100699	Scarring	MESH:D002921
HP:0009796	Branchial cyst	MESH:D001935
HP:0001583	Rotary nystagmus	MESH:D009759
HP:0000768	Pectus carinatum	MESH:D066166
HP:0012592	Albuminuria	MESH:D000419
HP:0009734	Optic glioma	MESH:D020339
HP:0000840	Adrenogenital syndrome	MESH:D047808
HP:0100697	Neurofibrosarcoma	MESH:D009442
HP:0100697	Neurofibrosarcoma	MESH:D018319
HP:0040262	Glue ear	MESH:D010034
HP:0004872	Incisional hernia	MESH:D000069290
HP:0002580	Volvulus	MESH:D045822
HP:0000568	Microphthalmia	MESH:D008850
HP:0011841	Ventricular flutter	MESH:D054141
HP:0001134	Anterior polar cataract	MESH:C538282
HP:0002253	Colonic diverticula	MESH:D004241
HP:0002253	Colonic diverticula	MESH:D043963
HP:0001087	Congenital glaucoma	MESH:D006871
HP:0012005	Deja vu	MESH:D003690
HP:0100598	Pulmonary edema	MESH:D011654
HP:0009755	Ankyloblepharon	MESH:C536373
HP:0010445	Primum atrial septal defect	MESH:C536112
HP:0010445	Primum atrial septal defect	MESH:C548006
HP:0011998	Postprandial hyperglycemia	MESH:D006943
HP:0010784	Uterine neoplasm	MESH:D014594
HP:0011747	Abnormality of the anterior pituitary	MESH:D010900
HP:0012123	Posterior uveitis	MESH:D015866
HP:0012123	Posterior uveitis	MESH:D002833
HP:0001511	Intrauterine growth retardation	MESH:D007236
HP:0001511	Intrauterine growth retardation	MESH:D005317
HP:0040141	Tardive dyskinesia	MESH:D000071057
HP:0000957	Cafe-au-lait spot	MESH:D019080
HP:0100814	Blue nevus	MESH:D049328
HP:0006461	Proximal femoral epiphysiolysis	MESH:D060048
HP:0004950	Peripheral arterial disease	MESH:D058729
HP:0004950	Peripheral arterial disease	MESH:D016491
HP:0001959	Polydipsia	MESH:D059606
HP:0004319	Decreased circulating aldosterone level	MESH:D006994
HP:0009372	Type A2 brachydactyly	MESH:C537089
HP:0001249	Intellectual disability	MESH:D008607
HP:0011088	Dens in dente	MESH:D003719
HP:0030529	Ring scotoma	MESH:D012607
HP:0000150	Gonadoblastoma	MESH:D018238
HP:0002203	Respiratory paralysis	MESH:D012133
HP:0009806	Nephrogenic diabetes insipidus	MESH:D018500
HP:0011098	Speech apraxia	MESH:D001072
HP:0000473	Torticollis	MESH:D014103
HP:0001824	Weight loss	MESH:D015431
HP:0005550	Chronic lymphatic leukemia	MESH:D015451
HP:0000554	Uveitis	MESH:D014605
HP:0003233	Hypoalphalipoproteinemia	MESH:D052456
HP:0011447	Hyposegmentation of neutrophil nuclei	MESH:D010381
HP:0030207	Paradoxical respiration	MESH:D005409
HP:0005266	Intestinal polyp	MESH:D007417
HP:0009071	Inflammatory myopathy	MESH:D009220
HP:0007968	Remnants of the hyaloid vascular system	MESH:D054514
HP:0005261	Joint hemorrhage	MESH:D006395
HP:0001022	Albinism	MESH:D000417
HP:0002367	Visual hallucinations	MESH:D006212
HP:0030709	Myelocystocele	MESH:D008591
HP:0008064	Ichthyosis	MESH:D007057
HP:0000826	Precocious puberty	MESH:D011629
HP:0030765	Sleep terror	MESH:D020184
HP:0010518	Thyroglossal cyst	MESH:D013955
HP:0000934	Chondrocalcinosis	MESH:D002805
HP:0001107	Ocular albinism	MESH:D016117
HP:0007354	Amyotrophic lateral sclerosis	MESH:D000690
HP:0001822	Hallux valgus	MESH:D000071378
HP:0001822	Hallux valgus	MESH:D006215
HP:0003193	Allergic rhinitis	MESH:D065631
HP:0001871	Abnormality of blood and blood-forming tissues	MESH:D006402
HP:0011540	Congenitally corrected transposition of the great arteries	MESH:C535426
HP:0002105	Hemoptysis	MESH:D006469
HP:0003353	Propionyl-CoA carboxylase deficiency	MESH:D056693
HP:0040113	Old-aged sensorineural hearing impairment	MESH:D011304
HP:0000565	Esotropia	MESH:D004948
HP:0100787	Prostate neoplasm	MESH:D011471
HP:0012203	Onychomycosis	MESH:D014009
HP:0012181	Entrapment neuropathy	MESH:D009408
HP:0000695	Natal tooth	MESH:D009306
HP:0001987	Hyperammonemia	MESH:D022124
HP:0011846	Osteoblastoma	MESH:D018215
HP:0005523	Lymphoproliferative disorder	MESH:D008232
HP:0002063	Rigidity	MESH:D009127
HP:0000651	Diplopia	MESH:D004172
HP:0012407	Scissor gait	MESH:D020233
HP:0005306	Capillary hemangiomas	MESH:D018324
HP:0001989	Fetal akinesia sequence	MESH:C536647
HP:0012028	Hepatocellular adenoma	MESH:D018248
HP:0100255	Metaphyseal dysplasia	MESH:C536252
HP:0002277	Horner syndrome	MESH:D006732
HP:0009918	Ectopia pupillae	MESH:C536185
HP:0010762	Chordoma	MESH:D002817
HP:0002487	Hyperkinesis	MESH:D013035
HP:0002487	Hyperkinesis	MESH:D006948
HP:0100890	Cyst of the ductus choledochus	MESH:D015529
HP:0000590	Progressive external ophthalmoplegia	MESH:D017246
HP:0030853	Heterotaxy	MESH:D059446
HP:0001259	Coma	MESH:D003128
HP:0011885	Hemorrhage of the eye	MESH:D005130
HP:0010514	Hyperpituitarism	MESH:D006964
HP:0000833	Glucose intolerance	MESH:D018149
HP:0001394	Cirrhosis	MESH:D008103
HP:0001654	Abnormality of the heart valves	MESH:D006349
HP:0002558	Supernumerary nipple	MESH:C562557
HP:0000805	Enuresis	MESH:D004775
HP:0001953	Diabetic ketoacidosis	MESH:D016883
HP:0000718	Aggressive behavior	MESH:D000374
HP:0000716	Depression	MESH:D003866
HP:0002836	Bladder exstrophy	MESH:D001746
HP:0000123	Nephritis	MESH:D009393
HP:0100727	Histiocytosis	MESH:D015614
HP:0100684	Salivary gland neoplasm	MESH:D012468
HP:0030520	Binasal hemianopia	MESH:D006423
HP:0001009	Telangiectasia	MESH:D013684
HP:0002133	Status epilepticus	MESH:D013226
HP:0007479	Congenital nonbullous ichthyosiform erythroderma	MESH:D017490
HP:0002812	Coxa vara	MESH:D060905
HP:0040075	Hypopituitarism	MESH:D007018
HP:0010447	Anal fistula	MESH:D012003
HP:0001094	Iridocyclitis	MESH:D015863
HP:0012024	Hypergalactosemia	MESH:D005693
HP:0002039	Anorexia	MESH:D000855
HP:0012119	Methemoglobinemia	MESH:D008708
HP:0040188	Osteochondrosis	MESH:D055034
HP:0000070	Ureterocele	MESH:D014518
HP:0012861	Ovotestis	MESH:D050090
HP:0100638	Neoplasm of the pharynx	MESH:D010610
HP:0000317	Facial myokymia	MESH:D005155
HP:0030830	Rales	MESH:D012135
HP:0006743	Embryonal rhabdomyosarcoma	MESH:D018233
HP:0000953	Hyperpigmentation of the skin	MESH:D017495
HP:0030773	Internuclear ophthalmoplegia	MESH:D015835
HP:0012396	Biliary dyskinesia	MESH:D001657
HP:0005994	Nodular goiter	MESH:D006044
HP:0001052	Nevus flammeus	MESH:D019339
HP:0002617	Aneurysm	MESH:D000783
HP:0000618	Blindness	MESH:D001766
HP:0012387	Bronchitis	MESH:D001991
HP:0000722	Obsessive-compulsive behavior	MESH:D003192
HP:0000722	Obsessive-compulsive behavior	MESH:D009771
HP:0001357	Plagiocephaly	MESH:D049068
HP:0001357	Plagiocephaly	MESH:D059041
HP:0012026	Hyperornithinemia	MESH:D015799
HP:0002018	Nausea	MESH:D009325
HP:0100601	Eclampsia	MESH:D004461
HP:0002408	Cerebral arteriovenous malformation	MESH:D002538
HP:0000733	Stereotypy	MESH:D013239
HP:0000733	Stereotypy	MESH:D019956
HP:0030770	Craniorachischisis	MESH:D009436
HP:0012077	Histrionic personality disorder	MESH:D006677
HP:0100733	Neoplasm of the parathyroid gland	MESH:D010282
HP:0007379	Neoplasm of the genitourinary tract	MESH:D014565
HP:0000558	Rieger anomaly	MESH:C535679
HP:0012876	Premature ejaculation	MESH:D061686
HP:0008629	Pulsatile tinnitus	MESH:D014012
HP:0007802	Granular corneal dystrophy	MESH:D003317
HP:0100747	Macrodactyly of toe	MESH:C537719
HP:0001101	Iritis	MESH:D007500
HP:0002542	Olivopontocerebellar atrophy	MESH:D009849
HP:0030683	Vaginitis	MESH:D014627
HP:0010310	Chylothorax	MESH:D002916
HP:0005160	Total anomalous pulmonary venous return	MESH:D012587
HP:0030712	Uterine synechiae	MESH:D006175
HP:0000362	Otosclerosis	MESH:D010040
HP:0012490	Panniculitis	MESH:D015434
HP:0003228	Hypernatremia	MESH:D006955
HP:0007803	Monochromacy	MESH:D003117
HP:0007803	Monochromacy	MESH:C536128
HP:0003396	Syringomyelia	MESH:D013595
HP:0030665	Rubral tremor	MESH:D001259
HP:0030694	Pineal parenchymal cell neoplasm	MESH:D010871
HP:0010614	Fibroma	MESH:D005350
HP:0200123	Chronic hepatitis	MESH:D006521
HP:0009827	Amelia	MESH:D004480
HP:0006766	Papillary renal cell carcinoma	MESH:D002292
HP:0005242	Extrahepatic biliary duct atresia	MESH:D001656
HP:0006702	Spontaneous coronary artery dissection	MESH:C565153
HP:0006897	Cranial nerve VI palsy	MESH:C564661
HP:0006897	Cranial nerve VI palsy	MESH:D020434
HP:0011419	Placental abruption	MESH:D000037
HP:0004934	Vascular calcification	MESH:D061205
HP:0030449	Therapeutic abortion	MESH:D000032
HP:0001062	Atypical nevus	MESH:D004416
HP:0009797	Cholesteatoma	MESH:D002781
HP:0001014	Angiokeratoma	MESH:D000794
HP:0008551	Microtia	MESH:D065817
HP:0000021	Megacystis	MESH:C536139
HP:0011067	Mesiodens	MESH:D014096
HP:0030158	Cervical ectropion	MESH:D002579
HP:0007024	Pseudobulbar paralysis	MESH:D020828
HP:0001369	Arthritis	MESH:D001168
HP:0001057	Aplasia cutis congenita	MESH:D004476
HP:0001920	Renal artery stenosis	MESH:D012078
HP:0001882	Leukopenia	MESH:D007970
HP:0001132	Lens subluxation	MESH:D007906
HP:0011782	Thyroid crisis	MESH:D013958
HP:0001172	Abnormality of the thumb	MESH:C536903
HP:0012330	Pyelonephritis	MESH:D011704
HP:0010780	Hyperacusis	MESH:D012001
HP:0007544	Piebaldism	MESH:D016116
HP:0000642	Red-green dyschromatopsia	MESH:D003117
HP:0005263	Gastritis	MESH:D005756
HP:0010615	Angiofibromas	MESH:D018322
HP:0000017	Nocturia	MESH:D053158
HP:0005901	Chronic recurrent multifocal osteomyelitis	MESH:C535456
HP:0003072	Hypercalcemia	MESH:D006934
HP:0000405	Conductive hearing impairment	MESH:D006314
HP:0011069	Increased number of teeth	MESH:D014096
HP:0009726	Renal neoplasm	MESH:D007680
HP:0011496	Corneal neovascularization	MESH:D016510
HP:0000498	Blepharitis	MESH:D001762
HP:0011951	Aspiration pneumonia	MESH:D011015
HP:0011331	Hemifacial atrophy	MESH:D005150
HP:0007850	Retinal vascular proliferation	MESH:D015861
HP:0003298	Spina bifida occulta	MESH:D016136
HP:0007570	Hyperkeratosis lenticularis perstans	MESH:C538377
HP:0004417	Intermittent claudication	MESH:D007383
HP:0100762	Hemobilia	MESH:D006431
HP:0001085	Papilledema	MESH:D010211
HP:0007755	Juvenile epithelial corneal dystrophy	MESH:D053559
HP:0002521	Hypsarrhythmia	MESH:D013036
HP:0000453	Choanal atresia	MESH:D002754
HP:0008689	Bilateral cryptorchidism	MESH:D003456
HP:0100742	Vascular neoplasm	MESH:D009383
HP:0100742	Vascular neoplasm	MESH:D019043
HP:0008250	Infantile hypercalcemia	MESH:C562999
HP:0000003	Multicystic kidney dysplasia	MESH:D021782
HP:0001891	Iron deficiency anemia	MESH:D018798
HP:0012741	Unilateral cryptorchidism	MESH:D003456
HP:0009732	Plexiform neurofibroma	MESH:D018318
HP:0006280	Chronic pancreatitis	MESH:D050500
HP:0030392	Choroid plexus carcinoma	MESH:C562943
HP:0012446	Low CSF 5-methyltetrahydrofolate	MESH:C567791
HP:0002979	Bowing of the legs	MESH:D056305
HP:0005531	Biphenotypic acute leukaemia	MESH:D015456
HP:0100614	Myositis	MESH:D009220
HP:0002573	Hematochezia	MESH:D006471
HP:0001967	Diffuse mesangial sclerosis	MESH:C537346
HP:0002576	Intussusception	MESH:D007443
HP:0000126	Hydronephrosis	MESH:D006869
HP:0011505	Cystoid macular edema	MESH:D008269
HP:0010497	Sirenomelia	MESH:D004480
HP:0100324	Scleroderma	MESH:D012594
HP:0011703	Sinus tachycardia	MESH:D013616
HP:0001650	Aortic valve stenosis	MESH:D001024
HP:0100602	Preeclampsia	MESH:D011225
HP:0002019	Constipation	MESH:D003248
HP:0002762	Multiple exostoses	MESH:D005097
HP:0012378	Fatigue	MESH:D005221
HP:0001734	Annular pancreas	MESH:C536376
HP:0002355	Difficulty walking	MESH:D051346
HP:0001342	Cerebral hemorrhage	MESH:D020300
HP:0001342	Cerebral hemorrhage	MESH:D002543
HP:0001300	Parkinsonism	MESH:D020734
