orphanet_code	orphanet_term	hp_code	hp_term
DOID:14669	Acrodysostosis	HP:0001163	Abnormality of the metacarpal bones
DOID:14669	Acrodysostosis	HP:0001249	Intellectual disability
DOID:14669	Acrodysostosis	HP:0001597	Abnormality of the nail
DOID:14669	Acrodysostosis	HP:0001831	Short toe
DOID:14669	Acrodysostosis	HP:0002818	Abnormality of the radius
DOID:14669	Acrodysostosis	HP:0002983	Micromelia
DOID:14669	Acrodysostosis	HP:0002984	Hypoplasia of the radius
DOID:14669	Acrodysostosis	HP:0002997	Abnormality of the ulna
DOID:14669	Acrodysostosis	HP:0003022	Hypoplasia of the ulna
DOID:14669	Acrodysostosis	HP:0003196	Short nose
DOID:14669	Acrodysostosis	HP:0003312	Abnormal form of the vertebral bodies
DOID:14669	Acrodysostosis	HP:0003416	Spinal canal stenosis
DOID:14669	Acrodysostosis	HP:0004322	Short stature
DOID:14669	Acrodysostosis	HP:0005280	Depressed nasal bridge
DOID:14669	Acrodysostosis	HP:0005616	Accelerated skeletal maturation
DOID:14669	Acrodysostosis	HP:0009830	Peripheral neuropathy
DOID:14669	Acrodysostosis	HP:0010049	Short metacarpal
DOID:14669	Acrodysostosis	HP:0010579	Cone-shaped epiphysis
DOID:14669	Acrodysostosis	HP:0010655	Epiphyseal stippling
DOID:14669	Acrodysostosis	HP:0010743	Short metatarsal
DOID:14669	Acrodysostosis	HP:0010807	Open bite
DOID:14669	Acrodysostosis	HP:0010978	Abnormality of immune system physiology
DOID:14669	Acrodysostosis	HP:0011800	Midface retrusion
DOID:0060327	Omphalocele	HP:0001539	Omphalocele
DOID:0060327	Omphalocele	HP:0001622	Premature birth
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000046	Scrotal hypoplasia
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000135	Hypogonadism
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000233	Thin vermilion border
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000271	Abnormality of the face
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000322	Short philtrum
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000368	Low-set, posteriorly rotated ears
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000470	Short neck
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000490	Deeply set eye
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0000664	Synophrys
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0001249	Intellectual disability
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0002162	Low posterior hairline
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0002714	Downturned corners of mouth
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0002808	Kyphosis
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0002857	Genu valgum
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0003196	Short nose
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0003298	Spina bifida occulta
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0004349	Reduced bone mineral density
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0006610	Wide intermamillary distance
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0008551	Microtia
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0008625	Severe sensorineural hearing impairment
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0008736	Hypoplasia of penis
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0010306	Short thorax
Orphanet:2983	Disorder of sex development-intellectual disability syndrome	HP:0010720	Abnormal hair pattern
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000028	Cryptorchidism
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000154	Wide mouth
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000175	Cleft palate
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000204	Cleft upper lip
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000219	Thin upper lip vermilion
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000252	Microcephaly
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000319	Smooth philtrum
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000369	Low-set ears
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000384	Preauricular skin tag
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000407	Sensorineural hearing impairment
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000413	Atresia of the external auditory canal
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000463	Anteverted nares
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000494	Downslanted palpebral fissures
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000722	Obsessive-compulsive behavior
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000750	Delayed speech and language development
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0000767	Pectus excavatum
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001263	Global developmental delay
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001274	Agenesis of corpus callosum
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001276	Hypertonia
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001328	Specific learning disability
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001360	Holoprosencephaly
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001629	Ventricular septal defect
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001631	Atria septal defect
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0001762	Talipes equinovarus
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0002020	Gastroesophageal reflux
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0002119	Ventriculomegaly
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0002197	Generalized seizures
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0002263	Exaggerated cupid's bow
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0002269	Abnormality of neuronal migration
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0002353	EEG abnormality
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0003196	Short nose
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0004322	Short stature
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0005280	Depressed nasal bridge
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0009914	Cyclopia
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0010508	Metatarsus valgus
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0010864	Intellectual disability, severe
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0011968	Feeding difficulties
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0100490	Camptodactyly of finger
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0100716	Self-injurious behavior
Orphanet:261236	16p13.11 microdeletion syndrome	HP:0100753	Schizophrenia
DOID:3529	Central core disease	HP:0001252	Muscular hypotonia
DOID:3529	Central core disease	HP:0003198	Myopathy
DOID:3529	Central core disease	HP:0003798	Nemaline bodies
DOID:3529	Central core disease	HP:0003803	Type 1 muscle fiber predominance
Orphanet:2717	Oculotrichoanal syndrome	HP:0000316	Hypertelorism
Orphanet:2717	Oculotrichoanal syndrome	HP:0000456	Bifid nasal tip
Orphanet:2717	Oculotrichoanal syndrome	HP:0000528	Anophthalmia
Orphanet:2717	Oculotrichoanal syndrome	HP:0000568	Microphthalmia
Orphanet:2717	Oculotrichoanal syndrome	HP:0000579	Nasolacrimal duct obstruction
Orphanet:2717	Oculotrichoanal syndrome	HP:0000636	Upper eyelid coloboma
Orphanet:2717	Oculotrichoanal syndrome	HP:0001126	Cryptophthalmos
Orphanet:2717	Oculotrichoanal syndrome	HP:0001545	Anteriorly placed anus
Orphanet:2717	Oculotrichoanal syndrome	HP:0002025	Anal stenosis
Orphanet:2717	Oculotrichoanal syndrome	HP:0010720	Abnormal hair pattern
DOID:0060161	Kennedy disease	HP:0000029	Testicular atrophy
DOID:0060161	Kennedy disease	HP:0000144	Decreased fertility
DOID:0060161	Kennedy disease	HP:0000771	Gynecomastia
DOID:0060161	Kennedy disease	HP:0001252	Muscular hypotonia
DOID:0060161	Kennedy disease	HP:0001260	Dysarthria
DOID:0060161	Kennedy disease	HP:0001265	Hyporeflexia
DOID:0060161	Kennedy disease	HP:0001288	Gait disturbance
DOID:0060161	Kennedy disease	HP:0001618	Dysphonia
DOID:0060161	Kennedy disease	HP:0003119	Abnormality of lipid metabolism
DOID:0060161	Kennedy disease	HP:0003202	Skeletal muscle atrophy
DOID:0060161	Kennedy disease	HP:0005978	Type II diabetes mellitus
DOID:0060161	Kennedy disease	HP:0100022	Abnormality of movement
DOID:0060161	Kennedy disease	HP:0100639	Erectile abnormalities
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000028	Cryptorchidism
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000047	Hypospadias
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000078	Abnormality of the genital system
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000144	Decreased fertility
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000248	Brachycephaly
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000271	Abnormality of the face
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000316	Hypertelorism
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000325	Triangular face
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000368	Low-set, posteriorly rotated ears
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000407	Sensorineural hearing impairment
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000431	Wide nasal bridge
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000465	Webbed neck
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000508	Ptosis
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000767	Pectus excavatum
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000768	Pectus carinatum
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000912	Sprengel anomaly
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000974	Hyperextensible skin
DOID:14291	Noonan syndrome with multiple lentigines	HP:0000995	Melanocytic nevus
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001003	Multiple lentigines
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001256	Intellectual disability, mild
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001263	Global developmental delay
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001480	Freckling
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001482	Subcutaneous nodule
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001510	Growth delay
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001511	Intrauterine growth retardation
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001608	Abnormality of the voice
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001633	Abnormality of the mitral valve
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001634	Mitral valve prolapse
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001639	Hypertrophic cardiomyopathy
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001641	Abnormality of the pulmonary valve
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001642	Pulmonic stenosis
DOID:14291	Noonan syndrome with multiple lentigines	HP:0001658	Myocardial infarction
DOID:14291	Noonan syndrome with multiple lentigines	HP:0002564	Malformation of the heart and great vessels
DOID:14291	Noonan syndrome with multiple lentigines	HP:0002617	Aneurysm
DOID:14291	Noonan syndrome with multiple lentigines	HP:0002650	Scoliosis
DOID:14291	Noonan syndrome with multiple lentigines	HP:0002861	Melanoma
DOID:14291	Noonan syndrome with multiple lentigines	HP:0002863	Myelodysplasia
DOID:14291	Noonan syndrome with multiple lentigines	HP:0003006	Neuroblastoma
DOID:14291	Noonan syndrome with multiple lentigines	HP:0003298	Spina bifida occulta
DOID:14291	Noonan syndrome with multiple lentigines	HP:0003691	Scapular winging
DOID:14291	Noonan syndrome with multiple lentigines	HP:0004306	Abnormality of the endocardium
DOID:14291	Noonan syndrome with multiple lentigines	HP:0004322	Short stature
DOID:14291	Noonan syndrome with multiple lentigines	HP:0004414	Abnormality of the pulmonary artery
DOID:14291	Noonan syndrome with multiple lentigines	HP:0006695	Atrioventricular canal defect
DOID:14291	Noonan syndrome with multiple lentigines	HP:0007392	Excessive wrinkled skin
DOID:14291	Noonan syndrome with multiple lentigines	HP:0008625	Severe sensorineural hearing impairment
DOID:14291	Noonan syndrome with multiple lentigines	HP:0010318	Aplasia/Hypoplasia of the abdominal wall musculature
DOID:14291	Noonan syndrome with multiple lentigines	HP:0011675	Arrhythmia
DOID:14291	Noonan syndrome with multiple lentigines	HP:0011710	Bundle branch block
DOID:14291	Noonan syndrome with multiple lentigines	HP:0100542	Abnormal localization of kidney
DOID:0090061	Familial cold urticaria	HP:0000407	Sensorineural hearing impairment
DOID:0090061	Familial cold urticaria	HP:0000509	Conjunctivitis
DOID:0090061	Familial cold urticaria	HP:0000975	Hyperhidrosis
DOID:0090061	Familial cold urticaria	HP:0000989	Pruritus
DOID:0090061	Familial cold urticaria	HP:0001025	Urticaria
DOID:0090061	Familial cold urticaria	HP:0001369	Arthritis
DOID:0090061	Familial cold urticaria	HP:0001944	Dehydration
DOID:0090061	Familial cold urticaria	HP:0001945	Fever
DOID:0090061	Familial cold urticaria	HP:0001959	Polydipsia
DOID:0090061	Familial cold urticaria	HP:0002017	Nausea and vomiting
DOID:0090061	Familial cold urticaria	HP:0002027	Abdominal pain
DOID:0090061	Familial cold urticaria	HP:0002315	Headache
DOID:0090061	Familial cold urticaria	HP:0002829	Arthralgia
DOID:0090061	Familial cold urticaria	HP:0003326	Myalgia
DOID:0090061	Familial cold urticaria	HP:0010783	Erythema
DOID:0090061	Familial cold urticaria	HP:0012378	Fatigue
DOID:0090061	Familial cold urticaria	HP:0012534	Dysesthesia
Orphanet:79319	MPI-CDG	HP:0001004	Lymphedema
Orphanet:79319	MPI-CDG	HP:0001399	Hepatic failure
Orphanet:79319	MPI-CDG	HP:0001943	Hypoglycemia
Orphanet:79319	MPI-CDG	HP:0002024	Malabsorption
Orphanet:79319	MPI-CDG	HP:0002612	Congenital hepatic fibrosis
Orphanet:3205	Sturge-Weber syndrome	HP:0000212	Gingival overgrowth
Orphanet:3205	Sturge-Weber syndrome	HP:0000256	Macrocephaly
Orphanet:3205	Sturge-Weber syndrome	HP:0000478	Abnormality of the eye
Orphanet:3205	Sturge-Weber syndrome	HP:0000501	Glaucoma
Orphanet:3205	Sturge-Weber syndrome	HP:0000504	Abnormality of vision
Orphanet:3205	Sturge-Weber syndrome	HP:0000524	Conjunctival telangiectasia
Orphanet:3205	Sturge-Weber syndrome	HP:0000610	Abnormality of the choroid
Orphanet:3205	Sturge-Weber syndrome	HP:0000612	Iris coloboma
Orphanet:3205	Sturge-Weber syndrome	HP:0000618	Blindness
Orphanet:3205	Sturge-Weber syndrome	HP:0000648	Optic atrophy
Orphanet:3205	Sturge-Weber syndrome	HP:0000708	Behavioral abnormality
Orphanet:3205	Sturge-Weber syndrome	HP:0000729	Autistic behavior
Orphanet:3205	Sturge-Weber syndrome	HP:0001100	Heterochromia iridis
Orphanet:3205	Sturge-Weber syndrome	HP:0001131	Corneal dystrophy
Orphanet:3205	Sturge-Weber syndrome	HP:0001249	Intellectual disability
Orphanet:3205	Sturge-Weber syndrome	HP:0001297	Stroke
Orphanet:3205	Sturge-Weber syndrome	HP:0001347	Hyperreflexia
Orphanet:3205	Sturge-Weber syndrome	HP:0002015	Dysphagia
Orphanet:3205	Sturge-Weber syndrome	HP:0002167	Neurological speech impairment
Orphanet:3205	Sturge-Weber syndrome	HP:0002308	Arnold-Chiari malformation
Orphanet:3205	Sturge-Weber syndrome	HP:0005306	Capillary hemangiomas
Orphanet:3205	Sturge-Weber syndrome	HP:0007018	Attention deficit hyperactivity disorder
Orphanet:3205	Sturge-Weber syndrome	HP:0008046	Abnormality of the retinal vasculature
Orphanet:3205	Sturge-Weber syndrome	HP:0012377	Hemianopsia
Orphanet:3205	Sturge-Weber syndrome	HP:0100659	Abnormality of the cerebral vasculature
Orphanet:3205	Sturge-Weber syndrome	HP:0100761	Visceral angiomatosis
Orphanet:3205	Sturge-Weber syndrome	HP:0000238	Hydrocephalus
Orphanet:3205	Sturge-Weber syndrome	HP:0000364	Hearing abnormality
Orphanet:3205	Sturge-Weber syndrome	HP:0000486	Strabismus
Orphanet:3205	Sturge-Weber syndrome	HP:0000541	Retinal detachment
Orphanet:3205	Sturge-Weber syndrome	HP:0001250	Seizures
Orphanet:3205	Sturge-Weber syndrome	HP:0002120	Cerebral cortical atrophy
Orphanet:3205	Sturge-Weber syndrome	HP:0002204	Pulmonary embolism
Orphanet:3205	Sturge-Weber syndrome	HP:0002514	Cerebral calcification
Orphanet:3205	Sturge-Weber syndrome	HP:0004936	Venous thrombosis
Orphanet:3205	Sturge-Weber syndrome	HP:0100774	Hyperostosis
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000252	Microcephaly
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000399	Prelingual sensorineural hearing impairment
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000407	Sensorineural hearing impairment
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000708	Behavioral abnormality
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000736	Short attention span
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000752	Hyperactivity
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000855	Insulin resistance
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001249	Intellectual disability
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001256	Intellectual disability, mild
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001508	Failure to thrive
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001511	Intrauterine growth retardation
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001518	Small for gestational age
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001999	Abnormal facial shape
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0004322	Short stature
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0007018	Attention deficit hyperactivity disorder
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0008527	Congenital sensorineural hearing impairment
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0008619	Bilateral sensorineural hearing impairment
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0008846	Severe intrauterine growth retardation
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0008850	Severe postnatal growth retardation
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0008897	Postnatal growth retardation
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000135	Hypogonadism
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000153	Abnormality of the mouth
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000347	Micrognathia
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000684	Delayed eruption of teeth
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000939	Osteoporosis
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0002750	Delayed skeletal maturation
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0003265	Neonatal hyperbilirubinemia
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0004209	Clinodactyly of the 5th finger
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0006266	Small placenta
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0030084	Clinodactyly
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000294	Low anterior hairline
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000508	Ptosis
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000545	Myopia
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000954	Single transverse palmar crease
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0000957	Cafe-au-lait spot
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001270	Motor delay
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001943	Hypoglycemia
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0001956	Truncal obesity
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0002162	Low posterior hairline
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0007911	Congenital bilateral ptosis
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0011120	Concave nasal ridge
Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency	HP:0011220	Prominent forehead
Orphanet:101041	Familial hypofibrinogenemia	HP:0000225	Gingival bleeding
Orphanet:101041	Familial hypofibrinogenemia	HP:0000421	Epistaxis
Orphanet:101041	Familial hypofibrinogenemia	HP:0001892	Abnormal bleeding
Orphanet:101041	Familial hypofibrinogenemia	HP:0002239	Gastrointestinal hemorrhage
Orphanet:79327	ALG1-CDG	HP:0000112	Nephropathy
Orphanet:79327	ALG1-CDG	HP:0000135	Hypogonadism
Orphanet:79327	ALG1-CDG	HP:0000252	Microcephaly
Orphanet:79327	ALG1-CDG	HP:0001250	Seizures
Orphanet:79327	ALG1-CDG	HP:0001263	Global developmental delay
Orphanet:79327	ALG1-CDG	HP:0001399	Hepatic failure
Orphanet:79327	ALG1-CDG	HP:0001639	Hypertrophic cardiomyopathy
Orphanet:79327	ALG1-CDG	HP:0010978	Abnormality of immune system physiology
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000154	Wide mouth
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000311	Round face
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000368	Low-set, posteriorly rotated ears
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000414	Bulbous nose
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0000823	Delayed puberty
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0001250	Seizures
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0001263	Global developmental delay
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0001513	Obesity
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0002002	Deep philtrum
Orphanet:2139	Hernández-Aguirre Negrete syndrome	HP:0002353	EEG abnormality
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0000009	Functional abnormality of the bladder
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0000818	Abnormality of the endocrine system
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0000823	Delayed puberty
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0000832	Primary hypothyroidism
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002750	Delayed skeletal maturation
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0000938	Osteopenia
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0000964	Eczema
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001433	Hepatosplenomegaly
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0004322	Short stature
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001510	Growth delay
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001635	Congestive heart failure
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001655	Patent foramen ovale
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001873	Thrombocytopenia
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001888	Lymphopenia
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001890	Autoimmune hemolytic anemia
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001904	Autoimmune neutropenia
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001920	Renal artery stenosis
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0001973	Autoimmune thrombocytopenia
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002014	Diarrhea
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002092	Pulmonary hypertension
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002110	Bronchiectasis
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002242	Abnormality of the intestine
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002383	Encephalitis
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002719	Recurrent infections
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002724	Recurrent Aspergillus infections
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0011123	Inflammatory abnormality of the skin
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002755	Osteomyelitis due to immunodeficiency
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002788	Recurrent upper respiratory tract infections
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002721	Immunodeficiency
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002728	Chronic mucocutaneous candidiasis
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0002958	Immune dysregulation
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0003613	Antiphospholipid antibody positivity
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0004387	Enterocolitis
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0004944	Cerebral aneurysm
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0005353	Susceptibility to herpesvirus
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0005403	T lymphocytopenia
Orphanet:391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP:0100817	Renovascular hypertension
