Source	Predicate	Target	Source_wd	Predicate_wd	Target_wd	Reference	Sentence	Source_type	Target_type	Source_name	Target_name	Prevalence	Curator_evidence	Curation_date	Curator	Reference_date
Orphanet:869	associates	NCBITaxon:29926				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima, achalasia, and mental retardation syndrome is caused by mutations in GMPPA, a gene that encodes guanosine diphosphate-mannose pyrophosphorylase A (GMPPA). 	disease	gene	Alacrima, achalasia, and mental retardation syndrome	GMPPA			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBITaxon:29926	encodes	UniProt:Q96IJ6				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima, achalasia, and mental retardation syndrome is caused by mutations in GMPPA, a gene that encodes guanosine diphosphate-mannose pyrophosphorylase A (GMPPA). 	gene	protein	GMPPA	guanosine diphosphate-mannose pyrophosphorylase A (GMPPA)			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBITaxon:29926	interacts	NCBITaxon:29925				https://www.ncbi.nlm.nih.gov/pubmed/24651605	GMPPA appears to be a regulatory subunit to GMPPB, an enzyme that catalyzes the formation of guanosine diphosphate mannose.	gene	gene	GMPPA	GMPPB		https://thebiogrid.org/118967	2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBITaxon:29925	encodes	UniProt:Q9Y5P6				https://www.ncbi.nlm.nih.gov/pubmed/24651605	GMPPA appears to be a regulatory subunit to GMPPB, an enzyme that catalyzes the formation of guanosine diphosphate mannose.	gene	protein	GMPPB	Mannose-1-phosphate guanyltransferase beta			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:11589	presents	HP:0000522				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima has also been described in different forms of hereditary sensory and autonomic neuropathy, including type III (also known as familial disautonomia or Riley-Day syndrome) (OMIM 223900) and type VI (OMIM 614653).	disease	phenotype	Riley-Day syndrome	alacrima			2017-03-22	Núria Queralt Rosinach	2014-03-20
Orphanet:314381	presents	HP:0000522				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima has also been described in different forms of hereditary sensory and autonomic neuropathy, including type III (also known as familial disautonomia or Riley-Day syndrome) (OMIM 223900) and type VI (OMIM 614653).	disease	phenotype	Hereditary sensory and autonomic neuropathy type 6	alacrima			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:11589	same_as	OMIM:223900				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima has also been described in different forms of hereditary sensory and autonomic neuropathy, including type III (also known as familial disautonomia or Riley-Day syndrome) (OMIM 223900) and type VI (OMIM 614653).	disease	disease	Riley-Day syndrome	Riley-Day syndrome			2017-03-22	Núria Queralt Rosinach	2014-03-20
Orphanet:314381	same_as	OMIM:614653				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima has also been described in different forms of hereditary sensory and autonomic neuropathy, including type III (also known as familial disautonomia or Riley-Day syndrome) (OMIM 223900) and type VI (OMIM 614653).	disease	disease	Hereditary sensory and autonomic neuropathy type 6	Hereditary sensory and autonomic neuropathy type 6			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:5212	presents	HP:0001511				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.	disease	phenotype	Congenital disorder of glycosylation|CDG	IUGR			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:5212	presents	HP:0001508				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.	disease	phenotype	Congenital disorder of glycosylation|CDG	failure to thrive			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:5212	presents	HP:0001263				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.	disease	phenotype	Congenital disorder of glycosylation|CDG	global developmental delay			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:5212	presents	HP:0001392				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.	disease	phenotype	Congenital disorder of glycosylation|CDG	liver impairment			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060308	associates	NCBIGene:11253			Q18036434	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Mutations in MAN1B1, the gene coding for alpha-1,2-mannosidase, are associated with nonsyndromic autosomal recessive intellectual disability and subtle dysmorphic features.	disease	gene	nonsyndromic autosomal recessive intellectual disability	MAN1B1			2017-03-22	Núria Queralt Rosinach	2014-03-20
HP:0001999 	associates	NCBIGene:11253			Q18036434	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Mutations in MAN1B1, the gene coding for alpha-1,2-mannosidase, are associated with nonsyndromic autosomal recessive intellectual disability and subtle dysmorphic features.	phenotype	gene	dysmorphic features	MAN1B1			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11253	encodes	UniProt:Q9UKM7	Q18036434		Q21139297	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Mutations in MAN1B1, the gene coding for alpha-1,2-mannosidase, are associated with nonsyndromic autosomal recessive intellectual disability and subtle dysmorphic features.	gene	protein	MAN1B1	alpha-1,2-mannosidase			2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:Q9UKM7	instance_of	type II transmembrane protein				https://www.ncbi.nlm.nih.gov/pubmed/24651605	alpha-1,2-Mannosidase is a type II transmembrane protein that is primarily localized to the Golgi apparatus, where it undergoes O-glycosylation and participates in glycoprotein quality control.	protein	protein class	alpha-1,2-mannosidase	type II transmembrane protein			2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:Q9UKM7	in	GO:0005794				https://www.ncbi.nlm.nih.gov/pubmed/24651605	alpha-1,2-Mannosidase is a type II transmembrane protein that is primarily localized to the Golgi apparatus, where it undergoes O-glycosylation and participates in glycoprotein quality control.	protein	cell component	alpha-1,2-mannosidase	Golgi apparatus			2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:Q9UKM7	participates	Reactome:R-HSA-532668				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). alpha-1,2-Mannosidase is a type II transmembrane protein that is primarily localized to the Golgi apparatus, where it undergoes O-glycosylation and participates in glycoprotein quality control.	protein	pathway	alpha-1,2-mannosidase	ERAD pathway		http://www.uniprot.org/uniprot/Q9UKM7	2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11160	associates	HP:0002187				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Profound intellectual disability, developmental regression, and mutliple contractures are features associated with autosomal recessive mutations in ERLIN2.	gene	phenotype	ERLIN2	Profound intellectual disability			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11160	associates	HP:0002376				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Profound intellectual disability, developmental regression, and mutliple contractures are features associated with autosomal recessive mutations in ERLIN2.	gene	phenotype	ERLIN2	developmental regression			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11160	associates	mutliple contractures				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Profound intellectual disability, developmental regression, and mutliple contractures are features associated with autosomal recessive mutations in ERLIN2.	gene	phenotype	ERLIN2	mutliple contractures			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11160	associates	DOID:2476				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Another family was found to have a homozygous null mutation in ERLIN2, with affected individuals presenting with a hereditary spastic paraplegia phenotype.	gene	disease	ERLIN2	hereditary spastic paraplegia			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11160	participates	Reactome:R-HSA-532668				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	gene	pathway	ERLIN2	ERAD pathway		http://www.reactome.org/content/detail/R-HSA-8866531	2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11160	interacts	NCBIGene:10613				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	gene	gene	ERLIN2	ERLIN1		https://thebiogrid.org/116331	2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:O94905	interacts	UniProt:O75477				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	protein	protein	ER lipid raft associated 2	ER lipid raft associated 1			2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:O94905	is_component_of	Reactome:R-HSA-8866522				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	protein	protein complex	ER lipid raft associated 2	erlin1/2 complex		http://www.reactome.org/content/detail/R-HSA-8866522	2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:O75477	is_component_of	Reactome:R-HSA-8866522				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	protein	protein complex	ER lipid raft associated 1	erlin1/2 complex		http://www.reactome.org/content/detail/R-HSA-8866522	2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:11160	encodes	UniProt:O94905				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	gene	protein	ERLIN2	ER lipid raft associated 2			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:10613	encodes	UniProt:O75477				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	gene	protein	ERLIN1	ER lipid raft associated 1			2017-03-22	Núria Queralt Rosinach	2014-03-20
Reactome:R-HSA-8866522	is_component_of	Reactome:R-HSA-8866531				https://www.ncbi.nlm.nih.gov/pubmed/24651605	In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.	protein complex	protein complex	erlin1/2 complex	ERAD complex		http://www.reactome.org/content/detail/R-HSA-8866531	2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:81790	participates	Reactome:R-HSA-532668				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.	gene	pathway	RNF170	ERAD pathway			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:81790	encodes	UniProt:Q96K19				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.	gene	protein	RNF170	E3-ubiquitin ligase			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:81790	participates	GO:0016567				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.	gene	biological process	RNF170	ubiquitination		http://www.uniprot.org/uniprot/Q96K19	2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:Q96K19	interacts	Reactome:R-HSA-8866522				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.	protein	protein complex	E3-ubiquitin ligase	erlin1/2 complex			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:81790	associates	OMIM:608984				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. 	gene	disease	RNF170	late-onset autosomal dominant sensory ataxia			2017-03-22	Núria Queralt Rosinach	2014-03-20
OMIM:608984	presents	HP:0003409				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. 	disease	phenotype	late-onset autosomal dominant sensory ataxia	distal sensory loss			2017-03-22	Núria Queralt Rosinach	2014-03-20
OMIM:608984	presents	HP:0001284				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. 	disease	phenotype	late-onset autosomal dominant sensory ataxia	diminished to absent reflexes			2017-03-22	Núria Queralt Rosinach	2014-03-20
OMIM:608984	presents	HP:0002136				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. 	disease	phenotype	late-onset autosomal dominant sensory ataxia	wide-based gait			2017-03-22	Núria Queralt Rosinach	2014-03-20
UniProt:Q96K19	associates	DOID:10595				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Abnormal E3-ubiquitin ligase activity has also been postulated to play a role in the pathogenesis of an autosomal dominant form of Charcot-Marie-Tooth disease.	protein	disease	E3-ubiquitin ligase	autosomal dominant form of Charcot-Marie-Tooth disease			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:81790	interacts	NCBIGene:11160				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.	gene	gene	RNF170	ERLIN2		https://thebiogrid.org/123583	2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:81790	interacts	NCBIGene:10613				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.	gene	gene	RNF170	ERLIN1		https://thebiogrid.org/123583	2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:55768	ortholog_of	NCBIGene:173028				https://www.ncbi.nlm.nih.gov/pubmed/24651605	A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.	gene	gene	NGLY1	PNG1			2017-03-22	Núria Queralt Rosinach	2014-03-20
SO:0001587	in	NCBIGene:173028				https://www.ncbi.nlm.nih.gov/pubmed/24651605	A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.	variant class	gene	nonsense mutation|loss of function mutation|inactivating mutation|stop-gain mutation	PNG1			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:173028	in	NCBITaxon:6239				https://www.ncbi.nlm.nih.gov/pubmed/24651605	A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.	gene	taxon	PNG1	Caenorhabditis elegans			2017-03-22	Núria Queralt Rosinach	2014-03-20
NCBIGene:173028	associates	Neuronal branching abnormalities|Aberrant neuronal branching				https://www.ncbi.nlm.nih.gov/pubmed/24651605	A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.	gene	phenotype	PNG1	Neuronal branching abnormalities|Aberrant neuronal branching			2017-03-22	Núria Queralt Rosinach	2014-03-20
Neuronal branching abnormalities|Aberrant neuronal branching	associates	HP:0009830				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Neuronal branching abnormalities possibly relate to the peripheral neuropathy that seems to be relatively common in NGLY1 deficiency, but further studies are needed to determine the underlying pathogenesis of both central and peripheral nervous system abnormalities found in our patients.	phenotype	phenotype	Neuronal branching abnormalities|Aberrant neuronal branching	Peripheral neuropathy			2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001263				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Developmental delay	8/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0004305				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Movement disorder	8/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001252				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Hypotonia	8/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0000522				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Alacrima/hypolacrima	7/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0002353				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	EGG abnormalities	7/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0002019				https://www.ncbi.nlm.nih.gov/pubmed/24651605	NGLY1-deficient patients have a striking clinical triad, consisting of abnormal tear production, choreoathetosis, and liver disease. In addition, global developmental delay, acquired microcephaly, hypotonia, EEG abnormalities with or without overt seizures, brain imaging abnormalities, a peripheral neuropathy, constipation, and a history of IUGR were common findings. Some patients were noted to have dysmorphic features, but overall these were not considered to be particularly prominent (Table1).	disease	phenotype	NGLY1 deficiency	Constipation	7/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0002910				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Transaminase elevation	6/7		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0000252				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Microcephaly	6/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001265				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Decreased reflexes	6/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0012638 				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Abnormal brain imaging	6/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001392				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Abnormal liver storage	5/6		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001511				https://www.ncbi.nlm.nih.gov/pubmed/24651605	NGLY1-deficient patients have a striking clinical triad, consisting of abnormal tear production, choreoathetosis, and liver disease. In addition, global developmental delay, acquired microcephaly, hypotonia, EEG abnormalities with or without overt seizures, brain imaging abnormalities, a peripheral neuropathy, constipation, and a history of IUGR were common findings. Some patients were noted to have dysmorphic features, but overall these were not considered to be particularly prominent (Table1).	disease	phenotype	NGLY1 deficiency	IUGR	5/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0002151				https://www.ncbi.nlm.nih.gov/pubmed/24651605	Table 1	disease	phenotype	NGLY1 deficiency	Elevetated blood lactate	4/6		2017-03-22	Núria Queralt Rosinach	2014-03-20
DOID:0060728	presents	HP:0001250				https://www.ncbi.nlm.nih.gov/pubmed/24651605	The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). 	disease	phenotype	NGLY1 deficiency	Seizures	4/8		2017-03-22	Núria Queralt Rosinach	2014-03-20
