symptom_id	symptom_name
HP:0000670	Carious teeth
HP:0001874	Abnormality of neutrophils
HP:0002669	Osteosarcoma
HP:0000160	Narrow mouth
HP:0000411	Protruding ear
HP:0004325	Decreased body weight
HP:0000207	Triangular mouth
HP:0000232	Everted lower lip vermilion
HP:0000272	Malar flattening
HP:0000457	Depressed nasal ridge
HP:0000545	Myopia
HP:0001161	Hand polydactyly
HP:0001629	Ventricular septal defect
HP:0001770	Toe syndactyly
HP:0002558	Supernumerary nipple
HP:0004218	Symphalangism of the 5th finger
HP:0004220	Short middle phalanx of the 5th finger
HP:0005280	Depressed nasal bridge
HP:0006159	Mesoaxial hand polydactyly
HP:0006335	Persistence of primary teeth
HP:0008498	No permanent dentition
HP:0010112	Mesoaxial foot polydactyly
HP:0012471	Thick vermilion border
HP:0001996	Chronic metabolic acidosis
HP:0003343	Glutathione synthetase deficiency
HP:0000055	Abnormality of female external genitalia
HP:0000795	Abnormality of the urethra
HP:0001155	Abnormality of the hand
HP:0002084	Encephalocele
HP:0002566	Intestinal malrotation
HP:0008069	Neoplasm of the skin
HP:0009756	Popliteal pterygium
HP:0009775	Amniotic constriction ring
HP:0100589	Urogenital fistula
HP:0000077	Abnormality of the kidney
HP:0000085	Horseshoe kidney
HP:0000119	Abnormality of the genitourinary system
HP:0000337	Broad forehead
HP:0000891	Cervical ribs
HP:0001181	Adducted thumb
HP:0001636	Tetralogy of Fallot
HP:0001873	Thrombocytopenia
HP:0001928	Abnormality of coagulation
HP:0002673	Coxa valga
HP:0002827	Hip dislocation
HP:0002949	Fused cervical vertebrae
HP:0002990	Fibular aplasia
HP:0002999	Patellar dislocation
HP:0003974	Absent radius
HP:0004717	Axial malrotation of the kidney
HP:0006495	Aplasia/Hypoplasia of the ulna
HP:0006498	Aplasia/Hypoplasia of the patella
HP:0006507	Aplasia/hypoplasia of the humerus
HP:0007413	Nevus flammeus of the forehead
HP:0009829	Phocomelia
HP:0100694	Tibial torsion
HP:0000991	Xanthomatosis
HP:0001943	Hypoglycemia
HP:0002149	Hyperuricemia
HP:0003077	Hyperlipidemia
HP:0000356	Abnormality of the outer ear
HP:0000359	Abnormality of the inner ear
HP:0000384	Preauricular skin tag
HP:0000405	Conductive hearing impairment
HP:0000413	Atresia of the external auditory canal
HP:0004467	Preauricular pit
HP:0008609	Morphological abnormality of the middle ear
HP:0009795	Branchial fistula
HP:0010628	Facial palsy
HP:0100267	Lip pit
HP:0000112	Nephropathy
HP:0000478	Abnormality of the eye
HP:0000504	Abnormality of vision
HP:0000815	Hypergonadotropic hypogonadism
HP:0001410	Decreased liver function
HP:0001541	Ascites
HP:0001638	Cardiomyopathy
HP:0001697	Abnormality of the pericardium
HP:0002120	Cerebral cortical atrophy
HP:0002242	Abnormality of the intestine
HP:0002910	Elevated hepatic transaminases
HP:0006709	Aplasia/Hypoplasia of the nipples
HP:0007552	Abnormal subcutaneous fat tissue distribution
HP:0007703	Abnormality of retinal pigmentation
HP:0009830	Peripheral neuropathy
HP:0011013	Abnormality of carbohydrate metabolism/homeostasis
HP:0000974	Hyperextensible skin
HP:0001872	Abnormality of thrombocytes
HP:0000828	Abnormality of the parathyroid gland
HP:0001163	Abnormality of the metacarpal bones
HP:0002644	Abnormality of pelvic girdle bone morphology
HP:0002823	Abnormality of the femur
HP:0003312	Abnormal form of the vertebral bodies
HP:0008368	Tarsal synostosis
HP:0009826	Limb undergrowth
HP:0100542	Abnormal localization of kidney
HP:0000956	Acanthosis nigricans
HP:0000966	Hypohidrosis
HP:0001006	Hypotrichosis
HP:0000153	Abnormality of the mouth
HP:0000221	Furrowed tongue
HP:0000668	Hypodontia
HP:0000972	Palmoplantar hyperkeratosis
HP:0008404	Nail dystrophy
HP:0010802	Perioral hyperpigmentation
HP:0000577	Exotropia
HP:0001045	Vitiligo
HP:0001620	High pitched voice
HP:0005338	Sparse lateral eyebrow
HP:0007646	Absent lower eyelashes
HP:0008388	Abnormality of the toenails
HP:0011367	Yellow nails
HP:0000662	Night blindness
HP:0001080	Biliary tract abnormality
HP:0001392	Abnormality of the liver
HP:0001892	Abnormal bleeding
HP:0002630	Fat malabsorption
HP:0002748	Rickets
HP:0001258	Spastic paraplegia
HP:0002064	Spastic gait
HP:0002395	Lower limb hyperreflexia
HP:0003155	Elevated alkaline phosphatase
HP:0003324	Generalized muscle weakness
HP:0003445	EMG: neuropathic changes
HP:0003487	Babinski sign
HP:0001308	Tongue fasciculations
HP:0007289	Limb fasciculations
HP:0000597	Ophthalmoparesis
HP:0001276	Hypertonia
HP:0001376	Limitation of joint mobility
HP:0002015	Dysphagia
HP:0002099	Asthma
HP:0003394	Muscle cramps
HP:0003457	EMG abnormality
HP:0003712	Skeletal muscle hypertrophy
HP:0003720	Generalized muscle hypertrophy
HP:0000083	Renal insufficiency
HP:0000716	Depression
HP:0001399	Hepatic failure
HP:0001635	Congestive heart failure
HP:0001658	Myocardial infarction
HP:0001744	Splenomegaly
HP:0001864	Clinodactyly of the 5th toe
HP:0001882	Leukopenia
HP:0004936	Venous thrombosis
HP:0005521	Disseminated intravascular coagulation
HP:0100724	Hypercoagulability
HP:0100776	Recurrent pharyngitis
HP:0000076	Vesicoureteral reflux
HP:0000178	Abnormality of lower lip
HP:0001387	Joint stiffness
HP:0001679	Abnormality of the aorta
HP:0002086	Abnormality of the respiratory system
HP:0003272	Abnormality of the hip bone
HP:0004414	Abnormality of the pulmonary artery
HP:0005562	Multiple renal cysts
HP:0011333	Asymmetric crying face
HP:0008678	Renal hypoplasia/aplasia
HP:0009804	Reduced number of teeth
HP:0001681	Angina pectoris
HP:0002621	Atherosclerosis
HP:0003233	Hypoalphalipoproteinemia
HP:0007957	Corneal opacity
HP:0000233	Thin vermilion border
HP:0000343	Long philtrum
HP:0000499	Abnormality of the eyelashes
HP:0000574	Thick eyebrow
HP:0000601	Hypotelorism
HP:0000664	Synophrys
HP:0000774	Narrow chest
HP:0001028	Hemangioma
HP:0001166	Arachnodactyly
HP:0001231	Abnormality of the fingernails
HP:0001800	Hypoplastic toenails
HP:0002916	Abnormality of chromosome segregation
HP:0008056	Aplasia/Hypoplasia affecting the eye
HP:0000488	Retinopathy
HP:0000512	Abnormal electroretinogram
HP:0000649	Abnormality of visual evoked potentials
HP:0001251	Ataxia
HP:0002059	Cerebral atrophy
HP:0002353	EEG abnormality
HP:0002376	Developmental regression
HP:0009023	Abdominal wall muscle weakness
HP:0002762	Multiple exostoses
HP:0004334	Dermal atrophy
HP:0005863	Type E brachydactyly
HP:0008065	Aplasia/Hypoplasia of the skin
HP:0012733	Macule
HP:0003310	Abnormality of the odontoid process
HP:0004979	Metaphyseal sclerosis
HP:0006505	Abnormality of limb epiphysis morphology
HP:0007517	Palmoplantar cutis laxa
HP:0008788	Delayed pubic bone ossification
HP:0012767	Abnormal placental size
HP:0430005	Abnormality of ethmoid bone
HP:0430028	Hyperplasia of the maxilla
HP:3000077	Abnormality of mandible condylar process
HP:0010819	Atonic seizures
HP:0012412	Premature adrenarche
HP:0030348	Increased circulating androgen level
HP:0000015	Bladder diverticulum
HP:0000448	Prominent nose
HP:0000819	Diabetes mellitus
HP:0001176	Large hands
HP:0001386	Joint swelling
HP:0001833	Long foot
HP:0002069	Generalized tonic-clonic seizures
HP:0002751	Kyphoscoliosis
HP:0002857	Genu valgum
HP:0003180	Flat acetabular roof
HP:0000506	Telecanthus
HP:0001256	Intellectual disability, mild
HP:0001830	Postaxial foot polydactyly
HP:0001841	Preaxial foot polydactyly
HP:0002007	Frontal bossing
HP:0005616	Accelerated skeletal maturation
HP:0010059	Broad hallux phalanx
HP:0000532	Chorioretinal abnormality
HP:0001139	Choroideremia
HP:0007945	Choroidal degeneration
HP:0000154	Wide mouth
HP:0000307	Pointed chin
HP:0000319	Smooth philtrum
HP:0000325	Triangular face
HP:0000389	Chronic otitis media
HP:0000463	Anteverted nares
HP:0000483	Astigmatism
HP:0000609	Optic nerve hypoplasia
HP:0000639	Nystagmus
HP:0000717	Autism
HP:0000750	Delayed speech and language development
HP:0001644	Dilated cardiomyopathy
HP:0001653	Mitral regurgitation
HP:0002079	Hypoplasia of the corpus callosum
HP:0002553	Highly arched eyebrow
HP:0004422	Biparietal narrowing
HP:0006315	Single median maxillary incisor
HP:0007165	Periventricular gray matter heterotopia
HP:0010720	Abnormal hair pattern
HP:0030048	Colpocephaly
HP:0000174	Abnormality of the palate
HP:0000248	Brachycephaly
HP:0000568	Microphthalmia
HP:0000592	Blue sclerae
HP:0000612	Iris coloboma
HP:0000765	Abnormality of the thorax
HP:0001182	Tapered finger
HP:0002006	Facial cleft
HP:0007477	Abnormal dermatoglyphics
HP:0009748	Large earlobe
HP:0010751	Chin dimple
HP:0100022	Abnormality of movement
HP:0100490	Camptodactyly of finger
HP:0100720	Hypoplasia of the ear cartilage
HP:0000518	Cataract
HP:0011675	Arrhythmia
HP:0000100	Nephrotic syndrome
HP:0001004	Lymphedema
HP:0000079	Abnormality of the urinary system
HP:0000826	Precocious puberty
HP:0001531	Failure to thrive in infancy
HP:0001626	Abnormality of the cardiovascular system
HP:0100555	Asymmetric growth
HP:0000217	Xerostomia
HP:0000988	Skin rash
HP:0001097	Keratoconjunctivitis sicca
HP:0001369	Arthritis
HP:0001394	Cirrhosis
HP:0002020	Gastroesophageal reflux
HP:0002383	Encephalitis
HP:0004295	Abnormality of the gastric mucosa
HP:0007400	Irregular hyperpigmentation
HP:0011354	Generalized abnormality of skin
HP:0011838	Sclerodactyly
HP:0100579	Mucosal telangiectasiae
HP:0100585	Teleangiectasia of the skin
HP:0100725	Lichenification
HP:0200042	Skin ulcer
HP:0000963	Thin skin
HP:0001056	Milia
HP:0001072	Thickened skin
HP:0008066	Abnormal blistering of the skin
HP:0000191	Accessory oral frenulum
HP:0001048	Cavernous hemangioma
HP:0008499	High-grade hypermetropia
HP:0000132	Menorrhagia
HP:0000134	Female hypogonadism
HP:0000141	Amenorrhea
HP:0000789	Infertility
HP:0000876	Oligomenorrhea
HP:0000938	Osteopenia
HP:0012886	Hemorrhagic ovarian cyst
HP:0100829	Galactorrhea
HP:0000044	Hypogonadotrophic hypogonadism
HP:0000482	Microcornea
HP:0000527	Long eyelashes
HP:0000763	Sensory neuropathy
HP:0001310	Dysmetria
HP:0002080	Intention tremor
HP:0003134	Abnormality of peripheral nerve conduction
HP:0003319	Abnormality of the cervical spine
HP:0007002	Motor axonal neuropathy
HP:0007256	Abnormal pyramidal signs
HP:0008942	Acute rhabdomyolysis
HP:0010620	Malar prominence
HP:0000944	Abnormality of the metaphyses
HP:0002757	Recurrent fractures
HP:0100530	Abnormality of calcium-phosphate metabolism
HP:0003355	Aminoaciduria
HP:0002879	Anisospondyly
HP:0002983	Micromelia
HP:0006487	Bowing of the long bones
HP:0008873	Disproportionate short-limb short stature
HP:0000479	Abnormality of the retina
HP:0000615	Abnormality of the pupil
HP:0002213	Fine hair
HP:0002217	Slow-growing hair
HP:0002224	Woolly hair
HP:0002231	Sparse body hair
HP:0002299	Brittle hair
HP:0005599	Hypopigmentation of hair
HP:0010719	Abnormality of hair texture
HP:0005987	Multinodular goiter
HP:0002671	Basal cell carcinoma
HP:0005584	Renal cell carcinoma
HP:0100528	Pleuropulmonary blastoma
HP:0100615	Ovarian neoplasm
HP:0100617	Testicular seminoma
HP:0100619	Sertoli cell neoplasm
HP:0200063	Colorectal polyposis
HP:0002890	Thyroid carcinoma
HP:0006779	Alveolar rhabdomyosarcoma
HP:0007129	Cerebellar medulloblastoma
HP:0030071	Medulloepithelioma
HP:0030434	Pilomatrixoma
HP:0000836	Hyperthyroidism
HP:0001082	Cholecystitis
HP:0001409	Portal hypertension
HP:0002040	Esophageal varix
HP:0002239	Gastrointestinal hemorrhage
HP:0002586	Peritonitis
HP:0005214	Intestinal obstruction
HP:0005244	Gastrointestinal infarctions
HP:0006554	Acute hepatic failure
HP:0000534	Abnormality of the eyebrow
HP:0001596	Alopecia
HP:0007502	Follicular hyperkeratosis
HP:0010783	Erythema
HP:0011123	Inflammatory abnormality of the skin
HP:0200034	Papule
HP:0000790	Hematuria
HP:0003072	Hypercalcemia
HP:0009725	Bladder neoplasm
HP:0000010	Recurrent urinary tract infections
HP:0000011	Neurogenic bladder
HP:0000161	Median cleft lip
HP:0000187	Broad alveolar ridges
HP:0000366	Abnormality of the nose
HP:0000430	Underdeveloped nasal alae
HP:0000446	Narrow nasal bridge
HP:0000490	Deeply set eye
HP:0000501	Glaucoma
HP:0000525	Abnormality of the iris
HP:0000598	Abnormality of the ear
HP:0000940	Abnormal diaphysis morphology
HP:0000982	Palmoplantar keratoderma
HP:0001257	Spasticity
HP:0001347	Hyperreflexia
HP:0001597	Abnormality of the nail
HP:0002212	Curly hair
HP:0002313	Spastic paraparesis
HP:0003067	Madelung deformity
HP:0003103	Abnormal cortical bone morphology
HP:0004437	Cranial hyperostosis
HP:0004495	Thin anteverted nares
HP:0006323	Premature loss of primary teeth
HP:0008572	External ear malformation
HP:0009843	Aplasia/Hypoplasia of the middle phalanges of the hand
HP:0010109	Short hallux
HP:0010761	Broad columella
HP:0011342	Mild global developmental delay
HP:0030084	Clinodactyly
HP:0100774	Hyperostosis
HP:0001370	Rheumatoid arthritis
HP:0001890	Autoimmune hemolytic anemia
HP:0001973	Autoimmune thrombocytopenia
HP:0002797	Osteolysis
HP:0002960	Autoimmunity
HP:0004332	Abnormality of lymphocytes
HP:0005561	Abnormality of bone marrow cell morphology
HP:0100648	Neoplasm of the tongue
HP:0000130	Abnormality of the uterus
HP:0000294	Low anterior hairline
HP:0000453	Choanal atresia
HP:0000498	Blepharitis
HP:0000667	Phthisis bulbi
HP:0000687	Widely spaced teeth
HP:0000722	Obsessive-compulsive behavior
HP:0000767	Pectus excavatum
HP:0000786	Primary amenorrhea
HP:0000965	Cutis marmorata
HP:0000739	Anxiety
HP:0001557	Prenatal movement abnormality
HP:0001773	Short foot
HP:0001883	Talipes
HP:0001956	Truncal obesity
HP:0002021	Pyloric stenosis
HP:0002162	Low posterior hairline
HP:0002167	Neurological speech impairment
HP:0002230	Generalized hirsutism
HP:0002557	Hypoplastic nipples
HP:0002580	Volvulus
HP:0002997	Abnormality of the ulna
HP:0003042	Elbow dislocation
HP:0007018	Attention deficit hyperactivity disorder
HP:0007665	Curly eyelashes
HP:0008736	Hypoplasia of penis
HP:0008850	Severe postnatal growth retardation
HP:0010034	Short 1st metacarpal
HP:0010300	Abnormally low-pitched voice
HP:0010880	Increased nuchal translucency
HP:0012165	Oligodactyly
HP:0200055	Small hand
HP:0000122	Unilateral renal agenesis
HP:0000414	Bulbous nose
HP:0000445	Wide nose
HP:0000465	Webbed neck
HP:0000588	Optic nerve coloboma
HP:0000960	Sacral dimple
HP:0001704	Tricuspid valve prolapse
HP:0001836	Camptodactyly of toe
HP:0002023	Anal atresia
HP:0002463	Language impairment
HP:0100540	Palpebral edema
HP:0000126	Hydronephrosis
HP:0000157	Abnormality of the tongue
HP:0000474	Thickened nuchal skin fold
HP:0000627	Posterior embryotoxon
HP:0001088	Brushfield spots
HP:0001315	Reduced tendon reflexes
HP:0002126	Polymicrogyria
HP:0005469	Flat occiput
HP:0006829	Severe muscular hypotonia
HP:0008167	Very long chain fatty acid accumulation
HP:0009891	Underdeveloped supraorbital ridges
HP:0010655	Epiphyseal stippling
HP:0012736	Profound global developmental delay
HP:0100658	Cellulitis
HP:0001880	Eosinophilia
HP:0200037	Skin vesicle
HP:0002633	Vasculitis
HP:0000608	Macular degeneration
HP:0002123	Generalized myoclonic seizures
HP:0006538	Recurrent bronchopulmonary infections
HP:0200134	Epileptic encephalopathy
HP:0000135	Hypogonadism
HP:0000137	Abnormality of the ovary
HP:0000298	Mask-like facies
HP:0002967	Cubitus valgus
HP:0003741	Congenital muscular dystrophy
HP:0000842	Hyperinsulinemia
HP:0004444	Spherocytosis
HP:0010047	Short 5th metacarpal
HP:0001742	Nasal obstruction
HP:0001838	Rocker bottom foot
HP:0001407	Hepatic cysts
HP:0001737	Pancreatic cysts
HP:0002612	Congenital hepatic fibrosis
HP:0001724	Aortic dilatation
HP:0002308	Arnold-Chiari malformation
HP:0007330	Frontal encephalocele
HP:0100835	Benign neoplasm of the central nervous system
HP:0002761	Generalized joint laxity
HP:0002938	Lumbar hyperlordosis
HP:0002992	Abnormality of the tibia
HP:0040079	Irregular dentition
HP:0000204	Cleft upper lip
HP:0000309	Abnormality of the midface
HP:0000326	Abnormality of the maxilla
HP:0000699	Diastema
HP:0010281	Cleft lower lip
HP:0012292	Fusion of gums
HP:3000010	Abnormality of orbicularis oris muscle
HP:0000978	Bruising susceptibility
HP:0001053	Hypopigmented skin patches
HP:0007427	Reticulated skin pigmentation
HP:0007495	Prematurely aged appearance
HP:0007473	Crusting erythematous dermatitis
HP:0100792	Acantholysis
HP:0200041	Skin erosion
HP:0001195	Single umbilical artery
HP:0001562	Oligohydramnios
HP:0010295	Aplasia/Hypoplasia of the tongue
HP:0010297	Bifid tongue
HP:0100569	Abnormal vertebral ossification
HP:0000110	Renal dysplasia
HP:0000476	Cystic hygroma
HP:0001561	Polyhydramnios
HP:0001651	Dextrocardia
HP:0001654	Abnormality of the heart valves
HP:0001706	Endocardial fibroelastosis
HP:0001746	Asplenia
HP:0001762	Talipes equinovarus
HP:0001789	Hydrops fetalis
HP:0001792	Small nail
HP:0001869	Deep plantar creases
HP:0002937	Hemivertebrae
HP:0005815	Supernumerary ribs
HP:0006191	Deep palmar crease
HP:0011027	Abnormality of the fallopian tube
HP:0012815	Hypoplastic female external genitalia
HP:0040019	Finger clinodactyly
HP:0100752	Abnormal liver lobulation
HP:0000713	Agitation
HP:0000825	Hyperinsulinemic hypoglycemia
HP:0001649	Tachycardia
HP:0001985	Hypoketotic hypoglycemia
HP:0002329	Drowsiness
HP:0002344	Progressive neurologic deterioration
HP:0003162	Fasting hypoglycemia
HP:0004324	Increased body weight
HP:0004510	Pancreatic islet-cell hyperplasia
HP:0012051	Reactive hypoglycemia
HP:0000008	Abnormality of female internal genitalia
HP:0000782	Abnormality of the scapula
HP:0001539	Omphalocele
HP:0002089	Pulmonary hypoplasia
HP:0002817	Abnormality of the upper limb
HP:0004331	Decreased skull ossification
HP:0006492	Aplasia/Hypoplasia of the fibula
HP:0006501	Aplasia/Hypoplasia of the radius
HP:0100560	Upper limb asymmetry
HP:0007990	Hypoplastic iris stroma
HP:0008034	Abnormal iris pigmentation
HP:0000593	Abnormality of the anterior chamber
HP:0011488	Abnormality of corneal endothelium
HP:0012372	Abnormal eye morphology
HP:0200026	Ocular pain
HP:0002788	Recurrent upper respiratory tract infections
HP:0012631	Pigment deposition in the trabecular meshwork
HP:0012634	Iris pigment dispersion
HP:0000104	Renal agenesis
HP:0001563	Fetal polyuria
HP:0001958	Nonketotic hypoglycemia
HP:0002575	Tracheoesophageal fistula
HP:0005107	Abnormality of the sacrum
HP:0010497	Sirenomelia
HP:0001081	Cholelithiasis
HP:0001402	Hepatocellular carcinoma
HP:0001733	Pancreatitis
HP:0002028	Chronic diarrhea
HP:0002611	Cholestatic liver disease
HP:0011985	Acholic stools
HP:0000069	Abnormality of the ureter
HP:0000444	Convex nasal ridge
HP:0000958	Dry skin
HP:0001852	Sandal gap
HP:0003298	Spina bifida occulta
HP:0100242	Sarcoma
HP:0100495	Mastocytosis
HP:0000709	Psychosis
HP:0100753	Schizophrenia
HP:0004279	Short palm
HP:0004691	2-3 toe syndactyly
HP:0008362	Aplasia/Hypoplasia of the hallux
HP:0009701	Metacarpal synostosis
HP:0000336	Prominent supraorbital ridges
HP:0000998	Hypertrichosis
HP:0001272	Cerebellar atrophy
HP:0005487	Prominent metopic ridge
HP:0000953	Hyperpigmentation of the skin
HP:0001010	Hypopigmentation of the skin
HP:0001073	Cigarette-paper scars
HP:0001171	Split hand
HP:0004552	Scarring alopecia of scalp
HP:0005830	Flexion contracture of toe
HP:0030053	Stiff skin
HP:0100556	Hemiatrophy
HP:0100557	Hemiatrophy of lower limb
HP:0100558	Hemiatrophy of upper limb
HP:0100578	Lipoatrophy
HP:0001371	Flexion contracture
HP:0001889	Megaloblastic anemia
HP:0002570	Steatorrhea
HP:0000053	Macroorchidism
HP:0000212	Gingival overgrowth
HP:0000708	Behavioral abnormality
HP:0000768	Pectus carinatum
HP:0001763	Pes planus
HP:0001999	Abnormal facial shape
HP:0003468	Abnormality of the vertebrae
HP:0004337	Abnormality of amino acid metabolism
HP:0004568	Beaking of vertebral bodies
HP:0008430	Anterior beaking of lumbar vertebrae
HP:0011276	Vascular skin abnormality
HP:0012068	Aspartylglucosaminuria
HP:0100660	Dyskinesia
HP:0100729	Large face
HP:0002197	Generalized seizures
HP:0002392	EEG with polyspike wave complexes
HP:0000496	Abnormality of eye movement
HP:0002121	Absence seizures
HP:0002373	Febrile seizures
HP:0000733	Stereotypy
HP:0000749	Paroxysmal bursts of laughter
HP:0000752	Hyperactivity
HP:0001572	Macrodontia
HP:0002591	Polyphagia
HP:0010804	Tented upper lip vermilion
HP:0100716	Self-injurious behavior
HP:0001065	Striae distensae
HP:0001519	Disproportionate tall stature
HP:0001533	Slender build
HP:0002108	Spontaneous pneumothorax
HP:0005111	Dilatation of the ascending aorta
HP:0012432	Chronic fatigue
HP:0000275	Narrow face
HP:0000678	Dental crowding
HP:0001083	Ectopia lentis
HP:0001132	Lens subluxation
HP:0001382	Joint hypermobility
HP:0001634	Mitral valve prolapse
HP:0003179	Protrusio acetabuli
HP:0005059	Arthralgia/arthritis
HP:0007800	Increased axial globe length
HP:0012019	Lens luxation
HP:0012369	Malar anomaly
HP:0100775	Dural ectasia
HP:0000268	Dolichocephaly
HP:0000278	Retrognathia
HP:0000541	Retinal detachment
HP:0002435	Meningocele
HP:0002636	Aneurysm of an abdominal artery
HP:0002996	Limited elbow movement
HP:0003302	Spondylolisthesis
HP:0004382	Mitral valve calcification
HP:0004927	Pulmonary artery dilatation
HP:0004933	Ascending aortic dissection
HP:0005294	Arterial dissection
HP:0006687	Aortic tortuosity
HP:0007676	Hypoplasia of the iris
HP:0007720	Flat cornea
HP:0010807	Open bite
HP:0012499	Descending aortic dissection
HP:0000637	Long palpebral fissure
HP:0000726	Dementia
HP:0001268	Mental deterioration
HP:0001297	Stroke
HP:0001342	Cerebral hemorrhage
HP:0011970	Cerebral amyloid angiopathy
HP:0100613	Death in early adulthood
HP:0000868	Decreased fertility in females
HP:0003811	Neonatal death
HP:0004915	Impairment of galactose metabolism
HP:0009088	Speech articulation difficulties
HP:0011098	Speech apraxia
HP:0100806	Sepsis
HP:0002037	Inflammation of the large intestine
HP:0002585	Abnormality of the peritoneum
HP:0004298	Abnormality of the abdominal wall
HP:0001373	Joint dislocation
HP:0002656	Epiphyseal dysplasia
HP:0002758	Osteoarthritis
HP:0003502	Mild short stature
HP:0001611	Nasal speech
HP:0002047	Malignant hyperthermia
HP:0009465	Ulnar deviation of finger
HP:0010489	Absent palmar crease
HP:0002980	Femoral bowing
HP:0005871	Metaphyseal chondrodysplasia
HP:0009118	Aplasia/Hypoplasia of the mandible
HP:0010502	Fibular bowing
HP:0011344	Severe global developmental delay
HP:0012081	Enlarged cerebellum
HP:0012444	Brain atrophy
HP:0002076	Migraine
HP:0007565	Multiple cafe-au-lait spots
HP:0008064	Ichthyosis
HP:0000327	Hypoplasia of the maxilla
HP:0000858	Menstrual irregularities
HP:0000995	Melanocytic nevus
HP:0001831	Short toe
HP:0002818	Abnormality of the radius
HP:0002984	Hypoplasia of the radius
HP:0003022	Hypoplasia of the ulna
HP:0010049	Short metacarpal
HP:0010579	Cone-shaped epiphysis
HP:0010743	Short metatarsal
HP:0000046	Scrotal hypoplasia
HP:0008625	Severe sensorineural hearing impairment
HP:0010306	Short thorax
HP:0000219	Thin upper lip vermilion
HP:0001360	Holoprosencephaly
HP:0002263	Exaggerated cupid's bow
HP:0002269	Abnormality of neuronal migration
HP:0009914	Cyclopia
HP:0010508	Metatarsus valgus
HP:0003198	Myopathy
HP:0003798	Nemaline bodies
HP:0003803	Type 1 muscle fiber predominance
HP:0000456	Bifid nasal tip
HP:0000528	Anophthalmia
HP:0000579	Nasolacrimal duct obstruction
HP:0000636	Upper eyelid coloboma
HP:0001126	Cryptophthalmos
HP:0001545	Anteriorly placed anus
HP:0002025	Anal stenosis
HP:0000029	Testicular atrophy
HP:0001265	Hyporeflexia
HP:0003119	Abnormality of lipid metabolism
HP:0005978	Type II diabetes mellitus
HP:0100639	Erectile abnormalities
HP:0000078	Abnormality of the genital system
HP:0000912	Sprengel anomaly
HP:0001003	Multiple lentigines
HP:0001480	Freckling
HP:0001482	Subcutaneous nodule
HP:0001633	Abnormality of the mitral valve
HP:0001639	Hypertrophic cardiomyopathy
HP:0001641	Abnormality of the pulmonary valve
HP:0001642	Pulmonic stenosis
HP:0002617	Aneurysm
HP:0002861	Melanoma
HP:0002863	Myelodysplasia
HP:0003006	Neuroblastoma
HP:0003691	Scapular winging
HP:0004306	Abnormality of the endocardium
HP:0007392	Excessive wrinkled skin
HP:0010318	Aplasia/Hypoplasia of the abdominal wall musculature
HP:0011710	Bundle branch block
HP:0000509	Conjunctivitis
HP:0001025	Urticaria
HP:0012534	Dysesthesia
HP:0000524	Conjunctival telangiectasia
HP:0000610	Abnormality of the choroid
HP:0001100	Heterochromia iridis
HP:0001131	Corneal dystrophy
HP:0005306	Capillary hemangiomas
HP:0008046	Abnormality of the retinal vasculature
HP:0100659	Abnormality of the cerebral vasculature
HP:0100761	Visceral angiomatosis
HP:0000364	Hearing abnormality
HP:0002204	Pulmonary embolism
HP:0000399	Prelingual sensorineural hearing impairment
HP:0000736	Short attention span
HP:0000855	Insulin resistance
HP:0001518	Small for gestational age
HP:0008527	Congenital sensorineural hearing impairment
HP:0008619	Bilateral sensorineural hearing impairment
HP:0008846	Severe intrauterine growth retardation
HP:0008897	Postnatal growth retardation
HP:0003265	Neonatal hyperbilirubinemia
HP:0006266	Small placenta
HP:0000954	Single transverse palmar crease
HP:0000957	Cafe-au-lait spot
HP:0001270	Motor delay
HP:0007911	Congenital bilateral ptosis
HP:0011120	Concave nasal ridge
HP:0011220	Prominent forehead
HP:0000225	Gingival bleeding
HP:0000421	Epistaxis
HP:0000311	Round face
HP:0002002	Deep philtrum
HP:0000009	Functional abnormality of the bladder
HP:0000818	Abnormality of the endocrine system
HP:0000832	Primary hypothyroidism
HP:0000964	Eczema
HP:0001433	Hepatosplenomegaly
HP:0001655	Patent foramen ovale
HP:0001888	Lymphopenia
HP:0001904	Autoimmune neutropenia
HP:0001920	Renal artery stenosis
HP:0002092	Pulmonary hypertension
HP:0002110	Bronchiectasis
HP:0002724	Recurrent Aspergillus infections
HP:0002755	Osteomyelitis due to immunodeficiency
HP:0002728	Chronic mucocutaneous candidiasis
HP:0002958	Immune dysregulation
HP:0003613	Antiphospholipid antibody positivity
HP:0004387	Enterocolitis
HP:0004944	Cerebral aneurysm
HP:0005353	Susceptibility to herpesvirus
HP:0005403	T lymphocytopenia
HP:0100817	Renovascular hypertension
HP:0010976	B lymphocytopenia
HP:0011459	Esophageal carcinoma
HP:0011473	Villous atrophy
HP:0012115	Hepatitis
HP:0012163	Carotid artery aneurysm
HP:0012182	Oropharyngeal squamous cell carcinoma
HP:0012455	Large artery calcification
HP:0030355	Abnormal serum interferon-gamma level
HP:0040160	Generalized osteoporosis
HP:0100646	Thyroiditis
HP:0100651	Type I diabetes mellitus
HP:0000341	Narrow forehead
HP:0000358	Posteriorly rotated ears
HP:0000753	Autism with high cognitive abilities
HP:0000817	Poor eye contact
HP:0002194	Delayed gross motor development
HP:0002307	Drooling
HP:0002421	Poor head control
HP:0011368	Epidermal thickening
HP:0012433	Abnormal social behavior
HP:0012448	Delayed myelination
HP:0012758	Neurodevelopmental delay
